sample	distance_bp	possible_bin_pairs	observed_nonzero_pixels	contact_sum	mean_contact_per_possible_pair	support_cutoff_possible_pairs
rep1	23650000	1918	1702	8804.0	4.59019812304	1000
rep1	23700000	1901	1689	8948.0	4.70699631773	1000
rep1	23750000	1884	1692	9019.0	4.78715498938	1000
rep1	23800000	1867	1670	8900.0	4.76700589181	1000
rep1	23850000	1850	1652	8619.0	4.65891891892	1000
rep1	23900000	1833	1653	8498.0	4.63611565739	1000
rep1	23950000	1817	1635	8435.0	4.64226747386	1000
rep1	24000000	1801	1602	8237.0	4.57357023876	1000
rep1	24050000	1785	1590	8251.0	4.62240896359	1000
rep1	24100000	1769	1578	8177.0	4.62238552855	1000
rep1	24150000	1753	1579	8077.0	4.60752994866	1000
rep1	24200000	1737	1555	8161.0	4.69833045481	1000
rep1	24250000	1721	1551	8059.0	4.68274259152	1000
rep1	24300000	1705	1519	8076.0	4.7366568915	1000
rep1	24350000	1689	1507	7993.0	4.73238602724	1000
rep1	24400000	1673	1516	8061.0	4.81829049611	1000
rep1	24450000	1657	1478	7680.0	4.63488231744	1000
rep1	24500000	1641	1451	7393.0	4.50517976843	1000
rep1	24550000	1625	1474	7481.0	4.60369230769	1000
rep1	24600000	1610	1456	7432.0	4.61614906832	1000
rep1	24650000	1595	1431	7311.0	4.58369905956	1000
rep1	24700000	1580	1418	7219.0	4.56898734177	1000
rep1	24750000	1565	1395	7191.0	4.59488817891	1000
rep1	24800000	1550	1399	7169.0	4.62516129032	1000
rep1	24850000	1535	1367	7184.0	4.68013029316	1000
rep1	24900000	1520	1367	7123.0	4.68618421053	1000
rep1	24950000	1505	1357	6906.0	4.58870431894	1000
rep1	25000000	1490	1321	6854.0	4.6	1000
rep1	25050000	1475	1328	6891.0	4.67186440678	1000
rep1	25100000	1460	1302	6768.0	4.63561643836	1000
rep1	25150000	1445	1303	6555.0	4.53633217993	1000
rep1	25200000	1430	1277	6567.0	4.59230769231	1000
rep1	25250000	1415	1274	6580.0	4.65017667845	1000
rep1	25300000	1400	1263	6403.0	4.57357142857	1000
rep1	25350000	1385	1247	6339.0	4.57689530686	1000
rep1	25400000	1370	1228	6351.0	4.63576642336	1000
rep1	25450000	1355	1219	6132.0	4.52546125461	1000
rep1	25500000	1340	1226	6054.0	4.51791044776	1000
rep1	25550000	1325	1183	6235.0	4.70566037736	1000
rep1	25600000	1310	1172	6097.0	4.65419847328	1000
rep1	25650000	1295	1163	5903.0	4.5583011583	1000
rep1	25700000	1280	1136	5897.0	4.60703125	1000
rep1	25750000	1266	1134	5854.0	4.62401263823	1000
rep1	25800000	1252	1131	5885.0	4.70047923323	1000
rep1	25850000	1238	1105	5706.0	4.60904684976	1000
rep1	25900000	1224	1113	5805.0	4.74264705882	1000
rep1	25950000	1210	1080	5602.0	4.62975206612	1000
rep1	26000000	1196	1072	5615.0	4.69481605351	1000
rep1	26050000	1182	1057	5657.0	4.78595600677	1000
rep1	26100000	1168	1037	5442.0	4.65924657534	1000
rep1	26150000	1154	1042	5465.0	4.73570190641	1000
rep1	26200000	1140	1022	5261.0	4.6149122807	1000
rep1	26250000	1126	1002	5374.0	4.77264653641	1000
rep1	26300000	1112	991	5124.0	4.60791366906	1000
rep1	26350000	1099	981	4959.0	4.51228389445	1000
rep1	26400000	1087	977	4758.0	4.3771849126	1000
rep1	26450000	1076	958	4770.0	4.43308550186	1000
rep1	26500000	1065	963	4633.0	4.35023474178	1000
rep1	26550000	1055	948	4499.0	4.2644549763	1000
rep1	26600000	1045	930	4637.0	4.43732057416	1000
rep1	26650000	1035	925	4542.0	4.3884057971	1000
rep1	26700000	1025	929	4589.0	4.47707317073	1000
rep1	26750000	1015	916	4520.0	4.45320197044	1000
rep1	26800000	1005	902	4332.0	4.31044776119	1000
rep2	50000	9942	9911	12248372.0	1231.98269966	1000
rep2	100000	9925	9895	6227821.0	627.488261965	1000
rep2	150000	9908	9876	4196562.0	423.552886556	1000
rep2	200000	9891	9856	3108874.0	314.313416237	1000
rep2	250000	9874	9837	2434998.0	246.607048815	1000
rep2	300000	9857	9825	1988916.0	201.777011261	1000
rep2	350000	9840	9805	1674440.0	170.166666667	1000
rep2	400000	9823	9791	1442707.0	146.870304388	1000
rep2	450000	9806	9775	1267982.0	129.306750969	1000
rep2	500000	9789	9755	1129320.0	115.366227398	1000
rep2	550000	9772	9737	1020225.0	104.402885796	1000
rep2	600000	9755	9714	929266.0	95.2604818042	1000
rep2	650000	9738	9697	853061.0	87.601252824	1000
rep2	700000	9721	9684	791865.0	81.4592120152	1000
rep2	750000	9704	9669	737515.0	76.0011335532	1000
rep2	800000	9687	9644	690464.0	71.2773820584	1000
rep2	850000	9670	9631	648735.0	67.0873836608	1000
rep2	900000	9653	9608	614245.0	63.6325494665	1000
rep2	950000	9636	9598	582030.0	60.401618929	1000
rep2	1000000	9619	9581	554006.0	57.5949682919	1000
rep2	1050000	9602	9559	529236.0	55.117267236	1000
rep2	1100000	9585	9545	508598.0	53.0618675013	1000
rep2	1150000	9568	9531	486559.0	50.8527382943	1000
rep2	1200000	9551	9515	468984.0	49.1031305622	1000
rep2	1250000	9534	9495	451493.0	47.3560939794	1000
rep2	1300000	9517	9473	435838.0	45.7957339498	1000
rep2	1350000	9500	9454	424260.0	44.6589473684	1000
rep2	1400000	9483	9439	411575.0	43.4013497838	1000
rep2	1450000	9466	9416	397600.0	42.0029579548	1000
rep2	1500000	9449	9404	386406.0	40.8938512012	1000
rep2	1550000	9432	9389	377959.0	40.0719889737	1000
rep2	1600000	9415	9370	367326.0	39.014976102	1000
rep2	1650000	9398	9355	357372.0	38.0263885933	1000
rep2	1700000	9381	9337	348737.0	37.1748214476	1000
rep2	1750000	9364	9317	341391.0	36.4578171721	1000
rep2	1800000	9347	9298	332998.0	35.6261902215	1000
rep2	1850000	9330	9275	327237.0	35.0736334405	1000
rep2	1900000	9313	9266	319974.0	34.3577794481	1000
rep2	1950000	9296	9250	315322.0	33.9201807229	1000
rep2	2000000	9279	9231	307982.0	33.1912921651	1000
rep2	2050000	9262	9199	303018.0	32.716259987	1000
rep2	2100000	9245	9190	296201.0	32.0390481341	1000
rep2	2150000	9228	9167	290683.0	31.5001083658	1000
rep2	2200000	9211	9154	285691.0	31.0162848768	1000
rep2	2250000	9194	9139	279513.0	30.4016750054	1000
rep2	2300000	9177	9119	275266.0	29.9952054048	1000
rep2	2350000	9160	9108	269272.0	29.3965065502	1000
rep2	2400000	9143	9083	265399.0	29.0275620693	1000
rep2	2450000	9126	9064	261257.0	28.6277668201	1000
rep2	2500000	9109	9036	256467.0	28.1553408717	1000
rep2	2550000	9092	9027	252246.0	27.7437307523	1000
rep2	2600000	9075	9017	248309.0	27.3618732782	1000
rep2	2650000	9058	8985	245030.0	27.0512254361	1000
rep2	2700000	9041	8973	240319.0	26.5810197987	1000
rep2	2750000	9024	8949	236035.0	26.1563608156	1000
rep2	2800000	9007	8930	232639.0	25.8286887976	1000
rep2	2850000	8990	8902	228412.0	25.4073414905	1000
rep2	2900000	8973	8897	226271.0	25.2168728407	1000
rep2	2950000	8956	8874	222756.0	24.8722644038	1000
rep2	3000000	8939	8843	219373.0	24.5411119812	1000
rep2	3050000	8922	8850	216593.0	24.2762833445	1000
rep2	3100000	8905	8828	213855.0	24.0151600225	1000
rep2	3150000	8888	8787	210141.0	23.6432268227	1000
rep2	3200000	8871	8780	207823.0	23.4272348101	1000
rep2	3250000	8854	8766	205441.0	23.2031850011	1000
rep2	3300000	8837	8729	202159.0	22.8764286523	1000
rep2	3350000	8820	8708	199227.0	22.5880952381	1000
rep2	3400000	8803	8701	196817.0	22.3579461547	1000
rep2	3450000	8786	8682	193844.0	22.0628272251	1000
rep2	3500000	8769	8668	191502.0	21.8385220664	1000
rep2	3550000	8752	8649	188882.0	21.5815813528	1000
rep2	3600000	8735	8635	186170.0	21.3131081855	1000
rep2	3650000	8718	8585	183787.0	21.0813259922	1000
rep2	3700000	8701	8595	181538.0	20.8640386163	1000
rep2	3750000	8684	8557	179707.0	20.6940350069	1000
rep2	3800000	8667	8545	176712.0	20.3890619592	1000
rep2	3850000	8650	8535	174948.0	20.2252023121	1000
rep2	3900000	8633	8504	172887.0	20.0262944515	1000
rep2	3950000	8616	8499	170994.0	19.8461002786	1000
rep2	4000000	8599	8478	168276.0	19.5692522386	1000
rep2	4050000	8582	8445	166762.0	19.4316010254	1000
rep2	4100000	8565	8435	164031.0	19.1513134851	1000
rep2	4150000	8548	8413	162235.0	18.979293402	1000
rep2	4200000	8531	8392	160991.0	18.8712929317	1000
rep2	4250000	8514	8394	158093.0	18.5685929058	1000
rep2	4300000	8497	8362	156902.0	18.4655760857	1000
rep2	4350000	8480	8333	154661.0	18.2383254717	1000
rep2	4400000	8463	8317	152689.0	18.0419473	1000
rep2	4450000	8446	8315	151279.0	17.9113189676	1000
rep2	4500000	8429	8307	148656.0	17.6362557836	1000
rep2	4550000	8412	8277	147356.0	17.5173561579	1000
rep2	4600000	8395	8242	145311.0	17.3092316855	1000
rep2	4650000	8378	8210	143578.0	17.137502984	1000
rep2	4700000	8361	8199	141968.0	16.9797871068	1000
rep2	4750000	8344	8190	140199.0	16.8023729626	1000
rep2	4800000	8327	8169	138483.0	16.6305992554	1000
rep2	4850000	8310	8156	137315.0	16.5240673887	1000
rep2	4900000	8293	8148	135061.0	16.2861449415	1000
rep2	4950000	8276	8118	133694.0	16.1544224263	1000
rep2	5000000	8259	8100	132757.0	16.0742220608	1000
rep2	5050000	8242	8086	131052.0	15.9005095851	1000
rep2	5100000	8225	8054	129388.0	15.7310638298	1000
rep2	5150000	8208	8033	128109.0	15.6078216374	1000
rep2	5200000	8191	8036	125955.0	15.3772433158	1000
rep2	5250000	8174	7996	125118.0	15.3068265231	1000
rep2	5300000	8157	7972	123203.0	15.1039597891	1000
rep2	5350000	8140	7964	121699.0	14.9507371007	1000
rep2	5400000	8123	7926	119584.0	14.7216545611	1000
rep2	5450000	8106	7905	118573.0	14.627806563	1000
rep2	5500000	8089	7889	117552.0	14.5323278526	1000
rep2	5550000	8072	7881	115862.0	14.353567889	1000
rep2	5600000	8055	7853	114081.0	14.1627560521	1000
rep2	5650000	8038	7825	112955.0	14.0526250311	1000
rep2	5700000	8021	7816	111300.0	13.8760753023	1000
rep2	5750000	8004	7784	110154.0	13.7623688156	1000
rep2	5800000	7987	7775	108749.0	13.6157505947	1000
rep2	5850000	7970	7763	106581.0	13.3727728984	1000
rep2	5900000	7953	7749	105672.0	13.2870614862	1000
rep2	5950000	7936	7713	105384.0	13.279233871	1000
rep2	6000000	7919	7690	104415.0	13.1853769415	1000
rep2	6050000	7902	7673	102648.0	12.9901290812	1000
rep2	6100000	7885	7646	101439.0	12.8648065948	1000
rep2	6150000	7868	7646	100027.0	12.7131418404	1000
rep2	6200000	7851	7627	98704.0	12.5721564132	1000
rep2	6250000	7834	7607	98137.0	12.5270615267	1000
rep2	6300000	7817	7589	96074.0	12.2903927338	1000
rep2	6350000	7800	7557	95089.0	12.1908974359	1000
rep2	6400000	7783	7564	94069.0	12.0864705127	1000
rep2	6450000	7766	7518	92893.0	11.9614988411	1000
rep2	6500000	7749	7502	91592.0	11.8198477223	1000
rep2	6550000	7732	7477	90054.0	11.6469218831	1000
rep2	6600000	7715	7454	89676.0	11.6235904083	1000
rep2	6650000	7698	7445	88116.0	11.446609509	1000
rep2	6700000	7681	7388	86619.0	11.2770472595	1000
rep2	6750000	7664	7426	86161.0	11.2423016701	1000
rep2	6800000	7647	7372	84628.0	11.066823591	1000
rep2	6850000	7630	7343	83332.0	10.9216251638	1000
rep2	6900000	7613	7342	82290.0	10.8091422567	1000
rep2	6950000	7596	7327	81521.0	10.7320958399	1000
rep2	7000000	7579	7305	80719.0	10.6503496503	1000
rep2	7050000	7562	7254	79540.0	10.5183813806	1000
rep2	7100000	7545	7247	78482.0	10.4018555335	1000
rep2	7150000	7528	7240	77800.0	10.3347502657	1000
rep2	7200000	7511	7241	76822.0	10.2279323659	1000
rep2	7250000	7494	7203	75634.0	10.0926074193	1000
rep2	7300000	7477	7172	74925.0	10.0207302394	1000
rep2	7350000	7460	7139	73814.0	9.89463806971	1000
rep2	7400000	7443	7121	72907.0	9.79537820771	1000
rep2	7450000	7426	7111	72107.0	9.71007271748	1000
rep2	7500000	7409	7095	70920.0	9.57214198947	1000
rep2	7550000	7392	7052	70447.0	9.53016774892	1000
rep2	7600000	7375	7053	69275.0	9.39322033898	1000
rep2	7650000	7358	7025	68803.0	9.35077466703	1000
rep2	7700000	7341	7024	68057.0	9.27080779185	1000
rep2	7750000	7324	6985	67572.0	9.22610595303	1000
rep2	7800000	7307	6976	66626.0	9.11810592582	1000
rep2	7850000	7290	6947	65570.0	8.99451303155	1000
rep2	7900000	7273	6902	64690.0	8.8945414547	1000
rep2	7950000	7256	6875	63853.0	8.8000275634	1000
rep2	8000000	7239	6859	63486.0	8.76999585578	1000
rep2	8050000	7222	6829	62757.0	8.68969814456	1000
rep2	8100000	7205	6840	61426.0	8.52546842471	1000
rep2	8150000	7188	6791	61135.0	8.505147468	1000
rep2	8200000	7171	6775	60387.0	8.42100125506	1000
rep2	8250000	7154	6717	59631.0	8.33533687448	1000
rep2	8300000	7137	6747	59413.0	8.32464620989	1000
rep2	8350000	7120	6698	58626.0	8.23398876404	1000
rep2	8400000	7103	6710	58308.0	8.208925806	1000
rep2	8450000	7086	6650	57394.0	8.09963307931	1000
rep2	8500000	7069	6629	56846.0	8.04159004102	1000
rep2	8550000	7052	6631	56713.0	8.04211571185	1000
rep2	8600000	7035	6627	55887.0	7.94413646055	1000
rep2	8650000	7018	6548	54782.0	7.80592761471	1000
rep2	8700000	7001	6568	54182.0	7.73918011713	1000
rep2	8750000	6984	6519	54121.0	7.74928407789	1000
rep2	8800000	6967	6511	52992.0	7.60614324673	1000
rep2	8850000	6950	6482	52712.0	7.58446043165	1000
rep2	8900000	6933	6476	51470.0	7.42391461128	1000
rep2	8950000	6916	6475	51419.0	7.43478889532	1000
rep2	9000000	6899	6437	50581.0	7.331642267	1000
rep2	9050000	6882	6397	49894.0	7.2499273467	1000
rep2	9100000	6865	6354	49435.0	7.20101966497	1000
rep2	9150000	6848	6350	48537.0	7.08776285047	1000
rep2	9200000	6831	6315	48064.0	7.03615868833	1000
rep2	9250000	6814	6339	47771.0	7.01071323745	1000
rep2	9300000	6797	6294	47295.0	6.95821686038	1000
rep2	9350000	6780	6271	46598.0	6.87286135693	1000
rep2	9400000	6763	6279	46357.0	6.85450243975	1000
rep2	9450000	6746	6220	46030.0	6.8233026979	1000
rep2	9500000	6729	6228	45118.0	6.70500817358	1000
rep2	9550000	6712	6193	44924.0	6.69308700834	1000
rep2	9600000	6695	6182	44650.0	6.66915608663	1000
rep2	9650000	6678	6164	44445.0	6.65543575921	1000
rep2	9700000	6661	6138	43738.0	6.56628133914	1000
rep2	9750000	6644	6101	43662.0	6.5716435882	1000
rep2	9800000	6627	6107	42895.0	6.47276293949	1000
rep2	9850000	6610	6070	42160.0	6.37821482602	1000
rep2	9900000	6593	6051	42451.0	6.43879872592	1000
rep2	9950000	6576	6015	41583.0	6.32344890511	1000
rep2	10000000	6559	6003	41372.0	6.30766885196	1000
rep2	10050000	6542	6008	41367.0	6.32329562825	1000
rep2	10100000	6525	5961	41019.0	6.28643678161	1000
rep2	10150000	6508	5950	40312.0	6.19422249539	1000
rep2	10200000	6491	5939	39976.0	6.15868125096	1000
rep2	10250000	6474	5923	39578.0	6.11337658326	1000
rep2	10300000	6457	5902	38849.0	6.01657116308	1000
rep2	10350000	6440	5888	39041.0	6.06226708075	1000
rep2	10400000	6423	5866	38481.0	5.99112564222	1000
rep2	10450000	6406	5822	37704.0	5.88573212613	1000
rep2	10500000	6389	5856	38027.0	5.95194866176	1000
rep2	10550000	6372	5785	37079.0	5.81905210295	1000
rep2	10600000	6355	5763	37131.0	5.84280094414	1000
rep2	10650000	6338	5749	37029.0	5.84237929946	1000
rep2	10700000	6321	5739	36606.0	5.79117228287	1000
rep2	10750000	6304	5732	36125.0	5.73048857868	1000
rep2	10800000	6287	5717	36137.0	5.74789247654	1000
rep2	10850000	6270	5684	35801.0	5.70988835726	1000
rep2	10900000	6253	5660	35634.0	5.69870462178	1000
rep2	10950000	6236	5660	34890.0	5.59493264913	1000
rep2	11000000	6219	5622	34999.0	5.62775365814	1000
rep2	11050000	6202	5614	34852.0	5.61947758787	1000
rep2	11100000	6185	5596	34617.0	5.59692805174	1000
rep2	11150000	6168	5583	34312.0	5.56290531777	1000
rep2	11200000	6151	5543	33779.0	5.49162737766	1000
rep2	11250000	6134	5521	33503.0	5.46185197261	1000
rep2	11300000	6117	5514	33522.0	5.48013732222	1000
rep2	11350000	6100	5459	32450.0	5.31967213115	1000
rep2	11400000	6083	5452	32643.0	5.36626664475	1000
rep2	11450000	6066	5474	32469.0	5.35262116716	1000
rep2	11500000	6049	5427	32004.0	5.29079186642	1000
rep2	11550000	6032	5421	32086.0	5.31929708223	1000
rep2	11600000	6015	5400	31925.0	5.30756442228	1000
rep2	11650000	5998	5396	31559.0	5.26158719573	1000
rep2	11700000	5981	5360	31368.0	5.2446079251	1000
rep2	11750000	5964	5364	31364.0	5.25888665325	1000
rep2	11800000	5947	5348	30903.0	5.196401547	1000
rep2	11850000	5930	5313	30507.0	5.14451939292	1000
rep2	11900000	5913	5288	30291.0	5.12278031456	1000
rep2	11950000	5896	5269	30435.0	5.16197421981	1000
rep2	12000000	5879	5289	30095.0	5.11906786869	1000
rep2	12050000	5862	5275	30086.0	5.13237802798	1000
rep2	12100000	5845	5212	29619.0	5.06740804106	1000
rep2	12150000	5828	5213	29376.0	5.04049416609	1000
rep2	12200000	5811	5159	29230.0	5.03011529857	1000
rep2	12250000	5794	5203	29064.0	5.01622367967	1000
rep2	12300000	5777	5157	28619.0	4.95395534014	1000
rep2	12350000	5760	5142	28702.0	4.98298611111	1000
rep2	12400000	5743	5100	28414.0	4.94758836845	1000
rep2	12450000	5726	5106	28320.0	4.94586098498	1000
rep2	12500000	5709	5078	28148.0	4.93046067613	1000
rep2	12550000	5692	5065	27782.0	4.88088545327	1000
rep2	12600000	5675	5037	27719.0	4.88440528634	1000
rep2	12650000	5658	5039	27286.0	4.82255213856	1000
rep2	12700000	5641	4994	27381.0	4.85392660876	1000
rep2	12750000	5624	4995	27123.0	4.82272403983	1000
rep2	12800000	5607	4959	26784.0	4.77688603531	1000
rep2	12850000	5590	4946	27085.0	4.84525939177	1000
rep2	12900000	5573	4920	26874.0	4.82217835995	1000
rep2	12950000	5556	4936	26705.0	4.80651547876	1000
rep2	13000000	5539	4876	26309.0	4.7497743275	1000
rep2	13050000	5522	4871	26403.0	4.78141977544	1000
rep2	13100000	5505	4831	25831.0	4.69227974569	1000
rep2	13150000	5488	4822	25580.0	4.6610787172	1000
rep2	13200000	5471	4847	25791.0	4.71412904405	1000
rep2	13250000	5454	4792	25009.0	4.58544187752	1000
rep2	13300000	5437	4789	25217.0	4.63803568144	1000
rep2	13350000	5420	4760	24858.0	4.58634686347	1000
rep2	13400000	5403	4751	25065.0	4.63908939478	1000
rep2	13450000	5386	4738	24809.0	4.60620126253	1000
rep2	13500000	5369	4749	24422.0	4.54870553176	1000
rep2	13550000	5352	4725	24154.0	4.51307922272	1000
rep2	13600000	5335	4708	24156.0	4.52783505155	1000
rep2	13650000	5318	4691	24279.0	4.56543813464	1000
rep2	13700000	5301	4654	23937.0	4.5155631013	1000
rep2	13750000	5284	4611	23657.0	4.4771006813	1000
rep2	13800000	5267	4607	23459.0	4.45395861021	1000
rep2	13850000	5250	4616	23763.0	4.52628571429	1000
rep2	13900000	5233	4584	23236.0	4.44028282056	1000
rep2	13950000	5216	4581	23363.0	4.47910276074	1000
rep2	14000000	5199	4545	23267.0	4.47528370841	1000
rep2	14050000	5182	4528	22881.0	4.41547664994	1000
rep2	14100000	5165	4531	23053.0	4.4633107454	1000
rep2	14150000	5148	4484	23034.0	4.47435897436	1000
rep2	14200000	5131	4472	22472.0	4.37965308907	1000
rep2	14250000	5114	4507	22704.0	4.43957763004	1000
rep2	14300000	5097	4462	22449.0	4.40435550324	1000
rep2	14350000	5080	4451	22341.0	4.39783464567	1000
rep2	14400000	5063	4433	22231.0	4.39087497531	1000
rep2	14450000	5046	4406	22135.0	4.38664288545	1000
rep2	14500000	5029	4399	21906.0	4.35593557367	1000
rep2	14550000	5012	4379	21812.0	4.35195530726	1000
rep2	14600000	4995	4389	21600.0	4.32432432432	1000
rep2	14650000	4978	4345	21657.0	4.3505423865	1000
rep2	14700000	4961	4339	21662.0	4.36645837533	1000
rep2	14750000	4944	4310	21431.0	4.33474919094	1000
rep2	14800000	4927	4291	21463.0	4.3562005277	1000
rep2	14850000	4910	4317	21438.0	4.36619144603	1000
rep2	14900000	4893	4300	21128.0	4.31800531371	1000
rep2	14950000	4876	4302	21129.0	4.33326497129	1000
rep2	15000000	4859	4226	20857.0	4.29244700556	1000
rep2	15050000	4842	4255	20773.0	4.29016935151	1000
rep2	15100000	4825	4203	20774.0	4.30549222798	1000
rep2	15150000	4808	4194	20828.0	4.33194675541	1000
rep2	15200000	4791	4200	20498.0	4.2784387393	1000
rep2	15250000	4774	4221	20508.0	4.29576874738	1000
rep2	15300000	4757	4137	20217.0	4.24994744587	1000
rep2	15350000	4740	4165	20157.0	4.25253164557	1000
rep2	15400000	4723	4120	19902.0	4.21384713106	1000
rep2	15450000	4706	4151	20096.0	4.27029324267	1000
rep2	15500000	4689	4100	20016.0	4.26871401152	1000
rep2	15550000	4672	4076	19761.0	4.22966609589	1000
rep2	15600000	4655	4058	19869.0	4.26831364125	1000
rep2	15650000	4638	4059	19680.0	4.24320827943	1000
rep2	15700000	4621	4037	19721.0	4.26769097598	1000
rep2	15750000	4604	4013	19464.0	4.22762814944	1000
rep2	15800000	4587	4008	19333.0	4.21473730107	1000
rep2	15850000	4570	4018	19696.0	4.30984682713	1000
rep2	15900000	4553	4006	19402.0	4.26136613222	1000
rep2	15950000	4536	3945	19085.0	4.20745149912	1000
rep2	16000000	4519	3940	19125.0	4.23213100243	1000
rep2	16050000	4502	3967	19006.0	4.22167925367	1000
rep2	16100000	4485	3929	19165.0	4.27313266444	1000
rep2	16150000	4468	3915	18878.0	4.22515666965	1000
rep2	16200000	4451	3890	18697.0	4.20062907212	1000
rep2	16250000	4434	3915	18791.0	4.23793414524	1000
rep2	16300000	4417	3880	18834.0	4.26398007698	1000
rep2	16350000	4400	3889	18718.0	4.25409090909	1000
rep2	16400000	4383	3866	19059.0	4.34839151266	1000
rep2	16450000	4366	3846	18738.0	4.29180027485	1000
rep2	16500000	4349	3803	18587.0	4.27385605886	1000
rep2	16550000	4332	3784	18481.0	4.2661588181	1000
rep2	16600000	4315	3807	18469.0	4.28018539977	1000
rep2	16650000	4298	3801	18887.0	4.39436947417	1000
rep2	16700000	4281	3758	18516.0	4.32515767344	1000
rep2	16750000	4264	3726	18560.0	4.35272045028	1000
rep2	16800000	4247	3717	18315.0	4.31245585119	1000
rep2	16850000	4230	3699	18047.0	4.26643026005	1000
rep2	16900000	4213	3706	18074.0	4.29005459293	1000
rep2	16950000	4196	3675	18246.0	4.3484270734	1000
rep2	17000000	4179	3664	18040.0	4.31682220627	1000
rep2	17050000	4162	3627	18043.0	4.33517539644	1000
rep2	17100000	4145	3611	17681.0	4.2656212304	1000
rep2	17150000	4128	3628	18012.0	4.36337209302	1000
rep2	17200000	4111	3640	17845.0	4.34079299441	1000
rep2	17250000	4094	3628	17895.0	4.37103077675	1000
rep2	17300000	4077	3572	17348.0	4.25508952661	1000
rep2	17350000	4060	3563	17510.0	4.31280788177	1000
rep2	17400000	4043	3541	17167.0	4.24610437794	1000
rep2	17450000	4026	3514	17187.0	4.26900149031	1000
rep2	17500000	4009	3470	17068.0	4.25742080319	1000
rep2	17550000	3992	3487	17264.0	4.3246492986	1000
rep2	17600000	3975	3459	17044.0	4.28779874214	1000
rep2	17650000	3958	3478	17084.0	4.31632137443	1000
rep2	17700000	3941	3466	16998.0	4.31311849784	1000
rep2	17750000	3924	3429	16690.0	4.25331294597	1000
rep2	17800000	3907	3409	16767.0	4.29152802662	1000
rep2	17850000	3890	3389	16828.0	4.32596401028	1000
rep2	17900000	3873	3369	16724.0	4.31809966434	1000
rep2	17950000	3856	3368	16576.0	4.29875518672	1000
rep2	18000000	3839	3365	16453.0	4.28575149779	1000
rep2	18050000	3822	3322	16468.0	4.30873888017	1000
rep2	18100000	3805	3351	16307.0	4.28567674113	1000
rep2	18150000	3788	3307	16157.0	4.26531151003	1000
rep2	18200000	3771	3286	15936.0	4.22593476531	1000
rep2	18250000	3754	3279	16611.0	4.42488012786	1000
rep2	18300000	3737	3240	16118.0	4.31308536259	1000
rep2	18350000	3720	3250	16157.0	4.34327956989	1000
rep2	18400000	3703	3239	16135.0	4.3572778828	1000
rep2	18450000	3686	3209	16005.0	4.34210526316	1000
rep2	18500000	3669	3222	16077.0	4.38184791496	1000
rep2	18550000	3652	3210	15997.0	4.38033953998	1000
rep2	18600000	3635	3182	15902.0	4.37469050894	1000
rep2	18650000	3618	3186	15977.0	4.41597567717	1000
rep2	18700000	3601	3137	15792.0	4.38544848653	1000
rep2	18750000	3584	3155	15811.0	4.41155133929	1000
rep2	18800000	3567	3125	15792.0	4.42724978974	1000
rep2	18850000	3550	3105	15498.0	4.36563380282	1000
rep2	18900000	3533	3086	15522.0	4.39343334277	1000
rep2	18950000	3516	3039	15432.0	4.38907849829	1000
rep2	19000000	3499	3020	15444.0	4.41383252358	1000
rep2	19050000	3482	3016	15300.0	4.3940264216	1000
rep2	19100000	3465	3021	15207.0	4.38874458874	1000
rep2	19150000	3448	3000	14855.0	4.30829466357	1000
rep2	19200000	3431	2995	15111.0	4.40425531915	1000
rep2	19250000	3414	2964	14972.0	4.38547158758	1000
rep2	19300000	3397	2933	14848.0	4.37091551369	1000
rep2	19350000	3380	2914	14788.0	4.37514792899	1000
rep2	19400000	3363	2914	14895.0	4.42908117752	1000
rep2	19450000	3346	2896	14737.0	4.40436341901	1000
rep2	19500000	3329	2907	14711.0	4.41904475819	1000
rep2	19550000	3312	2862	14513.0	4.38194444444	1000
rep2	19600000	3295	2851	14503.0	4.40151745068	1000
rep2	19650000	3278	2855	14570.0	4.44478340451	1000
rep2	19700000	3261	2816	14725.0	4.51548604722	1000
rep2	19750000	3244	2791	14440.0	4.4512946979	1000
rep2	19800000	3227	2794	14555.0	4.51038115897	1000
rep2	19850000	3210	2802	14663.0	4.56791277259	1000
rep2	19900000	3193	2750	14351.0	4.49451926088	1000
rep2	19950000	3176	2733	14341.0	4.51542821159	1000
rep2	20000000	3159	2738	14306.0	4.52864830643	1000
rep2	20050000	3142	2712	14166.0	4.50859325271	1000
rep2	20100000	3125	2717	14082.0	4.50624	1000
rep2	20150000	3108	2673	14190.0	4.56563706564	1000
rep2	20200000	3091	2665	13851.0	4.48107408606	1000
rep2	20250000	3074	2664	13736.0	4.46844502277	1000
rep2	20300000	3057	2623	13821.0	4.52109911678	1000
rep2	20350000	3040	2599	13703.0	4.50756578947	1000
rep2	20400000	3023	2608	13752.0	4.54912338736	1000
rep2	20450000	3006	2598	13558.0	4.51031270792	1000
rep2	20500000	2989	2589	13594.0	4.54800936768	1000
rep2	20550000	2972	2558	13450.0	4.52557200538	1000
rep2	20600000	2955	2543	13210.0	4.4703891709	1000
rep2	20650000	2938	2538	13310.0	4.53029271613	1000
rep2	20700000	2921	2532	13354.0	4.57172201301	1000
rep2	20750000	2904	2524	13541.0	4.66287878788	1000
rep2	20800000	2887	2485	13225.0	4.58087980603	1000
rep2	20850000	2870	2486	13027.0	4.53902439024	1000
rep2	20900000	2853	2456	13056.0	4.57623554154	1000
