duplication_type	gene	age	mean_ATAC_TSS_2kb
PD	Pbre1_17G215000	old	0.5548563790228218
PD	Pbre1_03G113800	old	0.6373696970324965
TD	Pbre1_05G488400	old	1.4303004633188248
TD	Pbre1_05G060600	old	1.2900805896185337
TD	Pbre1_02G087800	old	1.1171828335933387
TD	Pbre1_08G114400	old	0.47927666226774457
TRD	Pbre1_16G203000	old	0.9184210977256297
TD	Pbre1_15G458400	old	1.067948030076921
TD	Pbre1_08G165400	old	0.7717550339698792
TD	Pbre1_12G057400	old	0.8273178116120399
PD	Pbre1_11G093000	old	0.4983566697631031
TRD	Pbre1_17G322600	old	1.1015309913456441
TRD	Pbre1_02G361000	old	1.1469663690775633
TRD	Pbre1_14G249400	old	0.84675655182451
TRD	Pbre1_03G099000	old	0.9327070164140313
TRD	Pbre1_01G406200	old	1.5692295617312193
PD	Pbre1_10G314200	old	1.3214432122260331
TRD	Pbre1_09G395400	old	1.8361758220493793
TRD	Pbre1_03G154400	old	0.9686348576024173
PD	Pbre1_03G377000	old	0.6489502555802464
TD	Pbre1_12G397000	old	0.6357825324498118
TRD	Pbre1_10G439800	old	0.8099793706797064
PD	Pbre1_11G274400	old	0.5086752824429424
TD	Pbre1_03G297200	old	1.4790427694916723
PD	Pbre1_05G540400	old	1.112333165500313
TRD	Pbre1_02G310800	old	1.2908738166242837
TD	Pbre1_06G071400	old	1.227430769942701
PD	Pbre1_17G443400	old	0.8306012665815651
TD	Pbre1_10G236400	old	1.199526611506939
TD	Pbre1_17G225800	old	0.8298860493898392
PD	Pbre1_09G174000	old	0.7877289393842221
PD	Pbre1_05G582600	old	0.7126753151416778
TD	Pbre1_01G244000	old	0.8033769293427468
TD	Pbre1_16G130400	old	0.5773169287871569
TRD	Pbre1_17G173400	old	0.4890814674347639
TD	Pbre1_14G061000	old	0.4986790307797492
TRD	Pbre1_15G146800	old	0.8227348715644329
TRD	Pbre1_16G324400	old	1.3170011372342707
TRD	Pbre1_11G325600	old	1.1764036706387997
TRD	Pbre1_12G259400	old	1.1721014829277991
TD	Pbre1_10G535000	old	0.9492919766176492
TRD	Pbre1_11G279800	old	0.5365945141017436
TRD	Pbre1_10G347400	old	0.7391708285212516
TD	Pbre1_17G398200	old	1.1778875096887351
TD	Pbre1_05G376200	old	0.7841354386005551
TD	Pbre1_16G304000	old	0.9625883569009602
TRD	Pbre1_15G395800	old	1.0373613080456852
TRD	Pbre1_08G232000	old	0.8782796887159348
TRD	Pbre1_13G276800	old	0.7289444260336457
TRD	Pbre1_09G461600	old	0.8566661845576018
TRD	Pbre1_16G243400	old	1.0049567629545926
TD	Pbre1_05G110600	old	0.6374692798443139
TRD	Pbre1_05G603200	old	2.9395091276466845
PD	Pbre1_03G308400	old	1.0319510163143275
TRD	Pbre1_15G484000	old	0.12003633290715517
TD	Pbre1_02G122800	old	1.2081247886121274
PD	Pbre1_13G194800	old	1.0458927916362881
TD	Pbre1_02G171800	old	0.46007214344106606
PD	Pbre1_05G228000	old	0.44340915687382215
TRD	Pbre1_06G417600	old	0.6196952331438661
TRD	Pbre1_10G117200	old	1.2538128504417836
TD	Pbre1_15G502000	old	1.5256913269590586
TRD	Pbre1_11G376000	old	0.3376498216241598
PD	Pbre1_05G250000	old	1.1824969357550146
PD	Pbre1_04G335000	old	1.0676686261110009
PD	Pbre1_12G324800	old	1.0330644182432445
TD	Pbre1_11G137200	old	2.650082503825426
TRD	Pbre1_05G322600	old	0.6452473870944232
TRD	Pbre1_05G314800	old	0.7946096293870359
TRD	Pbre1_09G374200	old	1.0345023813545704
TRD	Pbre1_02G066800	old	0.9626551784370095
TD	Pbre1_10G338800	old	1.3609716737642885
TRD	Pbre1_15G053000	old	1.5781461107730865
TRD	Pbre1_02G203000	old	0.8339595593214035
TRD	Pbre1_16G460200	old	1.017398645721376
TRD	Pbre1_02G076400	old	0.5807186396811157
TD	Pbre1_02G415200	old	1.2624722445607186
TRD	Pbre1_17G081000	old	1.255136484310031
TD	Pbre1_02G148000	old	0.9532843805477021
TRD	Pbre1_14G426400	old	0.606658429723233
TD	Pbre1_08G058400	old	2.405070927664638
TRD	Pbre1_05G579200	old	0.867704470673576
TRD	Pbre1_17G102800	old	0.2546877980902791
TRD	Pbre1_16G167600	old	1.4860025620311499
TD	Pbre1_04G005200	old	1.347516929537058
TRD	Pbre1_15G713200	old	0.7295870567336677
TRD	Pbre1_08G067400	old	0.6930581640452147
TD	Pbre1_03G455800	old	1.2436673362255095
TRD	Pbre1_15G486000	old	1.0679895083755255
TD	Pbre1_09G435800	old	0.9330949520394206
TRD	Pbre1_08G393800	old	1.1343295312672854
TRD	Pbre1_10G168200	old	1.3798037215173244
TD	Pbre1_15G570000	old	0.40845294421724976
TD	Pbre1_15G034600	old	1.7617986212968826
TRD	Pbre1_05G591000	old	1.2658718415424228
TD	Pbre1_11G191000	old	0.9122553237341344
TD	Pbre1_01G379000	old	0.9918779429644348
TD	Pbre1_07G492800	old	1.0180240553170443
PD	Pbre1_03G204600	old	1.3332432149723172
PD	Pbre1_07G419800	old	0.3643773322273046
TD	Pbre1_11G090200	old	0.5378706499505788
TD	Pbre1_16G248000	old	1.12168107672967
TRD	Pbre1_13G468000	old	0.7363411119785159
TD	Pbre1_03G074600	old	1.011603496775031
TD	Pbre1_10G353800	old	1.0810170889124273
TRD	Pbre1_14G370800	old	1.0922973788976669
TD	Pbre1_03G186600	old	1.0682491168938577
TRD	Pbre1_03G190600	old	1.522838418006897
TD	Pbre1_07G333600	old	1.130459522098303
TRD	Pbre1_05G074800	old	0.7016851862519979
PD	Pbre1_08G161400	old	2.5523931325413285
TRD	Pbre1_12G191400	old	0.5016184642408043
PD	Pbre1_08G161800	old	0.5244232860673219
TD	Pbre1_05G022000	old	0.8956705025639385
TD	Pbre1_15G233800	old	0.5817602005507797
TRD	Pbre1_13G488400	old	0.6035573399178684
TRD	Pbre1_03G081400	old	0.9797675353474915
PD	Pbre1_03G016200	old	1.3627879863977435
TD	Pbre1_06G317200	old	1.4691855967044831
TRD	Pbre1_02G484400	old	1.0793176161125302
PD	Pbre1_13G010400	old	1.6321842577308416
TD	Pbre1_04G281200	old	1.2216301203891635
TRD	Pbre1_07G407600	old	1.0178231671266258
TRD	Pbre1_15G320000	old	0.5996550638861955
PD	Pbre1_17G287000	old	0.14316251751035453
PD	Pbre1_09G451000	old	1.8110162555426357
TRD	Pbre1_04G381200	old	1.0451352128088474
TD	Pbre1_01G128000	old	1.4215592245757578
PD	Pbre1_11G399800	old	1.0039868956804276
TRD	Pbre1_07G443200	old	0.9962447629794479
PD	Pbre1_11G358600	old	1.1592251104936004
TRD	Pbre1_14G109200	old	0.646656501814723
TRD	Pbre1_08G004200	old	0.9871739928405731
TRD	Pbre1_02G460800	old	0.948261107865721
TRD	Pbre1_16G408600	old	0.27928158749267457
TRD	Pbre1_14G443200	old	0.9919584415704013
TRD	Pbre1_16G193600	old	1.4360846697688103
TD	Pbre1_09G306200	old	1.3846012086123227
PD	Pbre1_06G344000	old	0.8058044219017029
PD	Pbre1_10G579200	old	1.4395618225857614
TRD	Pbre1_01G060200	old	0.6304982115700841
TD	Pbre1_17G138400	old	1.7161645061671735
TRD	Pbre1_02G098200	old	0.5247186552919447
TRD	Pbre1_14G107200	old	0.7083373268879949
TD	Pbre1_05G047200	old	1.248598920598626
TD	Pbre1_16G341400	old	1.455692985393107
TRD	Pbre1_17G125400	old	0.7427468441426754
PD	Pbre1_14G307600	old	1.3287879191413523
TRD	Pbre1_16G026600	old	0.9677957098111509
PD	Pbre1_14G057200	old	0.6845270578432828
PD	Pbre1_03G198000	old	0.7584417665395886
TD	Pbre1_02G456000	old	0.9689413612745703
TRD	Pbre1_16G016800	old	1.3179623427614569
PD	Pbre1_17G415600	old	1.0337612263485787
PD	Pbre1_14G107800	old	0.8116394898090512
TRD	Pbre1_15G337800	old	0.6875115273669362
PD	Pbre1_17G083600	old	0.5923758718743921
TD	Pbre1_01G260400	old	1.270166891120374
TD	Pbre1_04G108600	old	0.7946485162861645
TRD	Pbre1_07G258400	old	1.21875690934062
PD	Pbre1_02G458400	old	1.7220791639983652
TD	Pbre1_06G222400	old	1.0867336393147706
TRD	Pbre1_15G715600	old	0.8948832265511155
TRD	Pbre1_06G269200	old	1.0547187895029784
PD	Pbre1_02G200600	old	0.7978698064759373
PD	Pbre1_08G202400	old	0.5538929175026714
TRD	Pbre1_09G451800	old	0.929681494569406
TRD	Pbre1_10G116400	old	1.152715424630791
TRD	Pbre1_10G282600	old	1.0208154415991157
TRD	Pbre1_07G051400	old	1.0802090253531933
TRD	Pbre1_03G239000	old	0.8387410169020295
TD	Pbre1_08G112200	old	0.8422249004133047
TRD	Pbre1_11G524600	old	0.9707762758824974
TD	Pbre1_07G061400	old	0.9427320261560382
PD	Pbre1_11G441200	old	0.5050343125760556
PD	Pbre1_16G112400	old	0.7416554667204618
PD	Pbre1_10G537200	old	0.6525647406689823
TRD	Pbre1_17G490200	old	1.0996698137372731
TRD	Pbre1_09G374600	old	1.197013002052903
TD	Pbre1_13G479200	old	0.4744718295764178
TD	Pbre1_08G109200	old	1.1558909819871186
TRD	Pbre1_14G320600	old	0.39653321007639175
TRD	Pbre1_07G075600	old	1.8653838438242674
TRD	Pbre1_02G491000	old	1.2322384416759014
TRD	Pbre1_14G033000	old	1.102125891789794
TD	Pbre1_16G390800	old	1.7266205990314485
TRD	Pbre1_05G060200	old	0.9278835593722761
TRD	Pbre1_07G291000	old	1.2807144218236206
TRD	Pbre1_15G233400	old	0.6964602893926204
TRD	Pbre1_16G414200	old	0.635161645533517
TRD	Pbre1_09G197000	old	0.4045901141744107
PD	Pbre1_05G350000	old	1.000857434399426
TRD	Pbre1_08G324200	old	0.9936812376230956
TRD	Pbre1_16G254000	old	0.8069228443801404
PD	Pbre1_01G201200	old	0.47104332788661124
TRD	Pbre1_02G467000	old	0.959115179732442
TD	Pbre1_14G322200	old	1.0687703382829203
TRD	Pbre1_07G247200	old	0.6489785047397018
PD	Pbre1_10G080600	old	1.2470360802710057
PD	Pbre1_02G449600	old	1.4692605143785475
TRD	Pbre1_14G122400	old	1.3953379468619822
TD	Pbre1_08G389800	old	1.227384142000228
TRD	Pbre1_15G324000	old	1.0074115443490446
TD	Pbre1_01G230800	old	1.4246561357975005
TRD	Pbre1_15G577000	old	1.0872014279272408
TRD	Pbre1_13G003000	old	1.5599632707089186
PD	Pbre1_10G263800	old	0.7766425392916426
TD	Pbre1_05G361200	old	0.755430705839768
TD	Pbre1_05G232800	old	2.2835260775834323
PD	Pbre1_03G450400	old	0.529216610737145
TRD	Pbre1_17G492600	old	0.5363182508144527
PD	Pbre1_04G293800	old	0.334759863499552
TRD	Pbre1_07G046600	old	0.9200459458213299
TD	Pbre1_08G145400	old	0.6871115892101078
TRD	Pbre1_03G478400	old	1.1851077303290367
TD	Pbre1_05G383200	old	1.298678562939167
TD	Pbre1_02G447000	old	1.0713524151127785
PD	Pbre1_13G489600	old	1.0989524797126653
TRD	Pbre1_12G363800	old	0.609551018755883
TRD	Pbre1_08G171800	old	0.707833615930751
TRD	Pbre1_17G195800	old	0.503944146849215
PD	Pbre1_09G116600	old	0.5410530762095005
TD	Pbre1_16G015400	old	0.6684441144131125
TD	Pbre1_05G146600	old	0.8699311734121291
TRD	Pbre1_03G026000	old	0.932193159095943
TRD	Pbre1_17G137800	old	0.9296183436550199
TD	Pbre1_11G453000	old	0.8853402959704398
TRD	Pbre1_01G093400	old	0.6014267714750022
TRD	Pbre1_09G489800	old	0.9050885417088868
PD	Pbre1_11G252000	old	0.941656079366803
PD	Pbre1_17G094800	old	0.4592990504857153
TRD	Pbre1_03G319800	old	1.2105233185738324
TD	Pbre1_08G145000	old	0.9623586528412996
TRD	Pbre1_11G272400	old	1.403438550129533
TD	Pbre1_15G036200	old	1.3492171064019203
TRD	Pbre1_12G141400	old	1.3251618940681218
TD	Pbre1_11G435400	old	1.1021256961077452
TRD	Pbre1_05G047600	old	1.2805352125912903
TD	Pbre1_04G004600	old	1.6981774413287638
PD	Pbre1_05G329800	old	1.2704419504106044
TD	Pbre1_12G389800	old	0.65230742697604
TD	Pbre1_10G417000	old	1.3890643501728772
TD	Pbre1_03G347000	old	0.8389869346022607
PD	Pbre1_08G035600	old	0.16601233915798366
TRD	Pbre1_10G176800	old	1.0871804103776814
TRD	Pbre1_14G248400	old	0.921273380657658
TRD	Pbre1_05G326400	old	0.9692435609549286
PD	Pbre1_02G252000	old	0.8094801607728004
TRD	Pbre1_09G437400	old	0.5219939993601292
TRD	Pbre1_03G300000	old	1.3028313933387399
TRD	Pbre1_09G382200	old	1.3089774935692549
PD	Pbre1_06G170000	old	0.9647665248326955
TD	Pbre1_09G162800	old	1.1746489126980304
TRD	Pbre1_14G217200	old	0.9224649761803448
TD	Pbre1_07G496000	old	0.9211694199889898
TRD	Pbre1_11G179200	old	1.3574603535234928
PD	Pbre1_03G080200	old	0.9276227582991122
TRD	Pbre1_05G260800	old	1.1848514533787964
TRD	Pbre1_11G248000	old	1.3240562891811132
TRD	Pbre1_11G430200	old	1.5551576583366842
PD	Pbre1_17G185400	old	1.2589241112917662
TRD	Pbre1_14G308000	old	1.104467528492212
TRD	Pbre1_11G136200	old	0.7265801778063178
PD	Pbre1_09G228200	old	0.2802980656595901
TD	Pbre1_11G017600	old	1.0077704787477852
TRD	Pbre1_11G459000	old	1.3487828622162341
TRD	Pbre1_02G490800	old	1.1108953250795603
TD	Pbre1_10G304600	old	1.0788943423591555
PD	Pbre1_12G250400	old	1.2587248078361153
PD	Pbre1_08G295200	old	0.7841813619285821
TD	Pbre1_15G352600	old	1.24100823584944
TRD	Pbre1_15G323800	old	1.120795489102602
TRD	Pbre1_17G478800	old	0.9955622208863497
TRD	Pbre1_07G257800	old	1.1953188325092197
TD	Pbre1_01G401600	old	0.9837403514608741
TRD	Pbre1_17G464800	old	1.163533793091774
PD	Pbre1_09G431600	old	0.8663304826207459
TD	Pbre1_17G405400	old	0.9204919645264745
TRD	Pbre1_16G434800	old	0.9620138817429542
TD	Pbre1_02G385600	old	1.1649296729266643
TRD	Pbre1_12G115400	old	0.649140684036538
TD	Pbre1_05G420200	old	0.8539043107256294
TRD	Pbre1_16G348000	old	0.9170767759159208
TD	Pbre1_06G380600	old	0.6061575806606561
TRD	Pbre1_02G061800	old	1.4636377909481524
TRD	Pbre1_17G250600	old	0.7764688530750572
TD	Pbre1_03G104400	old	0.5457983766682446
TD	Pbre1_13G159200	old	1.1509772558510303
PD	Pbre1_10G435600	old	0.9695283933244646
TD	Pbre1_06G102600	old	1.2027391562610865
PD	Pbre1_09G211400	old	0.3817210949473083
TD	Pbre1_12G157200	old	0.5126366335898638
PD	Pbre1_02G172800	old	0.6777345652207731
TRD	Pbre1_07G155800	old	0.8865803108960391
TRD	Pbre1_12G273400	old	0.6370416447203606
PD	Pbre1_02G339600	old	0.5495369110610336
TD	Pbre1_16G334000	old	1.057695533398539
TD	Pbre1_09G032400	old	1.1134478472322225
PD	Pbre1_01G197400	old	0.5365994003117084
TRD	Pbre1_17G493600	old	1.0401685544103383
PD	Pbre1_17G453800	old	0.6738299520611764
TRD	Pbre1_14G092400	old	0.9185493902955205
TD	Pbre1_09G337400	old	1.3693128490820528
TD	Pbre1_10G567600	old	0.4167633750215172
TRD	Pbre1_15G687000	old	0.959618629405275
TRD	Pbre1_09G073800	old	1.1597644086554646
PD	Pbre1_11G398800	old	1.3266642657164485
PD	Pbre1_17G468600	old	1.183585246056318
TD	Pbre1_15G468000	old	1.2140757136195899
TRD	Pbre1_05G465400	old	1.0509386100247504
TRD	Pbre1_03G009800	old	1.2522876916229726
TD	Pbre1_02G044200	old	1.432096388928592
TRD	Pbre1_16G440400	old	0.6040766433067619
TRD	Pbre1_03G340600	old	0.7441463660970331
TRD	Pbre1_03G148800	old	0.9379054159671067
TRD	Pbre1_10G220000	old	1.8568792195320127
TD	Pbre1_01G336400	old	0.7180972943529487
TD	Pbre1_07G161600	old	0.4767290050275624
TRD	Pbre1_15G378800	old	0.861394139047712
PD	Pbre1_07G389800	old	0.6683607245888561
TD	Pbre1_09G155000	old	0.7188691669162364
TRD	Pbre1_09G303400	old	2.01545192027092
TD	Pbre1_08G396000	old	0.8229795022960753
TRD	Pbre1_15G708000	old	0.5473299287632107
TRD	Pbre1_09G383400	old	0.4692134147137404
PD	Pbre1_04G054000	old	0.9849241668432953
TD	Pbre1_15G267400	old	1.0513783206995577
TRD	Pbre1_11G430000	old	2.0326625475566837
TRD	Pbre1_17G426400	old	0.8981161018181592
PD	Pbre1_05G263800	old	0.4602469189558178
TD	Pbre1_05G446400	old	0.986145707204938
TRD	Pbre1_02G420600	old	1.124252869706601
TRD	Pbre1_10G459400	old	0.8261303763370961
TRD	Pbre1_06G056200	old	0.7766654521748424
TRD	Pbre1_09G478200	old	1.4578675775304437
PD	Pbre1_07G312800	old	0.9311015857085586
PD	Pbre1_09G440600	old	1.313216707147658
TRD	Pbre1_07G148000	old	0.6893212969228625
TRD	Pbre1_15G772200	old	0.553532339869067
TRD	Pbre1_10G059400	old	1.2591614717245103
PD	Pbre1_11G454200	old	1.012249139983207
TRD	Pbre1_17G265400	old	0.5068585258834064
TRD	Pbre1_15G556400	old	0.668885543193668
TRD	Pbre1_12G110800	old	0.8521586507111788
TRD	Pbre1_03G095400	old	0.9704293313622475
TRD	Pbre1_09G142400	old	1.2113700647503136
TD	Pbre1_17G094400	old	0.8234531130567191
PD	Pbre1_12G083000	old	0.649731094174087
PD	Pbre1_08G378200	old	0.8412447715960443
PD	Pbre1_09G424800	old	1.2299059832692145
TRD	Pbre1_13G454000	old	0.8424691041558979
TD	Pbre1_03G198800	old	0.6824176419042051
TD	Pbre1_11G146200	old	1.8222948230803013
TD	Pbre1_06G307400	old	0.8596358238533138
TD	Pbre1_06G177600	old	1.2783425963819028
TD	Pbre1_07G331400	old	1.259969652891159
TRD	Pbre1_07G132600	old	1.5847411876916886
TRD	Pbre1_02G298400	old	0.7723946738615632
TRD	Pbre1_07G409000	old	1.2550093354135752
TRD	Pbre1_15G635400	old	0.9876251864060759
TRD	Pbre1_17G323000	old	0.5478825680259616
TD	Pbre1_17G161800	old	1.3488291267193853
TRD	Pbre1_13G339200	old	0.8403856768459083
TD	Pbre1_03G403800	old	0.515392955115065
TRD	Pbre1_14G099200	old	1.1774035128131508
PD	Pbre1_03G238600	old	1.329245323687792
PD	Pbre1_17G099600	old	0.9598876419570297
TRD	Pbre1_08G133000	old	0.9940650186035782
TRD	Pbre1_13G347200	old	1.3408708005025982
PD	Pbre1_07G420000	old	0.3111518859360367
TD	Pbre1_16G037600	old	1.457635463025421
TD	Pbre1_10G127400	old	2.3224349649101494
TD	Pbre1_15G185400	old	1.3328920027166606
TRD	Pbre1_15G320600	old	1.0718072303775699
PD	Pbre1_07G459800	old	0.7281815788038075
TRD	Pbre1_04G087400	old	0.7321483283936978
TRD	Pbre1_16G124600	old	0.5412989757582546
TD	Pbre1_13G101600	old	1.8315252425074575
TRD	Pbre1_10G200600	old	0.5402757165003569
TRD	Pbre1_12G284400	old	0.7320044928584247
PD	Pbre1_03G191200	old	1.0657087835092098
TRD	Pbre1_12G270400	old	1.1030446260049938
TRD	Pbre1_12G139200	old	0.7538585237115621
TRD	Pbre1_04G392000	old	0.7446660388261079
TRD	Pbre1_10G108200	old	0.7752789512928574
TD	Pbre1_17G204000	old	0.7927257709428668
TD	Pbre1_15G778000	old	0.5924786065313965
TD	Pbre1_11G439000	old	1.175459251254797
TRD	Pbre1_10G448000	old	1.0579807398468257
TRD	Pbre1_11G389600	old	1.0239989992752672
TD	Pbre1_08G314000	old	2.1280419073849917
PD	Pbre1_03G027800	old	0.9109702879395336
TRD	Pbre1_12G088200	old	1.383950334638357
TRD	Pbre1_08G222200	old	1.1793671829253436
PD	Pbre1_02G487000	old	0.5535597100667655
TD	Pbre1_10G485600	old	1.170574494674802
TRD	Pbre1_07G019200	old	0.9930963782630862
TRD	Pbre1_11G142000	old	0.618861522577703
PD	Pbre1_13G479200	old	0.4744718295764178
TRD	Pbre1_02G012600	old	0.8198164800964296
TRD	Pbre1_04G198800	old	0.6168355839494616
TRD	Pbre1_04G095200	old	0.7981441094726325
TRD	Pbre1_14G140600	old	0.8815020253397524
TRD	Pbre1_17G413200	old	1.106058065975085
PD	Pbre1_10G107800	old	0.8714999271556735
TD	Pbre1_05G257000	old	0.3097868983466178
TD	Pbre1_14G094000	old	0.8795038772374392
TD	Pbre1_15G719400	old	0.8655563021823763
TD	Pbre1_05G470400	old	1.026175418049097
TRD	Pbre1_13G379200	old	1.1587588548362255
TRD	Pbre1_13G360000	old	0.9145756329149008
TD	Pbre1_04G131000	old	1.195748740300536
TRD	Pbre1_14G210400	old	0.017366935821250082
TD	Pbre1_10G050000	old	1.4654295914657414
TRD	Pbre1_12G377200	old	1.106432825036347
TRD	Pbre1_09G179800	old	0.7513114168066531
PD	Pbre1_10G188800	old	0.5981714274585247
TD	Pbre1_11G152200	old	0.48827771798521286
PD	Pbre1_05G504800	old	1.1277235866338013
TRD	Pbre1_01G185000	old	0.7554337937105446
TD	Pbre1_07G476000	old	0.2779667403548956
PD	Pbre1_05G203000	old	1.1360478018354623
TRD	Pbre1_02G467800	old	1.245848570819944
TRD	Pbre1_10G358200	old	0.8107774872332811
TD	Pbre1_10G032600	old	2.0994063551723956
TRD	Pbre1_03G427800	old	1.5459118932634592
TRD	Pbre1_04G249200	old	0.6645403831079603
TD	Pbre1_02G249000	old	0.9968671228028834
TRD	Pbre1_01G034200	old	0.4109703893195838
TD	Pbre1_02G424600	old	1.2255460449159146
TD	Pbre1_07G392800	old	0.24288939614966512
TRD	Pbre1_07G246000	old	0.5759636524692178
TRD	Pbre1_15G607000	old	0.4445888652112335
TD	Pbre1_11G452800	old	1.5197227576673031
PD	Pbre1_08G113800	old	0.9126666837334632
TD	Pbre1_15G229600	old	0.7989884074479341
PD	Pbre1_01G145400	old	1.0145417848452927
TRD	Pbre1_07G229200	old	0.8814029475674033
TRD	Pbre1_04G132600	old	0.9062159496527163
TD	Pbre1_14G169200	old	1.2892806998509916
PD	Pbre1_04G226800	old	1.299345779746771
TRD	Pbre1_01G022200	old	0.8682867995649575
PD	Pbre1_10G512600	old	1.3717496273219585
PD	Pbre1_02G092000	old	0.3355807024054229
TD	Pbre1_02G178800	old	1.1016751056089997
TD	Pbre1_11G027800	old	0.4025615840312094
TRD	Pbre1_06G141800	old	1.180918956771493
TRD	Pbre1_07G440200	old	0.662120478849858
PD	Pbre1_11G500800	old	1.1419398308396338
TD	Pbre1_04G029200	old	1.2226530658453705
TRD	Pbre1_15G250200	old	1.2141673951521517
PD	Pbre1_16G062200	old	1.6223498780131345
PD	Pbre1_05G274000	old	1.0098983636274934
TD	Pbre1_11G090000	old	0.2806538456603884
TRD	Pbre1_15G372600	old	0.8500980284698307
TRD	Pbre1_07G131400	old	1.1269384475266562
TD	Pbre1_09G300400	old	0.9344106989875435
PD	Pbre1_11G031800	old	0.5062803476974368
TD	Pbre1_11G290200	old	0.3947317004892975
TD	Pbre1_13G269600	old	1.0911873309165239
PD	Pbre1_14G148400	old	1.2800895940214396
TD	Pbre1_08G050800	old	1.2711238680183887
TRD	Pbre1_12G256000	old	1.3788511196523907
PD	Pbre1_13G450000	old	0.9302709185779096
TRD	Pbre1_16G460800	old	0.6755518620172516
PD	Pbre1_04G389800	old	0.1646630733162165
PD	Pbre1_07G325200	old	1.1513157707490027
TD	Pbre1_10G424200	old	0.3921834592334926
PD	Pbre1_01G155600	old	0.7959771352410316
TRD	Pbre1_17G166400	old	0.4554215350169688
TD	Pbre1_07G024600	old	1.1455106700062752
TRD	Pbre1_03G461200	old	1.2473456302545967
TD	Pbre1_02G487200	old	1.2414451885335147
TRD	Pbre1_05G603800	old	1.3140215098112822
TRD	Pbre1_12G078800	old	0.8504270821362734
PD	Pbre1_11G336400	old	0.18088944657705724
TD	Pbre1_04G231600	old	0.0
TD	Pbre1_03G138000	old	0.30499735768325625
TRD	Pbre1_16G458600	old	0.5605000370573252
TRD	Pbre1_06G256400	old	0.8990163341239095
PD	Pbre1_14G080600	old	1.9864062496945263
PD	Pbre1_01G118800	old	0.9161749180480838
TRD	Pbre1_15G713000	old	0.996105486601591
TRD	Pbre1_07G039000	old	0.6557585119195283
TRD	Pbre1_03G016000	old	0.8255700404755771
PD	Pbre1_10G020200	old	0.796839547753334
TRD	Pbre1_12G263400	old	1.1137823424190283
TRD	Pbre1_03G385800	old	1.3838047935068607
PD	Pbre1_02G495000	old	1.3052902024537325
TD	Pbre1_07G254600	old	1.1055501162931323
TRD	Pbre1_15G579800	old	1.639172123864293
TD	Pbre1_16G023200	old	0.7955501611530782
TD	Pbre1_15G493600	old	0.7995538118593396
TRD	Pbre1_06G128800	old	0.898571350686252
TD	Pbre1_16G224800	old	0.709359191045165
TD	Pbre1_04G231200	old	1.0026504021137952
TD	Pbre1_15G347400	old	0.94514262907207
TRD	Pbre1_12G202000	old	0.24386678924597804
TD	Pbre1_09G188800	old	1.0371068327128887
PD	Pbre1_10G027800	old	0.5202661978453398
TD	Pbre1_05G038800	old	0.7215286895036698
TRD	Pbre1_14G289800	old	0.9074161061830818
TD	Pbre1_10G357200	old	1.2507793727442622
PD	Pbre1_05G231800	old	0.8685413218811154
TRD	Pbre1_13G227400	old	0.8579231210891157
PD	Pbre1_09G460000	old	0.3163387650707737
PD	Pbre1_04G130800	old	0.9444403940252961
PD	Pbre1_15G733600	old	0.6691302028298378
TRD	Pbre1_07G020200	old	0.8898059267411007
TD	Pbre1_01G294600	old	0.8488528721109032
TRD	Pbre1_09G002400	old	1.135366690263152
TRD	Pbre1_09G025200	old	1.2621999782994389
PD	Pbre1_09G022200	old	0.43841487702354787
TRD	Pbre1_09G247200	old	1.1941885712370275
TRD	Pbre1_17G460800	old	0.46597075188159937
TD	Pbre1_01G198000	old	1.0382928384914993
PD	Pbre1_05G409000	old	1.1172538548111917
TD	Pbre1_04G292200	old	1.0975258608162402
TD	Pbre1_04G252400	old	0.11280187070369721
TD	Pbre1_09G182800	old	1.1113437570035458
PD	Pbre1_11G148400	old	0.6975555212050677
TD	Pbre1_07G062400	old	1.099965900775045
TD	Pbre1_11G018600	old	0.6855733066722751
TRD	Pbre1_09G204600	old	0.5264700421504677
TRD	Pbre1_11G136000	old	0.471468929477036
TRD	Pbre1_11G241800	old	1.4901445059478284
TD	Pbre1_16G423600	old	1.0395702033229173
TD	Pbre1_02G041600	old	1.0708699205890297
TRD	Pbre1_04G247600	old	0.9689839125052095
TD	Pbre1_14G136000	old	1.2931375583186746
TRD	Pbre1_03G068400	old	0.5633303522821516
PD	Pbre1_16G422800	old	0.8120240198671818
TRD	Pbre1_15G706200	old	1.233480585578829
PD	Pbre1_06G310400	old	1.196769848138094
PD	Pbre1_11G490800	old	1.1568949347175657
PD	Pbre1_10G562000	old	0.8698691537976266
TRD	Pbre1_14G190200	old	1.5822136886417866
TRD	Pbre1_13G448600	old	1.104249069262296
PD	Pbre1_02G439400	old	1.3683190402314067
TD	Pbre1_09G055400	old	0.6476002205777913
TD	Pbre1_13G357400	old	1.335198865942657
TRD	Pbre1_02G298800	old	0.5078617101721467
PD	Pbre1_03G242400	old	0.8872219436615707
TRD	Pbre1_10G282000	old	1.273064069867134
TD	Pbre1_03G164800	old	0.9480883799698205
TRD	Pbre1_11G265200	old	0.3647619192972779
TD	Pbre1_05G413600	old	0.7652409149240703
TD	Pbre1_02G279800	old	1.0031288959831
PD	Pbre1_13G275000	old	0.81016706854105
TRD	Pbre1_15G057400	old	0.41279516771621994
TRD	Pbre1_09G451200	old	0.5121790667623282
TD	Pbre1_02G398200	old	2.3616852175295353
