duplication_type	gene	age	mean_ATAC_TSS_2kb
TRD	Pbre1_07G184200	old	0.7687295488938689
TRD	Pbre1_11G127400	old	0.43311842557601626
PD	Pbre1_08G313400	old	1.4434702175110579
TD	Pbre1_11G130000	old	0.9788233452178539
TRD	Pbre1_17G082400	old	0.5573288443684578
TRD	Pbre1_05G028200	old	1.1799383586272598
TD	Pbre1_13G088200	old	1.5574830699265003
TD	Pbre1_08G387400	old	0.8542176268212497
TD	Pbre1_11G159200	old	1.303007552228868
TRD	Pbre1_12G427400	old	0.8397857857774943
TRD	Pbre1_03G240600	old	1.0407963553071022
TD	Pbre1_02G194200	old	0.702741738986224
PD	Pbre1_11G045800	old	0.84806097593531
TRD	Pbre1_12G349400	old	0.8090040354635566
TD	Pbre1_03G074400	old	1.4208710357546805
PD	Pbre1_07G348200	old	0.8649603886716069
TD	Pbre1_09G122400	old	1.2731077561862765
TRD	Pbre1_10G180600	old	0.7736040405854583
TRD	Pbre1_06G097800	old	1.1802586559504271
TRD	Pbre1_05G002800	old	1.4184803609885275
PD	Pbre1_12G331200	old	1.7170506550893188
TRD	Pbre1_03G250600	old	0.8376661751717329
TD	Pbre1_17G429800	old	1.2912724841013552
TRD	Pbre1_10G190400	old	0.9982649318519978
TD	Pbre1_02G045000	old	1.1164597446247935
TRD	Pbre1_01G165000	old	0.8328729377016424
TRD	Pbre1_10G068600	old	1.1222222896665333
TRD	Pbre1_13G447200	old	0.8946257651224734
TD	Pbre1_05G023200	old	0.7323743309229613
TD	Pbre1_14G432000	old	0.8883253347873687
TRD	Pbre1_04G358800	old	0.440872415283695
TD	Pbre1_11G355200	old	0.5364930705223232
TD	Pbre1_13G054400	old	0.8129786329492926
TRD	Pbre1_08G072000	old	0.927181914286688
TRD	Pbre1_14G118800	old	1.2518344802856445
PD	Pbre1_02G173000	old	0.7781864674128591
TRD	Pbre1_08G010800	old	0.8083435193356125
TD	Pbre1_01G324800	old	0.343486992791295
TD	Pbre1_04G236000	old	0.8582160226590932
TRD	Pbre1_14G119000	old	1.2871443862318992
PD	Pbre1_17G449800	old	0.8658328070119025
TRD	Pbre1_07G477800	old	1.0774494882375003
PD	Pbre1_08G056400	old	0.9209491386078298
PD	Pbre1_11G029200	old	1.1115149704962968
PD	Pbre1_05G436400	old	0.32195753486640755
TD	Pbre1_08G058000	old	1.05095351729542
TD	Pbre1_03G370600	old	1.0689452418070284
TRD	Pbre1_17G181000	old	0.7959523426089437
TD	Pbre1_04G288000	old	1.151732794173062
TRD	Pbre1_08G246600	old	0.8574284138623625
TD	Pbre1_08G109000	old	0.9918599950298667
TD	Pbre1_14G333800	old	0.5085248506646602
TD	Pbre1_10G569800	old	0.8458016284033658
TRD	Pbre1_07G217600	old	1.1035441751033068
PD	Pbre1_05G371200	old	0.3721926268283278
TRD	Pbre1_03G212800	old	0.6411293481942266
TRD	Pbre1_05G032000	old	0.3888146911449731
TRD	Pbre1_15G570800	old	0.95374705670774
TRD	Pbre1_11G423400	old	0.9721658993735911
TRD	Pbre1_08G237600	old	1.3893320792019366
PD	Pbre1_01G145600	old	1.2507882769554854
PD	Pbre1_11G283800	old	0.42974833690095693
TRD	Pbre1_08G230800	old	0.8105868783872573
TRD	Pbre1_03G384200	old	0.5545110845156014
PD	Pbre1_14G213600	old	0.13847886691614986
TRD	Pbre1_04G078600	old	1.023662733525038
TRD	Pbre1_10G153200	old	1.1582682931646704
TRD	Pbre1_05G214000	old	0.09075692384131254
TD	Pbre1_07G114800	old	1.0259536901414394
TD	Pbre1_13G245000	old	1.7289111652970313
TRD	Pbre1_11G391600	old	0.8955765892527998
TRD	Pbre1_13G096400	old	0.7877101419679821
TRD	Pbre1_10G098000	old	1.1614489132910968
TD	Pbre1_11G409000	old	1.53303504177928
TRD	Pbre1_10G081000	old	1.0906765986792744
TRD	Pbre1_05G088000	old	0.6887599622160196
TD	Pbre1_03G150200	old	1.320068475678563
TRD	Pbre1_07G000200	old	0.8570286240205169
TRD	Pbre1_09G282000	old	0.9909064440876246
TD	Pbre1_12G324800	old	1.0330644182432445
TRD	Pbre1_10G266800	old	0.5981333104092628
TRD	Pbre1_13G345600	old	0.8919667167719453
TRD	Pbre1_17G149000	old	1.082090563096106
TRD	Pbre1_17G265200	old	0.4256291847061366
TD	Pbre1_05G032800	old	1.5731811252236367
TRD	Pbre1_17G488400	old	0.4843094629198312
PD	Pbre1_02G411800	old	0.10718335560895502
TD	Pbre1_14G052400	old	0.884655287956819
TRD	Pbre1_12G294400	old	1.0536460556630045
TRD	Pbre1_05G430600	old	0.8257176997559146
TRD	Pbre1_08G351200	old	0.8611193706989289
TD	Pbre1_04G235800	old	0.9470497462041676
TRD	Pbre1_06G100000	old	0.520302634332329
PD	Pbre1_02G038200	old	0.8931141451336444
TD	Pbre1_06G170400	old	1.3078642638027667
TRD	Pbre1_12G140600	old	1.3894367442429065
TRD	Pbre1_03G333800	old	1.3139665418714286
PD	Pbre1_01G426200	old	1.4563243714496494
TRD	Pbre1_15G339000	old	0.8198190062865616
TRD	Pbre1_04G272000	old	0.8609381547905505
TRD	Pbre1_17G450400	old	0.8643546406477689
TRD	Pbre1_04G286600	old	0.6491726691331714
PD	Pbre1_09G137400	old	1.1428568701446056
TD	Pbre1_10G460200	old	1.0273131455779076
TRD	Pbre1_11G393800	old	0.40605239995755255
TD	Pbre1_05G037200	old	1.2661276834905146
PD	Pbre1_11G345000	old	0.8417998085916043
TRD	Pbre1_11G055800	old	0.979586832486093
TD	Pbre1_15G412200	old	0.773027583092451
PD	Pbre1_02G376400	old	0.1265768801961094
TRD	Pbre1_10G543200	old	0.7751928614042699
TRD	Pbre1_10G315000	old	1.0346872263923286
PD	Pbre1_02G395600	old	0.6328084827326238
PD	Pbre1_09G460400	old	0.7491522024571896
TRD	Pbre1_05G022600	old	0.8572168073356151
TD	Pbre1_11G408600	old	1.4329992211163045
TD	Pbre1_09G156000	old	0.5678118591755629
PD	Pbre1_08G146000	old	0.7580943790618331
TRD	Pbre1_06G143800	old	1.0013830061852933
TRD	Pbre1_07G367600	old	0.6652691290751099
TD	Pbre1_02G477400	old	1.4383493212461471
TD	Pbre1_07G042400	old	1.0682820508927107
TD	Pbre1_02G217200	old	1.0764730394631625
TD	Pbre1_02G470600	old	0.8371460726894437
TRD	Pbre1_01G045000	old	0.4833593506831676
TRD	Pbre1_07G280200	old	1.302534093722701
TD	Pbre1_04G247800	old	1.0971261660661549
PD	Pbre1_07G159400	old	1.382611965700984
TRD	Pbre1_07G228400	old	0.9538781040161848
TRD	Pbre1_16G253800	old	0.8144517502468078
TD	Pbre1_03G338000	old	1.2149083932340146
TRD	Pbre1_06G269600	old	1.4970608239769936
TD	Pbre1_10G059800	old	1.5766411116421222
TD	Pbre1_10G462000	old	0.9620493409559131
TRD	Pbre1_15G609800	old	0.9480818776786327
TRD	Pbre1_16G421600	old	1.1235375796258449
TRD	Pbre1_10G245800	old	0.7800139307901263
TRD	Pbre1_08G260400	old	1.1112172802090643
TRD	Pbre1_04G162600	old	2.541290836000815
TD	Pbre1_01G368400	old	1.3596725946515797
PD	Pbre1_14G311400	old	0.43956159372813997
PD	Pbre1_15G488800	old	0.8481772755831478
TRD	Pbre1_07G102000	old	0.3305191985592246
PD	Pbre1_09G392600	old	0.988765957164578
TRD	Pbre1_09G374400	old	1.051929676771164
TRD	Pbre1_16G035200	old	0.6999303230121731
TRD	Pbre1_07G245800	old	0.8493714079000056
TD	Pbre1_17G033200	old	1.0402532306313514
TD	Pbre1_15G063800	old	0.9956412567310036
TRD	Pbre1_03G227600	old	1.1269733651354907
TRD	Pbre1_11G457800	old	1.0542935296148062
PD	Pbre1_06G030000	old	1.4871683905571698
TRD	Pbre1_04G014200	old	0.9730530496090651
TRD	Pbre1_13G252000	old	1.2508421320468188
TRD	Pbre1_14G300600	old	1.1034231271594763
TRD	Pbre1_10G315200	old	1.5371965005248787
TRD	Pbre1_15G376400	old	0.987967575415969
TRD	Pbre1_03G481000	old	0.10019514421373606
TRD	Pbre1_06G402200	old	0.8001927231065927
TD	Pbre1_03G062400	old	1.981414311990142
TRD	Pbre1_04G128800	old	0.9975537512358278
TRD	Pbre1_13G378800	old	1.244790583565831
TD	Pbre1_11G163400	old	0.7535636507645249
TRD	Pbre1_16G446800	old	0.7546823587529362
TRD	Pbre1_05G196600	old	0.9606253647524865
TRD	Pbre1_15G628800	old	0.8130544049218298
TD	Pbre1_02G507600	old	1.003327443536371
TRD	Pbre1_03G059000	old	0.8985448630452157
TRD	Pbre1_06G139600	old	0.6519426900483667
TRD	Pbre1_01G117400	old	1.1891936840415
PD	Pbre1_12G283600	old	0.9866509946957229
PD	Pbre1_07G147000	old	1.078183014906943
TD	Pbre1_11G449800	old	0.5046903889253735
TRD	Pbre1_02G141000	old	1.0065591083839536
TRD	Pbre1_11G033600	old	1.2025441145244986
PD	Pbre1_02G488400	old	0.6705692947339266
TRD	Pbre1_12G142400	old	0.41452889347821475
TD	Pbre1_14G427000	old	1.0525048667192458
TD	Pbre1_06G233000	old	2.0464391891509295
PD	Pbre1_03G057600	old	0.9691110365316271
TD	Pbre1_09G341600	old	1.0414562826585023
TD	Pbre1_05G441200	old	0.5588296373095363
PD	Pbre1_10G175000	old	1.0351470468193293
PD	Pbre1_08G076800	old	1.0882616191878915
TD	Pbre1_17G019400	old	0.3887789414431899
PD	Pbre1_13G437200	old	1.4219540626853704
TD	Pbre1_06G216400	old	1.0981515199691056
PD	Pbre1_13G195800	old	0.8791679065516218
TRD	Pbre1_03G424000	old	0.8997657192982734
PD	Pbre1_02G151200	old	0.802967605881393
TRD	Pbre1_16G310600	old	1.102193317577243
PD	Pbre1_07G061000	old	0.8791616790816189
TRD	Pbre1_09G064800	old	1.4434977857768536
TD	Pbre1_07G061200	old	0.9462471166774631
TD	Pbre1_05G390000	old	1.2088031886816026
PD	Pbre1_06G311000	old	0.6146820591837168
TD	Pbre1_11G093200	old	0.6706869034655393
PD	Pbre1_01G193200	old	0.9413278214726596
TRD	Pbre1_15G498400	old	0.5267670431323349
TRD	Pbre1_02G467200	old	0.8523956070821732
TRD	Pbre1_12G401000	old	1.4459211270809174
TRD	Pbre1_03G112200	old	0.9238549039326609
TD	Pbre1_01G110600	old	0.9544022094272078
TD	Pbre1_11G181200	old	1.7395799156650902
PD	Pbre1_05G449800	old	0.7352582180034368
PD	Pbre1_02G436800	old	1.038904834870249
TRD	Pbre1_13G133600	old	0.4927482995018363
PD	Pbre1_01G236200	old	0.4593160997778177
PD	Pbre1_14G080800	old	1.125028248757124
PD	Pbre1_09G398800	old	1.2020682066828012
TD	Pbre1_06G317400	old	1.6020390977039933
TRD	Pbre1_09G325800	old	0.47005966590065507
TRD	Pbre1_05G367200	old	0.689023871384561
TRD	Pbre1_09G473200	old	1.1050362851880493
PD	Pbre1_16G241800	old	1.2375256070420146
TRD	Pbre1_14G364200	old	1.2921007014065982
TRD	Pbre1_13G163600	old	0.9281170907244085
TRD	Pbre1_15G163400	old	1.3499740902632476
TD	Pbre1_09G100800	old	0.8670816298648715
TD	Pbre1_10G310000	old	0.43546826755255463
PD	Pbre1_10G461600	old	1.1626274942755699
TD	Pbre1_02G363200	old	0.698170010972768
TD	Pbre1_03G046600	old	0.6212722664084286
PD	Pbre1_04G229200	old	1.557977949656546
TRD	Pbre1_09G171200	old	0.7953832287043332
PD	Pbre1_10G483000	old	0.3659978678543121
TRD	Pbre1_09G395000	old	1.5930427266210319
TD	Pbre1_15G234000	old	0.4628020213283598
TRD	Pbre1_13G027600	old	1.389064883425832
TRD	Pbre1_02G163800	old	0.9943424914032221
PD	Pbre1_15G415600	old	0.5958499123081565
TRD	Pbre1_02G144200	old	0.3971810437738895
TD	Pbre1_04G035000	old	0.6195001321658492
TRD	Pbre1_09G463600	old	1.2380102659594268
PD	Pbre1_08G374000	old	0.8764975147917866
TRD	Pbre1_09G349000	old	1.1267777677327395
TRD	Pbre1_09G286400	old	1.0154034217447043
PD	Pbre1_14G364600	old	0.0866369501594454
TD	Pbre1_15G493800	old	1.0771720136851073
TD	Pbre1_10G195600	old	1.4690445232391358
PD	Pbre1_07G162200	old	0.15975576381664722
PD	Pbre1_01G243200	old	0.8804154110737145
PD	Pbre1_10G091800	old	0.8790508609563112
TD	Pbre1_09G122200	old	0.7388131802901625
TRD	Pbre1_16G420000	old	1.0294920863211154
PD	Pbre1_14G364800	old	0.10199126795120539
PD	Pbre1_14G116800	old	0.9353876468706875
TD	Pbre1_17G084000	old	0.7780097804963588
TD	Pbre1_13G236800	old	1.1802720494270325
TRD	Pbre1_17G300200	old	0.603095757316798
TD	Pbre1_07G107600	old	0.5584156955219806
PD	Pbre1_11G334600	old	0.8360204998031258
TRD	Pbre1_07G165400	old	1.302087409481406
TRD	Pbre1_06G283400	old	0.8389776338469236
PD	Pbre1_03G408200	old	1.289409122660756
TD	Pbre1_12G070200	old	0.909489643022418
TRD	Pbre1_08G319200	old	0.6377057245187461
TRD	Pbre1_01G111400	old	0.5239994416376575
PD	Pbre1_09G024000	old	0.7146589790396393
TD	Pbre1_12G084600	old	1.2716811128705738
TRD	Pbre1_03G307000	old	0.658951303763315
TRD	Pbre1_03G162400	old	0.5875686771050095
TRD	Pbre1_11G469400	old	0.8487354080248624
TRD	Pbre1_10G371800	old	1.1196308268010617
TRD	Pbre1_10G270400	old	1.1210438944995402
TRD	Pbre1_03G302400	old	1.8294665922522544
TD	Pbre1_14G373000	old	0.6406434528920799
TD	Pbre1_05G278400	old	0.5448798942910507
TRD	Pbre1_15G694400	old	1.1343937797397374
TD	Pbre1_10G328000	old	0.6463034796435385
TD	Pbre1_12G082800	old	1.5277562580350785
TD	Pbre1_17G360200	old	1.0898137231916187
TD	Pbre1_10G567400	old	0.6194056809358299
TD	Pbre1_16G319800	old	0.9105951503347605
TD	Pbre1_10G031800	old	0.8905467108860613
PD	Pbre1_11G224200	old	0.9200279674828054
TD	Pbre1_15G412400	old	0.8376579586043954
TD	Pbre1_08G384600	old	0.690697478942573
TRD	Pbre1_11G420200	old	1.0468933644518255
TRD	Pbre1_13G010600	old	0.8766885048616679
PD	Pbre1_10G348600	old	0.4074569548610598
TRD	Pbre1_01G029400	old	1.063086404748261
TD	Pbre1_08G030200	old	0.9868011914528907
TRD	Pbre1_12G226800	old	0.37663572681695223
TD	Pbre1_11G117600	old	0.7974642817117273
TD	Pbre1_06G076000	old	1.1124148584008215
TRD	Pbre1_16G492600	old	0.4989772398341447
TRD	Pbre1_04G209600	old	0.9114410028904676
TD	Pbre1_12G434000	old	1.1112383084520698
TRD	Pbre1_14G165000	old	0.950133971568197
PD	Pbre1_05G038200	old	0.8580369090810418
PD	Pbre1_10G086600	old	1.2338595485799015
PD	Pbre1_05G307000	old	1.2537634370177986
TRD	Pbre1_15G338200	old	0.6302390287071467
PD	Pbre1_11G047000	old	1.7048668436855081
TD	Pbre1_01G310800	old	0.932686289202422
TRD	Pbre1_06G328400	old	0.8808922328650951
TRD	Pbre1_09G144800	old	0.6886237236931919
TRD	Pbre1_11G329800	old	1.1942866568714379
PD	Pbre1_07G420600	old	0.0
TD	Pbre1_13G351600	old	1.7437614288777112
TD	Pbre1_10G374000	old	0.42770202191360296
PD	Pbre1_17G454400	old	0.5334420872330666
PD	Pbre1_13G270200	old	0.7627799668982626
TRD	Pbre1_10G324200	old	0.4358912767898291
TRD	Pbre1_14G381200	old	0.8294398176074027
TRD	Pbre1_07G208600	old	1.1404389407150446
TRD	Pbre1_11G522000	old	1.965604959651828
PD	Pbre1_05G116400	old	1.0723184546977282
TRD	Pbre1_03G161800	old	0.834501013064757
TRD	Pbre1_06G328600	old	0.8830196129903196
PD	Pbre1_08G031800	old	0.33422658000513916
TRD	Pbre1_08G212400	old	0.6904685640335083
TRD	Pbre1_06G116400	old	0.390514350803569
PD	Pbre1_05G029000	old	0.5773721306156367
TRD	Pbre1_02G470400	old	0.9844560676328837
TD	Pbre1_10G503200	old	1.4292375336885452
TRD	Pbre1_06G024200	old	1.1155904615968466
TD	Pbre1_14G260400	old	1.3485946390852332
TRD	Pbre1_01G047400	old	1.1093086635619402
TRD	Pbre1_11G244600	old	0.7955268535986543
TD	Pbre1_04G180400	old	0.6452323672547937
TRD	Pbre1_06G074600	old	0.9555874608792365
TD	Pbre1_01G337000	old	0.9948144026994704
TD	Pbre1_01G152000	old	1.2068785351589322
TD	Pbre1_01G128200	old	1.2373707249388097
TD	Pbre1_12G304200	old	3.039186238735914
PD	Pbre1_06G105600	old	1.7864341095685958
PD	Pbre1_03G049000	old	1.1901338160932062
TRD	Pbre1_06G379600	old	0.8335013502156361
TRD	Pbre1_15G436600	old	0.9492396561391651
PD	Pbre1_05G422000	old	0.6314488741401583
TD	Pbre1_14G244800	old	1.5730775472074747
TRD	Pbre1_10G211000	old	1.1528368061706424
TRD	Pbre1_04G300800	old	1.1279271419048311
TRD	Pbre1_17G166600	old	1.006120424695313
PD	Pbre1_01G269200	old	0.7314105701856315
TD	Pbre1_10G382400	old	0.7193607532121241
TRD	Pbre1_10G038200	old	0.46548705435730514
TRD	Pbre1_03G050200	old	1.0793088746443391
PD	Pbre1_14G310400	old	0.9216254033967852
TRD	Pbre1_03G334600	old	0.8590838368609546
TRD	Pbre1_07G386800	old	0.7041581918038429
TRD	Pbre1_03G450200	old	0.3951303336694837
PD	Pbre1_05G462200	old	1.3035737128555775
TD	Pbre1_15G148000	old	0.7550585180446505
TD	Pbre1_15G013000	old	1.306072990298271
PD	Pbre1_03G235600	old	1.3412720759958028
TD	Pbre1_07G269400	old	1.4833837206363678
TD	Pbre1_14G304000	old	0.6655115366447717
TRD	Pbre1_09G286600	old	1.4218225609511137
TRD	Pbre1_14G172600	old	1.0691246919482946
PD	Pbre1_12G205800	old	1.6916635681986811
TRD	Pbre1_02G275400	old	1.4505089833140372
TD	Pbre1_03G018400	old	0.9695689537376164
PD	Pbre1_01G304800	old	0.4013599113766103
TRD	Pbre1_12G111800	old	0.6854992247838527
TD	Pbre1_13G017000	old	1.140176739498973
TD	Pbre1_07G446400	old	0.9028474194519222
TD	Pbre1_15G752400	old	0.9680142193697394
PD	Pbre1_05G268000	old	0.809164192762226
PD	Pbre1_04G304800	old	1.038896674128249
TRD	Pbre1_07G417800	old	0.9345583688952029
PD	Pbre1_01G130200	old	1.278850582756102
TRD	Pbre1_12G363200	old	0.6865405296087265
TRD	Pbre1_05G237000	old	1.145197699740529
TRD	Pbre1_01G051800	old	1.0428872958570718
TRD	Pbre1_13G346200	old	1.0916526073738932
PD	Pbre1_17G488000	old	1.011389487117529
PD	Pbre1_15G241200	old	0.8244134116321803
TRD	Pbre1_07G303600	old	0.7707350690811873
TRD	Pbre1_14G127600	old	0.8608133208155632
TRD	Pbre1_09G368800	old	0.5722627983242272
PD	Pbre1_02G092400	old	0.6763760356977582
TD	Pbre1_10G060800	old	0.9788208745513112
TRD	Pbre1_07G078800	old	1.3478370868191125
PD	Pbre1_04G351800	old	1.0364386738836764
TRD	Pbre1_03G315800	old	0.6724614892303944
TD	Pbre1_15G153400	old	1.169700611293316
TD	Pbre1_17G151800	old	1.7832288585007192
PD	Pbre1_13G270400	old	0.013168200716376305
TD	Pbre1_08G388600	old	0.8473896799087524
TRD	Pbre1_03G438200	old	0.9479738338515162
TRD	Pbre1_13G019400	old	0.5831855102665722
PD	Pbre1_01G138600	old	1.4558100729808214
TD	Pbre1_10G037000	old	1.2006830252334475
TRD	Pbre1_03G418000	old	0.6399764440208674
TRD	Pbre1_05G360000	old	0.8781095418334006
TD	Pbre1_10G118400	old	0.9039584387838839
PD	Pbre1_02G401400	old	2.0380900007784364
TRD	Pbre1_08G274600	old	0.8839275526627899
TD	Pbre1_02G126600	old	0.7075250817090273
TD	Pbre1_09G306000	old	1.5043249832186847
TRD	Pbre1_05G132200	old	0.602819464849308
TRD	Pbre1_15G710000	old	0.8305798082090915
PD	Pbre1_05G212000	old	1.1376264903414994
TD	Pbre1_03G462800	old	1.292254246234894
PD	Pbre1_12G388000	old	1.6400418622046709
TRD	Pbre1_10G350400	old	0.7528009980842472
TRD	Pbre1_03G431400	old	0.8967722845189272
PD	Pbre1_05G249200	old	0.4411847896613181
TD	Pbre1_07G412400	old	0.2707862161304802
TD	Pbre1_12G008400	old	0.6717382575795054
PD	Pbre1_09G064400	old	0.8061241321377455
TRD	Pbre1_01G039600	old	0.9876891453936697
TRD	Pbre1_04G052600	old	1.562451904848218
TRD	Pbre1_11G185000	old	1.0710435952842237
TRD	Pbre1_03G063800	old	1.1509403710961341
TD	Pbre1_17G110600	old	1.6119286220818758
TRD	Pbre1_04G338600	old	1.2705092478562148
PD	Pbre1_06G171000	old	1.4232998376637698
TD	Pbre1_14G121400	old	1.5202475453466178
TRD	Pbre1_13G456000	old	1.5147237765192985
TD	Pbre1_04G319400	old	1.2299243117794394
TRD	Pbre1_03G336800	old	1.1838882761448621
PD	Pbre1_02G421400	old	0.7454085268080235
TRD	Pbre1_17G295400	old	1.1405309676341713
PD	Pbre1_03G048600	old	0.9238197300434112
TD	Pbre1_15G206000	old	0.9800123905017971
TD	Pbre1_07G412600	old	0.3323719484731555
TD	Pbre1_06G007400	old	0.9882028841525315
TD	Pbre1_07G494400	old	0.694128844961524
PD	Pbre1_02G431800	old	0.7013153216820209
TRD	Pbre1_14G152000	old	0.3736831510644406
TRD	Pbre1_05G307600	old	1.1185665419250728
TD	Pbre1_09G191600	old	0.7141253806129099
TD	Pbre1_17G099600	old	0.9598876419570297
TD	Pbre1_17G075200	old	0.7603120761439204
PD	Pbre1_15G234600	old	0.44884747064113617
TRD	Pbre1_16G395400	old	0.7157235786514357
PD	Pbre1_02G279400	old	1.4557510269526392
PD	Pbre1_04G043600	old	0.167050586303696
PD	Pbre1_03G270600	old	0.4821703102532774
TD	Pbre1_17G454200	old	0.9972657611444593
PD	Pbre1_17G261200	old	0.7798217946700752
TD	Pbre1_09G020800	old	0.8916221676766873
TD	Pbre1_10G453800	old	2.175425184890628
TD	Pbre1_05G462800	old	1.2131486463546752
PD	Pbre1_01G195200	old	1.3255030200630427
TD	Pbre1_09G202600	old	0.3756263697799295
TD	Pbre1_08G387800	old	0.6260650579072535
TRD	Pbre1_17G132000	old	0.44826402776688334
TRD	Pbre1_03G208800	old	0.6269311517141759
TD	Pbre1_04G053400	old	0.6304850515369326
TRD	Pbre1_14G147000	old	1.0928653365038334
PD	Pbre1_11G019800	old	0.8762224288564175
TRD	Pbre1_12G194200	old	1.786000803578645
TD	Pbre1_11G392200	old	0.8937924971058964
TD	Pbre1_11G130400	old	1.206701500222087
TRD	Pbre1_14G203600	old	0.5879916458316148
TRD	Pbre1_10G224200	old	1.0240594319924714
TRD	Pbre1_09G364600	old	1.1695653195977211
PD	Pbre1_08G152800	old	0.9726342865731568
PD	Pbre1_02G038400	old	1.242763696052134
TRD	Pbre1_17G230200	old	1.3054006853103637
PD	Pbre1_10G443600	old	1.9695459542274474
TRD	Pbre1_17G148200	old	0.8207562333531676
TD	Pbre1_14G057200	old	0.6845270578432828
TRD	Pbre1_01G377200	old	1.0420168384462596
TRD	Pbre1_12G254400	old	1.5873567885011437
TD	Pbre1_03G377600	old	0.7480009809415787
TRD	Pbre1_17G321800	old	1.1250410200655458
TD	Pbre1_15G680600	old	1.0924775657057761
TRD	Pbre1_05G355200	old	2.0762742007523776
TRD	Pbre1_05G255000	old	0.7976074744667858
TRD	Pbre1_14G039600	old	0.7537378287483006
PD	Pbre1_06G035800	old	0.6392121462151408
TRD	Pbre1_05G127600	old	1.1041914555244148
TRD	Pbre1_09G044800	old	2.2415779641568663
PD	Pbre1_06G267000	old	0.9404354573041201
TD	Pbre1_10G534800	old	0.980368513315916
PD	Pbre1_06G028200	old	1.4889085958898067
PD	Pbre1_03G156400	old	0.46630735632218423
TRD	Pbre1_07G147800	old	0.4456806244328618
TRD	Pbre1_16G478400	old	0.7693638476878404
TD	Pbre1_08G385200	old	0.8885903187468649
TD	Pbre1_06G222600	old	1.0658621071055532
PD	Pbre1_05G243000	old	1.018717138485983
TD	Pbre1_10G296200	old	0.9901087124645709
TRD	Pbre1_04G095600	old	2.025587714463472
PD	Pbre1_11G096400	old	1.2095443290770054
TRD	Pbre1_03G246600	old	3.28515384433791
TRD	Pbre1_10G103200	old	0.717410910435021
TRD	Pbre1_09G362200	old	1.1028485682979228
TRD	Pbre1_16G443200	old	0.4448295232076198
PD	Pbre1_07G277400	old	0.6842449463829398
PD	Pbre1_09G239200	old	0.9725420750528574
TRD	Pbre1_06G142600	old	2.1014964308291675
TD	Pbre1_05G481200	old	1.441503023095429
PD	Pbre1_13G464400	old	0.23080325110070404
TRD	Pbre1_07G257600	old	0.8096538738571109
TD	Pbre1_15G403200	old	0.9792130081355571
TD	Pbre1_12G227000	old	0.6235536857228726
TD	Pbre1_02G213600	old	1.4515218470804392
TD	Pbre1_01G415600	old	1.364360457189381
TD	Pbre1_02G495200	old	0.9850074446946382
TRD	Pbre1_16G399600	old	0.5260665164347739
TRD	Pbre1_09G215600	old	1.6587953299432996
TD	Pbre1_04G218000	old	1.7465739882364868
TD	Pbre1_04G222400	old	0.49614603853784506
TRD	Pbre1_03G020200	old	1.4707012025490402
TRD	Pbre1_05G106600	old	0.27659333357959986
TRD	Pbre1_14G163600	old	0.85633795940876
TRD	Pbre1_07G438400	old	0.7869254412241281
TRD	Pbre1_06G167000	old	0.841296342369169
TD	Pbre1_13G139400	old	0.7889611038248987
TRD	Pbre1_08G190400	old	0.930075681090355
TRD	Pbre1_02G323400	old	0.37569848617352547
TRD	Pbre1_02G381600	old	0.8888952364586296
TRD	Pbre1_09G395200	old	1.6329432396441697
TRD	Pbre1_09G144200	old	0.8996735963970423
TRD	Pbre1_06G030200	old	0.7914466519653798
TRD	Pbre1_05G372400	old	0.6102250780798495
TD	Pbre1_09G061200	old	1.093140477538109
TD	Pbre1_02G237200	old	0.700077019289136
PD	Pbre1_07G421400	old	0.34109065364301205
TD	Pbre1_15G673400	old	0.6500140816345811
TRD	Pbre1_13G446800	old	0.9940685780420899
TRD	Pbre1_15G600000	old	0.8074257182516158
TRD	Pbre1_02G499400	old	1.09342434104532
TRD	Pbre1_03G160800	old	0.7222778760977089
PD	Pbre1_05G239600	old	0.9230624600574375
PD	Pbre1_03G197600	old	0.8527684597522021
TD	Pbre1_11G500000	old	1.0236312556192277
TRD	Pbre1_02G081800	old	1.3166499565131964
TRD	Pbre1_01G412400	old	0.38693836993724107
PD	Pbre1_16G319400	old	0.7778029444711283
TD	Pbre1_05G492200	old	0.8406905287355185
TD	Pbre1_01G409600	old	1.5753533335477115
PD	Pbre1_17G214800	old	0.7828777186200023
TRD	Pbre1_02G330200	old	0.9941840951144695
TRD	Pbre1_10G451400	old	0.6609685997851192
TD	Pbre1_07G344400	old	0.8745283558815717
PD	Pbre1_02G418000	old	1.023440217934549
PD	Pbre1_08G377000	old	1.3271263165771963
TRD	Pbre1_13G374600	old	1.0599201660901307
TRD	Pbre1_03G252400	old	0.772494942691177
TRD	Pbre1_05G338800	old	1.5161194883733988
PD	Pbre1_04G198600	old	1.1229186365306378
TRD	Pbre1_02G373200	old	0.2824868539348245
PD	Pbre1_15G556800	old	1.384949700832367
TRD	Pbre1_14G384400	old	1.380724987179041
TRD	Pbre1_14G190000	old	1.4682965315282346
TRD	Pbre1_06G131200	old	0.5584040948934852
TD	Pbre1_09G068800	old	1.54808743622154
TD	Pbre1_07G412200	old	0.2563548746425658
TRD	Pbre1_08G233000	old	0.6206897534821183
TRD	Pbre1_01G205600	old	0.6393510913848877
TD	Pbre1_10G209600	old	0.7365831400714814
TRD	Pbre1_04G345800	old	0.6099768038857729
TD	Pbre1_03G336000	old	1.3967040996104478
PD	Pbre1_15G209800	old	0.7870474115386605
