duplication_type	metric	young_gene	partner_gene	young_log2_expression	partner_log2_expression
TD	15DAF	Pbre1_06G029800	Pbre1_06G029600	2.81814621640837	2.763053512198455
TD	15DAF	Pbre1_05G064000	Pbre1_05G063800	1.8079751475862522	2.671887540816261
TD	15DAF	Pbre1_09G462600	Pbre1_09G462400	2.5033276161966342	4.2730242900489905
TD	15DAF	Pbre1_07G403600	Pbre1_07G403400	3.9102193778879584	2.263791922382134
TD	15DAF	Pbre1_04G013600	Pbre1_04G013400	0.0	0.0
TD	15DAF	Pbre1_07G047800	Pbre1_07G047600	0.5413532644278545	1.4481022274461466
TD	15DAF	Pbre1_12G275800	Pbre1_12G275600	0.043735050668268785	3.1200833179264214
TD	15DAF	Pbre1_15G310400	Pbre1_15G310200	2.5338655599242865	0.0
TD	15DAF	Pbre1_11G029200	Pbre1_11G029000	5.270569382125704	2.3085889178661136
TD	15DAF	Pbre1_08G313000	Pbre1_08G312800	0.0	1.2591760530234541
TD	15DAF	Pbre1_05G575600	Pbre1_05G575400	0.23178382287000254	0.20011886345182775
TD	15DAF	Pbre1_03G460800	Pbre1_03G460600	4.02276434429834	3.683398116790664
TD	15DAF	Pbre1_11G441000	Pbre1_11G440800	6.119626242036281	2.8657765170362732
TD	15DAF	Pbre1_04G348200	Pbre1_04G348000	0.11424440732220566	3.931692983826394
TD	15DAF	Pbre1_03G025800	Pbre1_03G025600	2.7157251561140128	0.0
TD	15DAF	Pbre1_15G202800	Pbre1_15G202600	4.6756734043756625	4.570320840426529
TD	15DAF	Pbre1_06G356000	Pbre1_06G355800	4.474759720968951	5.969581787874077
TD	15DAF	Pbre1_11G169000	Pbre1_11G168800	0.0	1.6129954930854973
TD	15DAF	Pbre1_04G032000	Pbre1_04G031800	0.42784213334252513	1.6925320932040588
TD	15DAF	Pbre1_09G167400	Pbre1_09G167200	3.0911502361160705	4.135101815677326
TD	15DAF	Pbre1_06G354000	Pbre1_06G353800	4.3458820889535215	6.6560405796864135
TD	15DAF	Pbre1_05G536200	Pbre1_05G536000	6.166291349986042	4.486778269750198
TD	15DAF	Pbre1_06G254000	Pbre1_06G253800	6.1134659963287525	4.992092779563938
TD	15DAF	Pbre1_09G281200	Pbre1_09G281000	3.684943145004032	2.2613848835470844
TD	15DAF	Pbre1_06G095400	Pbre1_06G095200	0.0	0.0
TD	15DAF	Pbre1_14G294600	Pbre1_14G294400	0.0	0.0
TD	15DAF	Pbre1_15G715000	Pbre1_15G714800	1.6907755456301439	1.8614520198668296
TD	15DAF	Pbre1_11G107600	Pbre1_11G107400	0.3378435114711494	0.2633349359965073
TD	15DAF	Pbre1_03G121600	Pbre1_03G121400	6.05526703220875	2.2376178642528646
TD	15DAF	Pbre1_15G109000	Pbre1_15G108800	0.496217916957564	1.1313609791588604
TD	15DAF	Pbre1_12G256600	Pbre1_12G256400	5.476553880378108	2.9257053445580143
TD	15DAF	Pbre1_04G034600	Pbre1_04G034400	3.2986330975039673	1.3353020215342475
TD	15DAF	Pbre1_17G178800	Pbre1_17G178600	5.246144759969337	1.1913687202513057
TD	15DAF	Pbre1_06G041800	Pbre1_06G041600	5.354750563627129	6.269669049228023
TD	15DAF	Pbre1_16G149600	Pbre1_16G149400	2.5003758088051953	2.8353537535007347
TD	15DAF	Pbre1_17G109800	Pbre1_17G109600	0.5185522598688593	2.9566200486620797
TD	15DAF	Pbre1_16G204800	Pbre1_16G205000	2.8673601956174424	0.6874755155299788
TD	15DAF	Pbre1_07G026200	Pbre1_07G026000	5.6628165213886215	3.0695064375779246
TD	15DAF	Pbre1_12G292800	Pbre1_12G292600	0.0	0.0
TD	15DAF	Pbre1_16G410600	Pbre1_16G410400	0.033310929514809656	0.0
TD	15DAF	Pbre1_13G272600	Pbre1_13G272400	5.305221737189856	2.076870311558543
TD	15DAF	Pbre1_14G383000	Pbre1_14G382800	3.4614164502736795	5.315326099278687
TD	15DAF	Pbre1_13G435800	Pbre1_13G435600	3.206749640695744	2.9323981766931797
TD	15DAF	Pbre1_10G488600	Pbre1_10G488400	1.337461631300741	0.04421084172907598
TD	15DAF	Pbre1_01G350600	Pbre1_01G350400	0.2937247868460765	1.4775224302673586
TD	15DAF	Pbre1_01G375600	Pbre1_01G375400	0.18843004408637604	0.09871598995550451
TD	15DAF	Pbre1_04G077800	Pbre1_04G077600	5.307995910087811	0.0
TD	15DAF	Pbre1_05G507600	Pbre1_05G507400	0.0753505286283191	0.8788532266570881
TD	15DAF	Pbre1_09G250000	Pbre1_09G249800	0.0	0.0
TD	15DAF	Pbre1_17G200000	Pbre1_17G199800	0.6069292035702742	0.0
TD	15DAF	Pbre1_07G143800	Pbre1_07G143600	1.831120032868409	3.465786836668116
TD	15DAF	Pbre1_05G073400	Pbre1_05G073200	1.7809046944533506	4.7201694380287025
TD	15DAF	Pbre1_16G148800	Pbre1_16G148600	0.04394217900414052	0.3883692083299276
TD	15DAF	Pbre1_11G029600	Pbre1_11G029400	2.7645918067989923	4.709654241699699
TD	15DAF	Pbre1_05G126400	Pbre1_05G126200	5.054710233798838	5.2399380345572375
TD	15DAF	Pbre1_14G311200	Pbre1_14G311000	0.6906021419904459	0.034112863294818205
TD	15DAF	Pbre1_09G055800	Pbre1_09G055600	2.5333014466391375	6.557890898175437
TD	15DAF	Pbre1_12G331400	Pbre1_12G331200	8.836198424163065	8.778792985443392
TD	15DAF	Pbre1_12G384200	Pbre1_12G384000	4.3486562124049035	2.2262702188308303
TD	15DAF	Pbre1_15G488000	Pbre1_15G487800	2.064440044527212	5.053397587424921
TD	15DAF	Pbre1_01G345200	Pbre1_01G345000	1.601370387761216	4.4297746853980895
TD	15DAF	Pbre1_02G375000	Pbre1_02G374800	0.014733772224127438	0.036853546989830795
TD	15DAF	Pbre1_06G371800	Pbre1_06G371600	0.0	0.13690927333131434
TD	six_tissue_mean	Pbre1_15G279600	Pbre1_15G279400	0.37443228242658844	0.9080255820943565
TD	six_tissue_mean	Pbre1_10G403000	Pbre1_10G402800	1.7727266589690833	1.116529778789474
TD	six_tissue_mean	Pbre1_03G089600	Pbre1_03G089400	4.989569926951166	4.5073550850012865
TD	six_tissue_mean	Pbre1_06G295800	Pbre1_06G295600	0.10505737993458279	0.446459163542519
TD	six_tissue_mean	Pbre1_05G560400	Pbre1_05G560200	0.06444579315309126	0.0
TD	six_tissue_mean	Pbre1_11G381800	Pbre1_11G381600	3.456471452461625	4.276862206290441
TD	six_tissue_mean	Pbre1_11G455400	Pbre1_11G455200	4.253836885492026	4.634426193059849
TD	six_tissue_mean	Pbre1_06G262200	Pbre1_06G262000	4.77018197816865	4.951361011601142
TD	six_tissue_mean	Pbre1_10G370000	Pbre1_10G369800	3.7897438382041635	2.5407633950036077
TD	six_tissue_mean	Pbre1_04G301400	Pbre1_04G301200	4.063025099876661	0.3618142030857162
TD	six_tissue_mean	Pbre1_09G065400	Pbre1_09G065200	7.0797595097381025	5.953894507352252
TD	six_tissue_mean	Pbre1_14G010400	Pbre1_14G010200	1.215568436139351	1.4780827965304653
TD	six_tissue_mean	Pbre1_15G707200	Pbre1_15G707000	0.3523653172916268	0.575012141429971
TD	six_tissue_mean	Pbre1_07G066000	Pbre1_07G065800	0.7595000221918444	1.2649356064689767
TD	six_tissue_mean	Pbre1_02G374000	Pbre1_02G373800	0.027888897860666704	1.7893334904322158
TD	six_tissue_mean	Pbre1_16G315400	Pbre1_16G315200	0.4005843792444771	0.07367858406960824
TD	six_tissue_mean	Pbre1_14G132400	Pbre1_14G132200	1.8414238378535301	3.427422896859205
TD	six_tissue_mean	Pbre1_09G470600	Pbre1_09G470400	0.0046617426974320565	0.0
TD	six_tissue_mean	Pbre1_05G317600	Pbre1_05G317400	1.7627105957855453	2.132377505582318
TD	six_tissue_mean	Pbre1_07G082800	Pbre1_07G082600	2.44749584136601	3.1027230707732407
TD	six_tissue_mean	Pbre1_03G471200	Pbre1_03G471000	5.322424993702264	9.234520853173102
TD	six_tissue_mean	Pbre1_09G334000	Pbre1_09G333800	0.7831212088496012	2.276680725309268
TD	six_tissue_mean	Pbre1_15G702000	Pbre1_15G701800	2.1042712897096227	0.6092858051699562
TD	six_tissue_mean	Pbre1_11G358000	Pbre1_11G357800	0.0	0.0
TD	six_tissue_mean	Pbre1_07G492600	Pbre1_07G492400	0.03200042715699538	3.338505402162758
TD	six_tissue_mean	Pbre1_11G507800	Pbre1_11G507600	1.7763879358675594	5.2898755474728265
TD	six_tissue_mean	Pbre1_12G221800	Pbre1_12G221600	3.61613538594147	0.008534456911302887
TD	six_tissue_mean	Pbre1_02G155400	Pbre1_02G155200	3.638083609620053	3.0380523952719956
TD	six_tissue_mean	Pbre1_01G331800	Pbre1_01G331600	0.0	0.0
TD	six_tissue_mean	Pbre1_14G380200	Pbre1_14G380000	3.451119919631731	3.048805860966581
TD	six_tissue_mean	Pbre1_03G299400	Pbre1_03G299200	4.351882570865008	2.492811667737405
TD	six_tissue_mean	Pbre1_01G216600	Pbre1_01G216400	0.0	0.010698931005872405
TD	six_tissue_mean	Pbre1_03G386400	Pbre1_03G386200	3.826855128025495	2.773887204868394
TD	six_tissue_mean	Pbre1_06G409200	Pbre1_06G409000	0.9566229601794366	0.5762112336722446
TD	six_tissue_mean	Pbre1_09G094000	Pbre1_09G093800	0.20243464826180593	0.6314822756118154
TD	six_tissue_mean	Pbre1_16G041200	Pbre1_16G041000	2.6577635397317536	4.928276351316046
TD	six_tissue_mean	Pbre1_17G112400	Pbre1_17G112200	4.428214932696971	3.6205479380711534
TD	six_tissue_mean	Pbre1_17G378800	Pbre1_17G378600	4.3935232178939705	4.154926622635906
TD	six_tissue_mean	Pbre1_12G380000	Pbre1_12G379800	2.0057051432602124	1.248259446977264
TD	six_tissue_mean	Pbre1_06G068200	Pbre1_06G068000	1.6843991806227514	2.6730933154138503
TD	six_tissue_mean	Pbre1_05G417000	Pbre1_05G416800	3.6086973309246533	2.597874416546356
TD	six_tissue_mean	Pbre1_05G252600	Pbre1_05G252800	1.923442317987496	4.45398490334954
TD	six_tissue_mean	Pbre1_05G330800	Pbre1_05G330600	0.8603127601803904	0.8959956207084558
TD	six_tissue_mean	Pbre1_05G093200	Pbre1_05G093000	4.239238395258374	0.6398591246179001
TD	six_tissue_mean	Pbre1_17G218800	Pbre1_17G218600	0.42848242877463394	5.679875639296203
TD	six_tissue_mean	Pbre1_03G064600	Pbre1_03G064400	1.2693309334721954	0.5781983823861203
TD	six_tissue_mean	Pbre1_01G374600	Pbre1_01G374400	5.1497606184613245	5.1722854957914075
TD	six_tissue_mean	Pbre1_06G310800	Pbre1_06G310600	2.5791200345814054	6.5378133232203055
TD	six_tissue_mean	Pbre1_07G396000	Pbre1_07G395800	1.4471376369713482	1.1482677410872342
TD	six_tissue_mean	Pbre1_10G423200	Pbre1_10G423000	0.03663438064547604	0.07644029079064374
TD	six_tissue_mean	Pbre1_14G136200	Pbre1_14G136400	3.962665757122225	0.029400583830713183
TD	six_tissue_mean	Pbre1_06G206600	Pbre1_06G206400	2.7822105652119262	2.35517393874939
TD	six_tissue_mean	Pbre1_15G243400	Pbre1_15G243200	2.2646124419611238	2.3899146869236123
TD	six_tissue_mean	Pbre1_09G356000	Pbre1_09G355800	5.350346386807252	5.156176761179961
TD	six_tissue_mean	Pbre1_06G056600	Pbre1_06G056400	2.6501182263490843	3.3484929374117387
TD	six_tissue_mean	Pbre1_10G000400	Pbre1_10G000200	0.02362535405757126	0.23883902388845504
TD	six_tissue_mean	Pbre1_05G422400	Pbre1_05G422200	4.563535425559254	1.114924004283087
TD	six_tissue_mean	Pbre1_16G454200	Pbre1_16G454000	1.3150596427873888	0.8570916229200769
TD	six_tissue_mean	Pbre1_05G487600	Pbre1_05G487400	0.03141778232246812	0.03208132491137572
TD	six_tissue_mean	Pbre1_15G259200	Pbre1_15G259000	4.388127322174604	5.165133631488123
TD	six_tissue_mean	Pbre1_11G011000	Pbre1_11G010800	5.1978581262380885	5.099409833997291
TD	six_tissue_mean	Pbre1_15G584600	Pbre1_15G584400	5.410715915324214	2.5142489087144884
TD	six_tissue_mean	Pbre1_17G476200	Pbre1_17G476000	0.3116989878393543	0.7147098899659212
TD	six_tissue_mean	Pbre1_17G187000	Pbre1_17G186800	6.055811594194787	6.665727687167693
TD	six_tissue_mean	Pbre1_03G187800	Pbre1_03G187600	0.0	0.0
TD	six_tissue_mean	Pbre1_07G040200	Pbre1_07G040000	5.464364945730733	5.168188655329827
TD	six_tissue_mean	Pbre1_10G208400	Pbre1_10G208200	1.672965129521736	0.39845362479367363
TD	six_tissue_mean	Pbre1_10G437000	Pbre1_10G436800	0.13920555528075643	6.274185044784471
TD	six_tissue_mean	Pbre1_11G406600	Pbre1_11G406800	1.4881756323627822	2.3826504696178623
TD	six_tissue_mean	Pbre1_14G371400	Pbre1_14G371200	4.331534052293045	6.4476601447649715
TD	six_tissue_mean	Pbre1_02G443400	Pbre1_02G443200	1.9498641474073861	4.176653365672651
TD	six_tissue_mean	Pbre1_02G179400	Pbre1_02G179200	2.0934411297551345	3.255409586184586
TD	six_tissue_mean	Pbre1_03G332200	Pbre1_03G332000	3.743245249847257	5.012777978710472
TD	six_tissue_mean	Pbre1_01G113400	Pbre1_01G113200	3.4967766718473126	4.114933524139899
TD	six_tissue_mean	Pbre1_07G243400	Pbre1_07G243200	0.23880601388564687	1.0922799544821318
TD	six_tissue_mean	Pbre1_08G366800	Pbre1_08G366600	3.661928481689478	3.262352746741277
TD	six_tissue_mean	Pbre1_11G052000	Pbre1_11G051800	2.576884761449122	4.552671658888014
TD	six_tissue_mean	Pbre1_09G162600	Pbre1_09G162400	2.795691251399514	1.3383972198802412
TD	six_tissue_mean	Pbre1_05G327200	Pbre1_05G327000	4.512889950258819	2.596170470376372
TD	six_tissue_mean	Pbre1_06G360600	Pbre1_06G360400	2.9259577822827447	1.2826562671591386
TD	six_tissue_mean	Pbre1_04G098200	Pbre1_04G098000	0.0	0.10395345596455416
TD	six_tissue_mean	Pbre1_12G411400	Pbre1_12G411200	1.2311324302318885	0.22499372708524612
TD	six_tissue_mean	Pbre1_15G729200	Pbre1_15G729000	4.136509497850359	1.7703278382410905
TD	six_tissue_mean	Pbre1_07G156600	Pbre1_07G156400	1.4365570246242474	2.308490725112565
TD	six_tissue_mean	Pbre1_10G193400	Pbre1_10G193200	4.596790647057151	4.871900359894389
TD	six_tissue_mean	Pbre1_05G553000	Pbre1_05G553200	0.06731517550881713	1.2345005030552265
TD	six_tissue_mean	Pbre1_05G552800	Pbre1_05G552600	0.8374062845508846	1.4674947816284585
TD	six_tissue_mean	Pbre1_05G553400	Pbre1_05G553200	1.1405398225500556	1.2345005030552265
TD	six_tissue_mean	Pbre1_03G054000	Pbre1_03G053800	0.2883111114638485	0.5215091093297197
TD	six_tissue_mean	Pbre1_06G186000	Pbre1_06G185800	3.120923916823566	0.22802030660838662
TD	six_tissue_mean	Pbre1_17G291400	Pbre1_17G291200	4.594739313850152	4.848967735676922
TD	six_tissue_mean	Pbre1_01G107200	Pbre1_01G107000	0.3762314739393035	0.19325175391154475
TD	six_tissue_mean	Pbre1_08G236600	Pbre1_08G236400	0.1402865506976352	0.10396844600230748
TD	six_tissue_mean	Pbre1_16G350600	Pbre1_16G350400	0.9109062097238924	0.2823538041775888
TD	six_tissue_mean	Pbre1_08G320200	Pbre1_08G320000	5.143882873954983	3.160053380627514
TD	six_tissue_mean	Pbre1_11G372400	Pbre1_11G372200	0.0	0.0
TD	six_tissue_mean	Pbre1_11G027600	Pbre1_11G027400	2.944429008375915	1.9496614239689067
TD	six_tissue_mean	Pbre1_05G371200	Pbre1_05G371000	1.3550981349340572	1.059723404020354
TD	six_tissue_mean	Pbre1_06G031800	Pbre1_06G031600	0.30028795299170713	0.0191458389903262
TD	six_tissue_mean	Pbre1_10G352600	Pbre1_10G352400	3.412858670207864	2.8108669382219653
TD	six_tissue_mean	Pbre1_12G370200	Pbre1_12G370000	4.697054609082095	5.440722646013011
TD	six_tissue_mean	Pbre1_06G054200	Pbre1_06G054000	0.41303581461586925	2.855888698478143
TD	six_tissue_mean	Pbre1_15G260800	Pbre1_15G260600	1.9875987656596283	2.657075162992824
TD	six_tissue_mean	Pbre1_17G276200	Pbre1_17G276000	0.3255888536706883	0.7462449660489803
TD	six_tissue_mean	Pbre1_02G102600	Pbre1_02G102400	1.467500868028092	1.6280353809633437
TD	six_tissue_mean	Pbre1_09G117000	Pbre1_09G116800	1.3502028318216814	2.568860423162126
TD	six_tissue_mean	Pbre1_03G420200	Pbre1_03G420000	0.0	0.0
TD	six_tissue_mean	Pbre1_10G064800	Pbre1_10G064600	3.7124126166123657	4.112811610686226
TD	six_tissue_mean	Pbre1_04G023600	Pbre1_04G023400	4.6122232834839725	4.238636914924502
TD	six_tissue_mean	Pbre1_08G347000	Pbre1_08G346800	0.0	0.049615899293294956
TD	six_tissue_mean	Pbre1_16G055200	Pbre1_16G055000	3.977998161015534	3.960135804866307
TD	six_tissue_mean	Pbre1_03G292800	Pbre1_03G292600	0.9231659183005403	0.08517489383387113
TD	six_tissue_mean	Pbre1_14G410400	Pbre1_14G410200	0.589986664071018	0.05000986095812701
TD	six_tissue_mean	Pbre1_12G104200	Pbre1_12G104000	2.767992129113025	1.9631034763714734
TD	six_tissue_mean	Pbre1_12G056000	Pbre1_12G055800	1.8141592261014576	2.0390759693768548
TD	six_tissue_mean	Pbre1_15G015200	Pbre1_15G015000	4.532254351826083	2.41413769837876
TD	six_tissue_mean	Pbre1_16G347600	Pbre1_16G347400	4.636956600363158	4.436212976064975
TD	six_tissue_mean	Pbre1_05G515200	Pbre1_05G515000	3.205522924182784	0.3255312909654373
TD	six_tissue_mean	Pbre1_07G267800	Pbre1_07G267600	5.476175800424134	5.366550130400153
TD	six_tissue_mean	Pbre1_09G177600	Pbre1_09G177400	0.30305047446751443	2.7205926933368416
TD	six_tissue_mean	Pbre1_13G409400	Pbre1_13G409200	5.519131816300144	8.38602025245884
TD	six_tissue_mean	Pbre1_11G033000	Pbre1_11G032800	4.626112984557477	1.3835268963095162
TD	six_tissue_mean	Pbre1_04G051200	Pbre1_04G051000	5.841045586606988	5.797219468246676
TD	six_tissue_mean	Pbre1_14G093200	Pbre1_14G093000	0.0	0.0
TD	six_tissue_mean	Pbre1_06G266200	Pbre1_06G266000	4.868985707414956	6.031629365971625
TD	six_tissue_mean	Pbre1_13G062200	Pbre1_13G062000	0.2597455230482935	1.3783716935450505
TD	six_tissue_mean	Pbre1_15G266000	Pbre1_15G265800	2.8720653571449857	0.08218436121929845
TD	six_tissue_mean	Pbre1_15G085000	Pbre1_15G084800	5.181856772793936	3.3995866805514976
TD	six_tissue_mean	Pbre1_10G288400	Pbre1_10G288200	0.3052335712416788	2.090858171694631
TD	six_tissue_mean	Pbre1_08G300200	Pbre1_08G300000	2.289316595186739	5.871549302290579
TD	six_tissue_mean	Pbre1_03G016600	Pbre1_03G016400	2.0473325323683733	1.0688910097654316
TD	six_tissue_mean	Pbre1_09G108200	Pbre1_09G108000	2.3085704738645934	1.6629797433229065
TD	six_tissue_mean	Pbre1_09G221400	Pbre1_09G221200	1.9052482589228092	1.3189229110877114
TD	six_tissue_mean	Pbre1_08G402400	Pbre1_08G402200	2.3004059867258033	3.738191778495027
TD	six_tissue_mean	Pbre1_07G479000	Pbre1_07G478800	3.429910877604468	1.1886454678010467
TD	six_tissue_mean	Pbre1_03G435600	Pbre1_03G435400	0.0	3.2300327364002546
TD	six_tissue_mean	Pbre1_17G441000	Pbre1_17G440800	5.007027752933032	3.952258105605211
TD	six_tissue_mean	Pbre1_03G208600	Pbre1_03G208400	1.4937445008590402	2.2002219952566295
TD	six_tissue_mean	Pbre1_08G351000	Pbre1_08G350800	4.21476874411734	2.1865749829842875
TD	six_tissue_mean	Pbre1_15G431000	Pbre1_15G430800	0.26100198087787807	0.0
TD	six_tissue_mean	Pbre1_07G052000	Pbre1_07G051800	2.68363122280701	2.9738685989988194
TD	six_tissue_mean	Pbre1_04G014600	Pbre1_04G014400	4.0369601148487435	1.1612916751854272
TD	six_tissue_mean	Pbre1_08G290000	Pbre1_08G289800	3.8562540841441684	2.3551162755772563
TD	six_tissue_mean	Pbre1_08G220800	Pbre1_08G220600	4.064457764592964	5.423659379116007
TD	six_tissue_mean	Pbre1_11G454000	Pbre1_11G453800	4.2942367387471405	0.2637143160076604
TD	six_tissue_mean	Pbre1_12G339200	Pbre1_12G339000	0.0	2.8519754913736106
TD	six_tissue_mean	Pbre1_08G352200	Pbre1_08G352000	0.0	0.014078630867608688
TD	six_tissue_mean	Pbre1_12G096000	Pbre1_12G095800	0.6952552076298256	0.08401435937988615
TD	six_tissue_mean	Pbre1_08G243000	Pbre1_08G242800	0.38487575736461854	0.004665817140673496
TD	six_tissue_mean	Pbre1_05G435200	Pbre1_05G435000	3.4969586300510294	3.1292269018865406
TD	six_tissue_mean	Pbre1_13G119000	Pbre1_13G118800	0.5123244958824735	3.5384112290243115
TD	six_tissue_mean	Pbre1_03G207200	Pbre1_03G207000	6.3460253887442795	5.6763074982449515
TD	six_tissue_mean	Pbre1_15G050600	Pbre1_15G050400	2.4149860121808437	5.119801969822632
TD	six_tissue_mean	Pbre1_11G196000	Pbre1_11G195800	0.5698219146806845	0.42997439535930715
TD	six_tissue_mean	Pbre1_16G059200	Pbre1_16G059000	2.14704847776801	1.9691519025431679
TD	six_tissue_mean	Pbre1_10G015400	Pbre1_10G015200	0.25441626496275765	0.163042450767023
TD	six_tissue_mean	Pbre1_01G418200	Pbre1_01G418000	0.7005974441766964	3.4753679667770605
TD	six_tissue_mean	Pbre1_16G110000	Pbre1_16G109800	4.096968055865553	3.0830372267038815
TD	six_tissue_mean	Pbre1_03G024000	Pbre1_03G023800	3.046027403648066	2.9584181852167757
TD	six_tissue_mean	Pbre1_17G099400	Pbre1_17G099200	0.20357621871284656	7.573585608471124
TD	six_tissue_mean	Pbre1_11G057800	Pbre1_11G057600	4.607659329074092	4.563603218190486
TD	six_tissue_mean	Pbre1_07G296000	Pbre1_07G295800	3.9422890676038316	4.619649087327213
TD	six_tissue_mean	Pbre1_15G761400	Pbre1_15G761200	0.01759842306768864	0.03147424589287365
TD	six_tissue_mean	Pbre1_07G105600	Pbre1_07G105400	0.15467069352228885	1.7333267881296497
TD	six_tissue_mean	Pbre1_16G407800	Pbre1_16G407600	0.7840905884374673	3.704635257493525
TD	six_tissue_mean	Pbre1_04G103000	Pbre1_04G102800	6.16094071049576	4.327784259065146
TD	six_tissue_mean	Pbre1_03G067600	Pbre1_03G067400	2.6507241263326193	0.0898000366351473
TD	six_tissue_mean	Pbre1_06G050200	Pbre1_06G050000	3.3476844338892717	0.34419580656197735
TD	six_tissue_mean	Pbre1_07G083800	Pbre1_07G083600	0.022508672375220622	0.02210925890998636
TD	six_tissue_mean	Pbre1_17G476800	Pbre1_17G476600	4.335948446140419	1.0091227116806791
TD	six_tissue_mean	Pbre1_15G758800	Pbre1_15G758600	2.515845813767403	3.0225837128322595
TD	six_tissue_mean	Pbre1_17G163800	Pbre1_17G163600	0.4435953361760182	0.10336760385385217
TD	six_tissue_mean	Pbre1_11G509800	Pbre1_11G509600	5.557501601123151	5.451499292297487
TD	six_tissue_mean	Pbre1_11G213800	Pbre1_11G213600	1.7841590070533482	3.0432068029456913
TD	six_tissue_mean	Pbre1_11G124600	Pbre1_11G124400	1.469449542760535	3.1773809194247984
TD	six_tissue_mean	Pbre1_04G033400	Pbre1_04G033200	0.0	0.0
TD	six_tissue_mean	Pbre1_15G720000	Pbre1_15G719800	3.864158685716539	3.820138106755894
TD	six_tissue_mean	Pbre1_17G449000	Pbre1_17G448800	2.72022698119122	0.07014656830258323
TD	six_tissue_mean	Pbre1_01G395200	Pbre1_01G395000	4.426658366626008	4.654909992855298
TD	six_tissue_mean	Pbre1_12G306000	Pbre1_12G305800	2.937733421613463	4.05361372980757
TD	six_tissue_mean	Pbre1_11G034600	Pbre1_11G034400	1.5683751804862927	1.9664618459513563
TD	six_tissue_mean	Pbre1_05G444000	Pbre1_05G443800	5.4937371794171685	2.7738780291109704
TD	six_tissue_mean	Pbre1_09G059000	Pbre1_09G058800	5.0217485642168915	5.04480185624727
TD	six_tissue_mean	Pbre1_11G132200	Pbre1_11G132000	3.4708354380128403	4.139250612931597
TD	six_tissue_mean	Pbre1_01G253600	Pbre1_01G253400	0.8909995387705445	0.8350249048427756
TD	six_tissue_mean	Pbre1_13G058800	Pbre1_13G058600	5.208381591087431	5.635287983775797
TD	six_tissue_mean	Pbre1_04G403600	Pbre1_04G403400	3.2073508804666826	0.892546977513678
TD	six_tissue_mean	Pbre1_13G252800	Pbre1_13G252600	0.0	0.0
TD	six_tissue_mean	Pbre1_03G017200	Pbre1_03G017000	3.5164235375163453	2.998613685670322
TD	six_tissue_mean	Pbre1_08G363600	Pbre1_08G363400	6.0378821729992325	3.8075282068047294
TD	six_tissue_mean	Pbre1_02G079000	Pbre1_02G078800	2.318534350084761	3.8679310157957496
TD	six_tissue_mean	Pbre1_10G171200	Pbre1_10G171000	3.565623880899555	2.617570960946501
TD	six_tissue_mean	Pbre1_11G096600	Pbre1_11G096400	2.4543671429079335	3.251594432310201
TD	six_tissue_mean	Pbre1_01G386600	Pbre1_01G386400	0.11124102225873797	0.145090259358767
TD	six_tissue_mean	Pbre1_11G271400	Pbre1_11G271200	4.771976448190741	3.3061090461224243
TD	six_tissue_mean	Pbre1_11G047200	Pbre1_11G047000	1.501500291202553	3.576006238879933
TD	six_tissue_mean	Pbre1_12G151400	Pbre1_12G151200	6.625791138860149	5.881812282464948
TD	six_tissue_mean	Pbre1_01G242400	Pbre1_01G242200	4.686226986816197	3.604987330033118
TD	six_tissue_mean	Pbre1_05G194000	Pbre1_05G193800	0.22484580106163812	1.8333428312221738
TD	six_tissue_mean	Pbre1_17G255600	Pbre1_17G255400	0.43706630573160526	0.04458879719004532
TD	six_tissue_mean	Pbre1_01G314800	Pbre1_01G314600	0.2231541692791633	1.1185518731365338
TD	six_tissue_mean	Pbre1_03G416200	Pbre1_03G416000	5.43812501539194	5.216401387170939
TD	six_tissue_mean	Pbre1_07G326000	Pbre1_07G325800	2.789996554629382	3.6533818734518486
TD	six_tissue_mean	Pbre1_10G342000	Pbre1_10G341800	0.0	0.0
TD	six_tissue_mean	Pbre1_07G491800	Pbre1_07G491600	2.4717009632207967	0.5611781726788135
TD	six_tissue_mean	Pbre1_08G070600	Pbre1_08G070400	0.6032706588907737	1.3616655333261867
TD	six_tissue_mean	Pbre1_14G201600	Pbre1_14G201400	0.0	0.07335113836356617
TD	six_tissue_mean	Pbre1_04G040000	Pbre1_04G039800	4.7688542326805985	3.2434670001527808
TD	six_tissue_mean	Pbre1_10G409800	Pbre1_10G409600	0.26187958735754896	0.3864361097012107
TD	six_tissue_mean	Pbre1_15G246400	Pbre1_15G246200	0.3735036330100653	4.075570851526141
TD	six_tissue_mean	Pbre1_03G370400	Pbre1_03G370200	1.1284906086505382	2.064906413572449
TD	six_tissue_mean	Pbre1_04G070400	Pbre1_04G070200	0.06294393350004027	0.03189294841432107
TD	six_tissue_mean	Pbre1_03G030800	Pbre1_03G030600	0.9195251830570527	0.9129364595074956
TD	six_tissue_mean	Pbre1_08G139400	Pbre1_08G139200	1.2312493974058096	1.3931791184270352
TD	six_tissue_mean	Pbre1_07G029600	Pbre1_07G029400	3.6730614019617027	4.52025868143109
TD	six_tissue_mean	Pbre1_03G445800	Pbre1_03G445600	0.09131641836350073	0.37840323209309273
TD	six_tissue_mean	Pbre1_11G403400	Pbre1_11G403200	0.0	0.035350827459747436
TD	six_tissue_mean	Pbre1_06G313800	Pbre1_06G313600	3.2072132405205287	2.7184337088533064
