duplication_type	gene	age	TPM	log2_TPM_plus_1
TRD	Pbre1_07G454000	old	13.358855	3.843868805630347
TRD	Pbre1_02G366800	old	0.087352	0.12081904841288815
TD	Pbre1_09G300600	old	2.402142	1.7664433580560965
PD	Pbre1_11G032400	old	3.142083	2.0503564628989994
TD	Pbre1_11G290400	old	0.0	0.0
TD	Pbre1_13G269800	old	66.885449	6.085030466040299
PD	Pbre1_14G148800	old	81.303111	6.362875059427887
TD	Pbre1_08G051000	old	33.80006	5.121017888364465
TRD	Pbre1_15G286600	old	22.487689	4.553832865612658
PD	Pbre1_13G450400	old	3.720781	2.2390255569638495
PD	Pbre1_07G325600	old	0.102233	0.14042922609874758
TD	Pbre1_10G424400	old	0.080966	0.11232114619670656
PD	Pbre1_01G156200	old	2.445452	1.7846932588027364
TRD	Pbre1_11G198400	old	108.692168	6.77731671104062
TD	Pbre1_07G024800	old	1.203168	1.1395795102570023
TRD	Pbre1_10G173400	old	28.415947	4.878526577176712
TD	Pbre1_02G487400	old	0.0	0.0
TRD	Pbre1_10G592200	old	51.077727	5.702594576467133
PD	Pbre1_11G337000	old	0.0	0.0
TD	Pbre1_03G138200	old	10.761127	3.555954406711939
TRD	Pbre1_06G066800	old	100.964248	6.6719195745722
TRD	Pbre1_04G265600	old	2.612082	1.8528306446600038
PD	Pbre1_14G081400	old	0.0	0.0
PD	Pbre1_01G119200	old	12.316878	3.735183992473355
TRD	Pbre1_15G726800	old	0.288991	0.36624219054153656
TRD	Pbre1_01G434000	old	4.648809	2.4979467204624024
PD	Pbre1_10G020600	old	0.042789	0.060447269603721966
TRD	Pbre1_04G228400	old	0.333558	0.4152805729148549
TRD	Pbre1_05G413800	old	0.0	0.0
PD	Pbre1_02G495400	old	0.019895	0.028420631827411554
TD	Pbre1_07G254800	old	0.0	0.0
TRD	Pbre1_01G075600	old	0.0	0.0
TD	Pbre1_16G023400	old	0.825544	0.868326441611362
TRD	Pbre1_04G119000	old	0.0	0.0
TD	Pbre1_16G225000	old	0.0	0.0
TD	Pbre1_04G231400	old	0.878834	0.9098376064300543
TD	Pbre1_15G347600	old	0.016802	0.024038773169164154
TRD	Pbre1_07G377000	old	0.851248	0.8884981768960863
TD	Pbre1_09G189000	old	0.0	0.0
TD	Pbre1_05G039000	old	4.501479	2.4598195202963975
TRD	Pbre1_06G249800	old	0.028313	0.040279461824504516
TD	Pbre1_10G357400	old	181.825239	7.514321437778328
TRD	Pbre1_04G056400	old	37.211608	5.2559390645643
PD	Pbre1_15G734400	old	0.0	0.0
TRD	Pbre1_02G494200	old	13.410404	3.8490388773553503
TD	Pbre1_01G294800	old	57.87175	5.879503608197898
TRD	Pbre1_17G002200	old	5.543144	2.709984021548029
TRD	Pbre1_16G129400	old	3.816571	2.268006432387754
PD	Pbre1_09G022600	old	22.799945	4.572886334457601
TRD	Pbre1_17G240400	old	289.511514	8.182451533650712
TRD	Pbre1_17G481000	old	0.0	0.0
TD	Pbre1_01G198200	old	13.194092	3.8272186572997398
PD	Pbre1_05G409400	old	0.051589	0.07257095603735789
TD	Pbre1_04G292400	old	0.152296	0.20451136164047934
TD	Pbre1_04G252600	old	0.033468	0.04749371826888542
TD	Pbre1_09G183000	old	0.0	0.0
PD	Pbre1_11G149200	old	0.392456	0.47763174078992954
TD	Pbre1_07G062600	old	1.852393	1.5121727686297501
TD	Pbre1_11G018800	old	0.436693	0.5227518121810855
TRD	Pbre1_17G198000	old	0.098865	0.13601415626549582
TRD	Pbre1_15G330000	old	19.395459	4.3501760702488514
TRD	Pbre1_03G221000	old	19.124459	4.330878095083165
TRD	Pbre1_13G158000	old	16.535494	4.1322061688377305
TD	Pbre1_16G423800	old	0.0	0.0
TRD	Pbre1_05G105400	old	89.318255	6.496945707579698
TRD	Pbre1_15G110600	old	58.689613	5.899407994934238
PD	Pbre1_16G423600	old	0.0	0.0
TRD	Pbre1_11G107400	old	0.20025	0.26333493599650737
PD	Pbre1_06G310800	old	0.214745	0.28065349420448843
PD	Pbre1_11G492000	old	11.554444	3.650126232122449
PD	Pbre1_10G562400	old	0.0	0.0
TRD	Pbre1_06G148200	old	0.287884	0.3650026554391286
TRD	Pbre1_04G081800	old	162.735696	7.355225067653907
PD	Pbre1_02G440000	old	7.507076	3.08866334281785
TD	Pbre1_09G055600	old	93.215394	6.557890898175437
TD	Pbre1_13G357600	old	4.922351	2.5661699972620164
TRD	Pbre1_11G317000	old	9.848092	3.4393694136679276
PD	Pbre1_03G243200	old	0.0	0.0
TRD	Pbre1_05G287400	old	0.553476	0.6354999531118667
TD	Pbre1_03G165000	old	20.666038	4.437363451348496
TRD	Pbre1_02G315600	old	17.382813	4.200285644464621
TD	Pbre1_05G413800	old	0.0	0.0
TD	Pbre1_02G280000	old	0.024805	0.03534941968525648
PD	Pbre1_13G275400	old	0.231908	0.30089451828950287
PD	Pbre1_01G199800	old	1.672701	1.4182984496478928
TRD	Pbre1_16G155400	old	4.336785	2.415970891468309
TD	Pbre1_02G398400	old	0.0	0.0
TD	Pbre1_14G240200	old	17.300278	4.193793659581107
PD	Pbre1_15G106800	old	13.99795	3.906693413811867
TRD	Pbre1_15G539000	old	12.253189	3.7282676395383807
TD	Pbre1_15G284400	old	0.0	0.0
TD	Pbre1_01G130200	old	0.482913	0.5684339597950072
TRD	Pbre1_12G086800	old	6.636	2.9328171027418506
PD	Pbre1_12G329800	old	0.0	0.0
TRD	Pbre1_17G390800	old	10.621818	3.5387638619456316
TRD	Pbre1_03G046600	old	43.462148	5.474505742624539
TD	Pbre1_17G266400	old	0.0	0.0
TD	Pbre1_09G278800	old	3.569934	2.192173329712169
PD	Pbre1_03G199200	old	0.0	0.0
PD	Pbre1_16G098000	old	2.176288	1.6673417302813422
TRD	Pbre1_12G061000	old	43.19439	5.46579134158891
PD	Pbre1_15G719600	old	2.540657	1.8240170898832497
TRD	Pbre1_11G418200	old	17.003905	4.170237952171227
TRD	Pbre1_15G131400	old	18.721463	4.301694674217543
PD	Pbre1_05G049800	old	0.0	0.0
TRD	Pbre1_04G162000	old	0.519685	0.6037723131203948
TRD	Pbre1_15G034400	old	0.030757	0.043704258782121065
TD	Pbre1_05G248400	old	2.234512	1.6935480651429218
TRD	Pbre1_15G625600	old	2.559417	1.8316409602684687
TRD	Pbre1_16G282400	old	32.88275	5.082479066675422
TRD	Pbre1_14G352600	old	2.239864	1.6959332542692855
TRD	Pbre1_10G169400	old	13.276296	3.8355498140589055
TRD	Pbre1_10G105200	old	5.425233	2.6837487721041096
TRD	Pbre1_17G148400	old	4.272967	2.398614967875469
PD	Pbre1_10G157200	old	0.708174	0.7724549399182279
TD	Pbre1_08G137600	old	23.006103	4.585329319410104
PD	Pbre1_11G032800	old	2.074014	1.6201237355181375
TD	Pbre1_16G185800	old	0.0	0.0
PD	Pbre1_02G486000	old	9.675966	3.4162947109023696
TD	Pbre1_06G187000	old	12.62064	3.7677225884820937
TD	Pbre1_14G134000	old	0.0	0.0
TRD	Pbre1_03G193600	old	7.783287	3.134760945586965
TRD	Pbre1_03G408600	old	0.017555	0.02510677589965941
TRD	Pbre1_05G384200	old	0.571638	0.6522689556712531
TD	Pbre1_13G180000	old	56.645293	5.849130904970856
TRD	Pbre1_13G402200	old	0.0	0.0
TD	Pbre1_04G235200	old	0.0	0.0
TRD	Pbre1_17G028800	old	2.105605	1.6348743458939277
TD	Pbre1_05G039400	old	0.0	0.0
PD	Pbre1_04G310200	old	0.018911	0.02702804025130124
TD	Pbre1_03G012600	old	1.710904	1.4387740245824148
TD	Pbre1_11G261600	old	0.0	0.0
TD	Pbre1_04G308600	old	0.0	0.0
TD	Pbre1_11G362800	old	355.499634	8.477756785303198
PD	Pbre1_01G387600	old	1.202697	1.139271053521788
TD	Pbre1_09G316000	old	4.128655	2.3585805257840065
TD	Pbre1_02G292200	old	0.370126	0.45430857290584414
TD	Pbre1_05G231200	old	2.336877	1.7384985085878104
TD	Pbre1_02G256800	old	10.786538	3.55906811993273
PD	Pbre1_11G478800	old	0.91659	0.9385417463800343
TD	Pbre1_04G370600	old	36.01461	5.210022922769658
TRD	Pbre1_02G087600	old	7.109584	3.019627909938223
TD	Pbre1_02G236000	old	0.680916	0.7492476309325615
TRD	Pbre1_12G137400	old	20.286173	4.411844688631813
TRD	Pbre1_07G359600	old	46.739867	5.5771226420630695
TRD	Pbre1_07G502800	old	41.424177	5.4068147676303075
TD	Pbre1_07G060200	old	0.0	0.0
TRD	Pbre1_07G392800	old	0.27553	0.35109683100016403
TD	Pbre1_11G153800	old	46.941709	5.5832094332002065
TRD	Pbre1_15G125600	old	6.323501	2.872533493845401
TD	Pbre1_16G162200	old	0.0	0.0
TRD	Pbre1_14G390600	old	151.887546	7.256327081392896
TRD	Pbre1_08G131600	old	27.877209	4.851859406487873
TD	Pbre1_09G077200	old	0.8108	0.85662721169839
TD	Pbre1_06G145800	old	0.0	0.0
TRD	Pbre1_15G474800	old	1.83192	1.5017805107480766
PD	Pbre1_17G488800	old	0.0	0.0
TD	Pbre1_11G100600	old	2.586176	1.8424462935873178
PD	Pbre1_09G065200	old	31.872666	5.038816559793836
TRD	Pbre1_05G224400	old	1.010537	1.0075808863622653
TRD	Pbre1_09G252400	old	0.112062	0.15323722385193173
TRD	Pbre1_17G146600	old	4.328504	2.4137305471073818
TD	Pbre1_11G430600	old	0.040434	0.05718545051994563
TD	Pbre1_10G031400	old	0.039665	0.05611873923650477
TD	Pbre1_07G209600	old	0.127838	0.1735598572924941
TRD	Pbre1_16G277600	old	2.573261	1.8372412958581108
PD	Pbre1_10G174000	old	0.729242	0.7901397820912291
TRD	Pbre1_13G325400	old	1.789169	1.4798353521056251
PD	Pbre1_05G232800	old	949.811957	9.893016235878102
TRD	Pbre1_11G352800	old	3.640715	2.2143471000696398
TRD	Pbre1_03G294800	old	17.771608	4.230480333455835
PD	Pbre1_12G191600	old	17.729672	4.22725372975306
TD	Pbre1_07G441800	old	0.0	0.0
TD	Pbre1_14G332400	old	74.565685	6.23965933833918
TRD	Pbre1_16G051800	old	22.101465	4.529912439222081
PD	Pbre1_11G419800	old	0.0	0.0
TD	Pbre1_11G044200	old	0.0	0.0
TRD	Pbre1_02G370800	old	0.0	0.0
TRD	Pbre1_15G626800	old	9.774926	3.4296060560996824
TD	Pbre1_02G194600	old	0.017588	0.02515356272137507
TD	Pbre1_17G485000	old	0.0	0.0
PD	Pbre1_09G100000	old	0.0	0.0
TD	Pbre1_14G296800	old	44.82469	5.518053215980392
TD	Pbre1_11G350400	old	0.265207	0.3393734429765983
TRD	Pbre1_02G294800	old	15.716699	4.063218085457971
TD	Pbre1_11G184000	old	1.859559	1.515792672328854
TRD	Pbre1_08G111200	old	13.221935	3.8300458625862888
TD	Pbre1_16G313600	old	0.359846	0.4434432782283543
TRD	Pbre1_05G196800	old	0.0	0.0
TD	Pbre1_05G444200	old	30.217546	4.964285226925143
TD	Pbre1_06G115800	old	0.061719	0.08640198558743059
TRD	Pbre1_10G234600	old	9.927686	3.449916029313289
TRD	Pbre1_05G514200	old	5.860211	2.778252950154971
PD	Pbre1_05G463200	old	14.344299	3.9396308330785663
TRD	Pbre1_05G149600	old	15.362645	4.032334071770119
TD	Pbre1_04G001800	old	29.455357	4.928624110788541
TRD	Pbre1_15G671600	old	440.251227	8.785456479907786
PD	Pbre1_05G010600	old	0.891283	0.9193652554868217
TRD	Pbre1_03G081600	old	0.0	0.0
PD	Pbre1_11G355600	old	25.136624	4.7080008988744995
TD	Pbre1_07G117000	old	1.34469	1.2293971913859878
TRD	Pbre1_13G152200	old	7.199781	3.035585378702292
TRD	Pbre1_13G412000	old	2.665448	1.8739895388444499
TRD	Pbre1_04G130400	old	69.019107	6.129676757126688
TRD	Pbre1_15G238000	old	53.814785	5.7764931736435035
TRD	Pbre1_10G026000	old	0.0	0.0
TD	Pbre1_07G317400	old	2.002756	1.5862872481578558
TD	Pbre1_11G136800	old	0.161731	0.21627604990142055
PD	Pbre1_14G446000	old	0.0	0.0
PD	Pbre1_10G199800	old	0.0	0.0
TD	Pbre1_17G160200	old	2.761888	1.9114568971732064
TRD	Pbre1_07G122000	old	32.471604	5.06486578327057
TRD	Pbre1_14G028800	old	0.474198	0.5599303062743144
TRD	Pbre1_13G359200	old	17.652909	4.221328737303671
TRD	Pbre1_02G335800	old	6.969817	2.9945465979643613
PD	Pbre1_08G173400	old	7.627711	3.108977851759171
PD	Pbre1_09G156600	old	0.958747	0.9699310650802744
TD	Pbre1_17G376000	old	8.016256	3.1725284787629286
TRD	Pbre1_06G061800	old	10.787944	3.559240206787482
PD	Pbre1_09G193400	old	115.410498	6.863077357381793
TRD	Pbre1_10G371000	old	3.340301	2.117795097082034
TRD	Pbre1_01G236200	old	3.257818	2.0901142832544775
PD	Pbre1_15G412800	old	0.0	0.0
TRD	Pbre1_04G254400	old	0.028515	0.040562834473259354
TD	Pbre1_03G049000	old	0.0	0.0
TRD	Pbre1_09G285400	old	27.798464	4.84791996076753
TRD	Pbre1_11G119400	old	13.96208	3.9032388447848523
TRD	Pbre1_13G339400	old	22.153734	4.533172970397799
PD	Pbre1_10G297800	old	11.764758	3.6740942816328346
TRD	Pbre1_02G386800	old	0.061719	0.08640198558743059
TRD	Pbre1_13G271000	old	4881.469861	12.253395423188893
TRD	Pbre1_16G029400	old	19.636911	4.367155134519884
TRD	Pbre1_14G105000	old	0.162608	0.21736474101825107
TRD	Pbre1_14G201200	old	0.0	0.0
TRD	Pbre1_16G374600	old	41.463439	5.408149310862961
TRD	Pbre1_11G330800	old	57.149297	5.861689845128514
TD	Pbre1_13G169400	old	0.516918	0.6011430999614842
TRD	Pbre1_05G227000	old	0.479568	0.5651760033979136
PD	Pbre1_10G142400	old	132.932188	7.065358915839169
TRD	Pbre1_01G310200	old	10.809057	3.5618218593056477
TRD	Pbre1_15G099000	old	25.912512	4.750205152562236
TD	Pbre1_12G054000	old	1.687645	1.426342591032459
TRD	Pbre1_13G306400	old	4.071083	2.342293887638318
TRD	Pbre1_07G406400	old	8.201358	3.201846799787451
TRD	Pbre1_15G497000	old	1.096359	1.0678857985403376
PD	Pbre1_01G193400	old	12.575837	3.7629692430845103
TRD	Pbre1_06G109400	old	16.091066	4.095170478147841
TRD	Pbre1_10G409600	old	0.064229	0.08980862228333035
TRD	Pbre1_09G047200	old	4.719252	2.515826474546388
TRD	Pbre1_05G217600	old	15.195168	4.017491528843848
TRD	Pbre1_15G255000	old	31.389534	5.01745580659177
TRD	Pbre1_06G156200	old	97.541828	6.622664329497409
PD	Pbre1_02G152000	old	8.423313	3.2362343643359157
TRD	Pbre1_06G016200	old	10.407033	3.511851686442112
TD	Pbre1_08G072800	old	103.59932	6.708729662432078
TRD	Pbre1_10G562800	old	26.923533	4.803409583681222
TD	Pbre1_14G016000	old	0.0	0.0
TD	Pbre1_03G132000	old	2.097081	1.6309091152599646
TRD	Pbre1_16G306200	old	6.55433	2.917303807204708
PD	Pbre1_09G425600	old	17.417397	4.202997269207124
TD	Pbre1_12G332200	old	0.0	0.0
TRD	Pbre1_03G258400	old	47.00167	5.5850126936129785
TD	Pbre1_04G169800	old	0.351391	0.4344451521973251
TRD	Pbre1_08G117400	old	0.0	0.0
TRD	Pbre1_17G399000	old	104.030718	6.714667519809466
TD	Pbre1_17G255800	old	0.0	0.0
TRD	Pbre1_04G000200	old	13.741618	3.8818229743046953
TRD	Pbre1_15G220400	old	3.14895	2.052746271047428
TD	Pbre1_04G399000	old	3.862592	2.281725546075827
TRD	Pbre1_05G087200	old	38.062058	5.287696055074165
TRD	Pbre1_15G609000	old	0.146079	0.19670649346656763
TRD	Pbre1_09G276400	old	5.526716	2.7063572640137945
TRD	Pbre1_08G318600	old	8.205034	3.2024230503683158
TD	Pbre1_03G008800	old	23.526778	4.616285819254615
TRD	Pbre1_15G364200	old	178.858703	7.490720160041243
PD	Pbre1_09G204000	old	23.55251	4.6177986134986435
TD	Pbre1_09G146600	old	0.0	0.0
TD	Pbre1_06G023600	old	0.0	0.0
TRD	Pbre1_02G442800	old	0.0	0.0
TRD	Pbre1_07G058800	old	0.0	0.0
PD	Pbre1_15G090400	old	9.077434	3.3330564294844915
TD	Pbre1_03G459600	old	13.298133	3.8377548721365984
PD	Pbre1_07G202600	old	0.576808	0.657007001085011
PD	Pbre1_06G302400	old	0.0	0.0
TRD	Pbre1_13G367400	old	7.432432	3.0759487792489355
TRD	Pbre1_16G033200	old	15.876439	4.076938616289512
PD	Pbre1_02G249600	old	1.825838	1.4986787610378243
TD	Pbre1_09G134000	old	0.0	0.0
TD	Pbre1_08G151000	old	0.05496	0.07718829855743663
TD	Pbre1_14G303400	old	18.202729	4.263239449322928
TRD	Pbre1_08G325400	old	12.408761	3.745104029986751
TRD	Pbre1_17G152400	old	0.371931	0.45620792432336
TD	Pbre1_09G296800	old	0.0	0.0
TD	Pbre1_15G721200	old	2.015396	1.5923474779863196
TRD	Pbre1_07G220600	old	7.555993	3.0969353021769384
TRD	Pbre1_10G069800	old	7.080733	3.0144861651925443
PD	Pbre1_08G205000	old	13.256016	3.83349895604528
TD	Pbre1_13G307800	old	113.869213	6.843848371537111
TD	Pbre1_10G171400	old	7.265713	3.047139271689107
TRD	Pbre1_06G261000	old	11.929635	3.6926096437306177
TD	Pbre1_10G567000	old	0.280624	0.3568469526806573
TRD	Pbre1_05G069600	old	0.891447	0.919490351376221
TRD	Pbre1_07G403800	old	19.922862	4.387008303584809
TD	Pbre1_14G045200	old	0.0	0.0
TRD	Pbre1_05G195000	old	13.465332	3.854527530443638
TRD	Pbre1_06G119800	old	1.586412	1.3709521061663088
TD	Pbre1_15G562800	old	3.471258	2.160680794500904
PD	Pbre1_13G355000	old	0.0	0.0
TRD	Pbre1_15G054000	old	0.951747	0.9647660521316122
PD	Pbre1_12G120000	old	4.294175	2.404405884190954
TRD	Pbre1_16G158400	old	4.913965	2.5641257053324598
TD	Pbre1_15G421200	old	0.49289	0.5781078678830792
TD	Pbre1_04G032400	old	0.735084	0.7950055091723609
PD	Pbre1_06G411800	old	7.015912	3.002866670476675
TRD	Pbre1_11G171600	old	5.825263	2.770884638924114
TD	Pbre1_07G039800	old	7.195721	3.0348708727377005
TD	Pbre1_07G210000	old	1.899507	1.5358076212339522
TRD	Pbre1_16G172400	old	322.790121	8.338915158732899
TRD	Pbre1_04G164000	old	16.652299	4.14178418432749
TRD	Pbre1_05G077800	old	186.236173	7.548715372379303
TRD	Pbre1_15G115000	old	37.617748	5.271192130642478
PD	Pbre1_10G348800	old	0.015745	0.02253826292690522
TRD	Pbre1_05G251000	old	4.841476	2.5463329493846483
TD	Pbre1_03G301800	old	12.74393	3.7807226886220375
TD	Pbre1_02G426800	old	11.296998	3.6202342560520395
TRD	Pbre1_15G729000	old	1.619781	1.389446215037733
TRD	Pbre1_12G364400	old	0.93356	0.9512595331610345
TRD	Pbre1_07G152600	old	0.021075	0.030088838942588094
TD	Pbre1_11G322600	old	0.0	0.0
PD	Pbre1_06G182800	old	1.404082	1.265486105273635
PD	Pbre1_06G282000	old	0.713566	0.7770017600152207
PD	Pbre1_10G282200	old	21.460009	4.48928660073152
TRD	Pbre1_02G506000	old	144.157318	7.181473495987848
PD	Pbre1_10G116600	old	0.283246	0.35979776353764487
TRD	Pbre1_15G556800	old	0.0	0.0
PD	Pbre1_15G088400	old	0.0	0.0
TRD	Pbre1_15G206200	old	43.517136	5.476288875089562
TD	Pbre1_10G387000	old	0.0	0.0
TRD	Pbre1_15G472800	old	66.963616	6.086690707952257
TRD	Pbre1_14G151600	old	4.560156	2.4751253608748827
TRD	Pbre1_14G189000	old	17.272304	4.191586653308245
PD	Pbre1_10G334600	old	0.0	0.0
TD	Pbre1_10G022400	old	10.966268	3.5809013743702085
PD	Pbre1_05G358400	old	0.0	0.0
TD	Pbre1_13G019800	old	0.0	0.0
TRD	Pbre1_06G366400	old	12.060487	3.707136788049317
PD	Pbre1_02G249000	old	0.0	0.0
TRD	Pbre1_15G035400	old	13.188712	3.826671727587444
PD	Pbre1_09G099400	old	1.449881	1.2927116737668705
TRD	Pbre1_15G020600	old	64.813987	6.040322317618922
TRD	Pbre1_11G213600	old	1.043524	1.0310591870716408
PD	Pbre1_04G182000	old	0.0	0.0
PD	Pbre1_02G060000	old	0.43869	0.5247557625834386
TD	Pbre1_07G161200	old	0.114791	0.15677326034608882
TD	Pbre1_07G428000	old	2.626201	1.8584588957567096
TRD	Pbre1_17G267400	old	14.274541	3.9330571225926976
TRD	Pbre1_15G331200	old	10.130064	3.4763899833639242
TRD	Pbre1_01G202000	old	24.285068	4.660213753246997
TD	Pbre1_08G364000	old	8.18091	3.1986371588047624
TD	Pbre1_12G067400	old	0.0	0.0
TD	Pbre1_17G361800	old	0.0	0.0
TRD	Pbre1_14G178000	old	0.015543	0.022251327347883487
TRD	Pbre1_07G468600	old	18.952453	4.318494220451989
TRD	Pbre1_10G086000	old	78.467709	6.312296847998805
TRD	Pbre1_10G256800	old	3.495535	2.168492816722542
TD	Pbre1_10G421000	old	2.047273	1.6075187544068084
PD	Pbre1_08G034000	old	0.167055	0.2228725527826139
TRD	Pbre1_17G503200	old	7.94525	3.161121802983741
TRD	Pbre1_09G008000	old	21.451013	4.488708636384087
TRD	Pbre1_13G412400	old	38.103993	5.28924402690004
TD	Pbre1_15G029000	old	0.0	0.0
TRD	Pbre1_01G205200	old	25.316263	4.717882730839509
TRD	Pbre1_02G113200	old	7.185735	3.0331119626062883
TD	Pbre1_08G287200	old	0.0	0.0
TD	Pbre1_13G099800	old	2.920734	1.9711237663384433
TD	Pbre1_04G232000	old	0.056275	0.07898548761891305
PD	Pbre1_13G429800	old	24.299443	4.661033717357001
TRD	Pbre1_06G345600	old	18.023843	4.2497368088569045
PD	Pbre1_02G234000	old	0.0	0.0
TRD	Pbre1_12G350200	old	3.467941	2.1596101348880548
PD	Pbre1_14G259400	old	0.183899	0.24354600798172435
TD	Pbre1_05G558600	old	0.179656	0.23836621598687857
PD	Pbre1_04G227600	old	0.941565	0.9572200068126695
TRD	Pbre1_13G107200	old	3.325704	2.112934947698765
TRD	Pbre1_06G046600	old	23.017943	4.586040692609697
PD	Pbre1_17G066200	old	0.0	0.0
PD	Pbre1_10G057200	old	0.086534	0.11973332027521628
TRD	Pbre1_05G005600	old	1.693986	1.429742353479112
PD	Pbre1_17G491400	old	0.0	0.0
TRD	Pbre1_04G337200	old	2.45158	1.7872569231548727
PD	Pbre1_01G133800	old	2.582515	1.8409727450681073
PD	Pbre1_01G121200	old	21.947131	4.520241884656743
TRD	Pbre1_12G440000	old	0.021137	0.030176437186612323
PD	Pbre1_06G009000	old	1.686759	1.4258669186349961
PD	Pbre1_09G139600	old	2.524007	1.8172167899947784
TD	Pbre1_07G281000	old	1.274336	1.185445407143499
PD	Pbre1_08G233200	old	0.013943	0.01997655181983617
TRD	Pbre1_04G148000	old	0.0	0.0
TRD	Pbre1_15G062400	old	17.897201	4.240100657245831
PD	Pbre1_11G345800	old	1.93899	1.5553204501852465
TRD	Pbre1_13G121000	old	0.232946	0.302109614632708
TD	Pbre1_08G338800	old	3.196909	2.0693271821487653
TD	Pbre1_17G272600	old	0.0	0.0
PD	Pbre1_13G354000	old	0.639819	0.7135365817864947
TRD	Pbre1_15G437200	old	18.930983	4.316940960822107
TRD	Pbre1_05G426000	old	0.0	0.0
TRD	Pbre1_02G386400	old	1.139704	1.0974112324823675
TRD	Pbre1_10G328600	old	0.073919	0.10288518261084775
TD	Pbre1_05G447600	old	0.033333	0.04730524939278463
TRD	Pbre1_05G537800	old	33.40247	5.1044402449549935
TRD	Pbre1_10G005800	old	1.642222	1.4017516871917728
TD	Pbre1_10G407600	old	1.52267	1.3349514942644074
TRD	Pbre1_06G104800	old	14.80795	3.982578383735209
PD	Pbre1_04G206600	old	1.238088	1.1622667631541792
TRD	Pbre1_10G337000	old	241.375204	7.921098302380808
TD	Pbre1_01G127600	old	0.821236	0.864917882209786
PD	Pbre1_04G263600	old	0.938901	0.955239141528592
PD	Pbre1_04G257000	old	4.034857	2.331950803391829
PD	Pbre1_03G409200	old	0.128078	0.17386682511498336
PD	Pbre1_03G039000	old	0.0	0.0
TRD	Pbre1_08G398800	old	50.16497	5.677084504652205
TD	Pbre1_17G281600	old	0.0	0.0
TD	Pbre1_02G054000	old	0.0	0.0
TD	Pbre1_10G481000	old	0.0	0.0
TD	Pbre1_02G288400	old	0.0	0.0
TD	Pbre1_09G062800	old	1.231034	1.1577124998024146
TD	Pbre1_14G114600	old	0.0	0.0
TD	Pbre1_13G068400	old	11.917689	3.6912760870200207
TRD	Pbre1_02G181000	old	104.331832	6.718797684339578
TD	Pbre1_03G174200	old	9.219077	3.3531929910007467
TRD	Pbre1_09G224000	old	4.541577	2.4702965911345762
TRD	Pbre1_01G092800	old	14.488856	3.953158686137131
TD	Pbre1_15G763600	old	5.0456	2.5958855279059483
TD	Pbre1_07G072000	old	0.589554	0.6686220282461928
TD	Pbre1_06G218000	old	74.494672	6.23830292541232
PD	Pbre1_10G513600	old	18.283928	4.269327043183818
TD	Pbre1_11G490000	old	10.230621	3.489365799015017
TRD	Pbre1_13G486800	old	141.515005	7.154970014311328
TRD	Pbre1_04G072400	old	3.77546	2.2556397085944533
TRD	Pbre1_07G499000	old	0.043419	0.06131860928163413
TD	Pbre1_06G042600	old	17.140868	4.181171582139471
TRD	Pbre1_06G174000	old	38.06653	5.287861211834195
TRD	Pbre1_12G247000	old	17.857536	4.237069274993014
TD	Pbre1_04G029600	old	12.242333	3.727085409707972
TD	Pbre1_12G150800	old	6.197087	2.8474130980787686
PD	Pbre1_14G053200	old	0.0	0.0
TD	Pbre1_15G246000	old	0.033259	0.04720193007956596
TRD	Pbre1_01G302000	old	14.473426	3.9517207568318073
TRD	Pbre1_04G118400	old	67.600912	6.100155851010396
PD	Pbre1_01G315600	old	0.996067	0.9971601470005577
PD	Pbre1_10G376600	old	0.101926	0.14002734276781087
TRD	Pbre1_03G215200	old	103.458505	6.706786151033678
TRD	Pbre1_03G432000	old	17.732244	4.227451830226672
TRD	Pbre1_10G497800	old	1.513116	1.3294772644387698
TD	Pbre1_01G197600	old	2.239618	1.6958237075554496
TRD	Pbre1_04G022600	old	16.856307	4.158361831354496
TRD	Pbre1_14G175400	old	17.302642	4.19398001253226
PD	Pbre1_05G458400	old	45.094223	5.526514043556972
PD	Pbre1_03G090000	old	0.162827	0.21763647530872893
TRD	Pbre1_12G439600	old	0.020804	0.02970588739807796
TRD	Pbre1_10G309600	old	58.886753	5.904165007838358
TD	Pbre1_16G309200	old	11.543328	3.64884827014852
TRD	Pbre1_17G107800	old	10.65435	3.542796637927562
TRD	Pbre1_11G077600	old	3.154965	2.0548363242786274
TRD	Pbre1_14G317000	old	1.097064	1.0683708915125512
TD	Pbre1_05G139400	old	1.057326	1.0407704187138256
TD	Pbre1_09G125000	old	0.0	0.0
TRD	Pbre1_16G473400	old	63.292168	6.006571095648058
PD	Pbre1_02G385400	old	0.0	0.0
TRD	Pbre1_13G472600	old	211.809329	7.733417585947619
TRD	Pbre1_11G361400	old	3.61415	2.2060649049178584
PD	Pbre1_04G054200	old	3.435866	2.1492157847837974
TRD	Pbre1_12G274800	old	6.898364	2.98155385664278
TRD	Pbre1_14G161800	old	11.004684	3.5855255228094527
PD	Pbre1_12G184800	old	0.0	0.0
PD	Pbre1_05G394800	old	157.314726	7.306651647012673
TRD	Pbre1_10G135800	old	68.530007	6.1195638296620745
TD	Pbre1_06G261400	old	19.475271	4.355810641638566
TD	Pbre1_02G214200	old	160.071579	7.3315581434529165
TRD	Pbre1_15G046000	old	12.271372	3.730245619723436
PD	Pbre1_04G051800	old	0.138124	0.18665774959471118
PD	Pbre1_09G274600	old	0.009694	0.01391813300542108
