duplication_type	gene	age	TPM	log2_TPM_plus_1
PD	Pbre1_13G070000	young	1.661143	1.4120460375482964
TD	Pbre1_09G462600	young	4.669917	2.5033276161966342
PD	Pbre1_16G046200	young	127.305158	7.003435359200314
TD	Pbre1_08G209000	young	0.0	0.0
PD	Pbre1_08G035800	young	0.146784	0.19759368126268045
PD	Pbre1_05G182200	young	0.0	0.0
PD	Pbre1_14G366000	young	1.92513	1.5485007430507955
TD	Pbre1_07G403600	young	14.03465	3.9102193778879584
TD	Pbre1_04G013600	young	0.0	0.0
TD	Pbre1_07G047800	young	0.455337	0.5413532644278545
PD	Pbre1_05G288800	young	0.741342	0.800199576480515
TD	Pbre1_12G275800	young	0.030779	0.043735050668268785
PD	Pbre1_06G347400	young	0.452326	0.538365327847272
PD	Pbre1_17G210800	young	1.478667	1.309564463551158
TD	Pbre1_11G029200	young	37.601082	5.270569382125704
TD	Pbre1_08G313000	young	0.0	0.0
TD	Pbre1_03G460800	young	15.254467	4.02276434429834
PD	Pbre1_09G042400	young	0.381948	0.46670333095515903
TD	Pbre1_04G348200	young	0.082408	0.11424440732220566
TRD	Pbre1_04G133200	young	0.011623	0.01667174322957491
PD	Pbre1_02G469000	young	2.031088	1.59983573774436
TD	Pbre1_03G025800	young	5.569234	2.7157251561140128
TRD	Pbre1_03G272000	young	0.0	0.0
TD	Pbre1_15G202800	young	24.557475	4.6756734043756625
TD	Pbre1_06G356000	young	21.234988	4.474759720968951
TD	Pbre1_09G184000	young	38.891732	5.318017857910466
PD	Pbre1_09G183800	young	10.942957	3.578088177810769
TD	Pbre1_11G169000	young	0.0	0.0
PD	Pbre1_17G280800	young	1.264707	1.179324411423757
TD	Pbre1_09G167400	young	7.521753	3.0911502361160705
TD	Pbre1_06G354000	young	19.334845	4.3458820889535215
TD	Pbre1_02G381400	young	79.081878	6.323403902097204
TD	Pbre1_05G536200	young	70.818885	6.166291349986042
TD	Pbre1_06G254000	young	68.236745	6.1134659963287525
TD	Pbre1_09G281200	young	11.861109	3.684943145004032
PD	Pbre1_02G397400	young	3.481521	2.1639884570022128
PD	Pbre1_05G413000	young	0.036296	0.051436142733280135
TD	Pbre1_13G396200	young	0.0	0.0
PD	Pbre1_01G196000	young	2.352949	1.7454305391989038
TD	Pbre1_14G294600	young	0.0	0.0
TD	Pbre1_15G715000	young	2.228302	1.6907755456301439
TD	Pbre1_11G107600	young	0.263866	0.3378435114711494
PD	Pbre1_14G213200	young	10.229365	3.4892044431732776
PD	Pbre1_01G136800	young	3.670132	2.22346332789084
TD	Pbre1_03G121600	young	65.49929	6.05526703220875
PD	Pbre1_17G417800	young	19.772633	4.376612189032798
PD	Pbre1_04G397400	young	0.0	0.0
TD	Pbre1_15G109000	young	0.410511	0.4962179169575641
PD	Pbre1_10G373000	young	0.016596	0.02374645933838458
TD	Pbre1_02G444200	young	0.630889	0.7056585940675573
TD	Pbre1_07G421400	young	0.316012	0.39617264428710536
TD	Pbre1_09G211000	young	0.233362	0.30259630254249176
PD	Pbre1_14G099000	young	1.772572	1.471224925741069
PD	Pbre1_12G380400	young	5.227725	2.6387052401947857
PD	Pbre1_10G492400	young	0.191306	0.252544032832704
TD	Pbre1_12G256600	young	43.525314	5.476553880378108
TD	Pbre1_04G034600	young	8.839828	3.2986330975039673
PD	Pbre1_04G017200	young	89.301849	6.496683623189514
TD	Pbre1_17G178800	young	36.953072	5.246144759969337
TD	Pbre1_08G358800	young	0.244476	0.31553840788837284
TD	Pbre1_06G041800	young	39.920463	5.354750563627129
PD	Pbre1_01G432400	young	14.47253	3.951637214106096
PD	Pbre1_10G366800	young	0.175708	0.23352979549677105
PD	Pbre1_11G124200	young	13.614915	3.8693695333754894
PD	Pbre1_17G298000	young	0.0	0.0
TRD	Pbre1_01G000200	young	1.217638	1.149023883881889
PD	Pbre1_17G487200	young	14.964597	3.996804229791001
PD	Pbre1_13G042400	young	235.752933	7.887238488323061
TD	Pbre1_07G026200	young	49.661452	5.6628165213886215
PD	Pbre1_11G123600	young	4.059571	2.339015064285062
PD	Pbre1_15G258000	young	1.25007	1.1699698845898503
PD	Pbre1_02G021600	young	0.017272	0.024705481146637103
TD	Pbre1_09G099200	young	0.0	0.0
PD	Pbre1_07G135600	young	4.916783	2.564812984733916
TD	Pbre1_12G292800	young	0.0	0.0
PD	Pbre1_01G306000	young	0.0	0.0
TD	Pbre1_16G410600	young	0.023358	0.03331092951480965
PD	Pbre1_09G194600	young	0.0	0.0
TD	Pbre1_13G272600	young	38.539473	5.305221737189856
TD	Pbre1_10G260000	young	0.0	0.0
TD	Pbre1_14G383000	young	10.015144	3.4614164502736795
TD	Pbre1_13G435800	young	8.232681	3.206749640695744
TD	Pbre1_10G488600	young	1.527063	1.337461631300741
PD	Pbre1_09G232600	young	0.240797	0.31126710334160995
TD	Pbre1_01G350600	young	0.225801	0.29372478684607645
PD	Pbre1_08G162600	young	0.922094	0.9426788928326335
PD	Pbre1_12G286800	young	0.132426	0.17941677837647815
PD	Pbre1_11G112800	young	3.786405	2.258942475182106
PD	Pbre1_09G314600	young	0.559519	0.6411011295243749
PD	Pbre1_09G211000	young	0.233362	0.30259630254249176
PD	Pbre1_10G115400	young	7.70539	3.121908931818068
TD	Pbre1_01G375600	young	0.139523	0.188430044086376
PD	Pbre1_13G278200	young	4.813755	2.539470275510515
PD	Pbre1_17G390600	young	0.752996	0.8098227041483652
TD	Pbre1_10G029800	young	19.337859	4.346095907187057
TD	Pbre1_04G077800	young	38.615577	5.307995910087811
PD	Pbre1_08G082600	young	0.0	0.0
TD	Pbre1_05G507600	young	0.053617	0.0753505286283191
PD	Pbre1_17G416400	young	0.701018	0.766398407534712
PD	Pbre1_01G328000	young	18.283609	4.26930317753131
PD	Pbre1_01G306200	young	1.758236	1.463745901907492
PD	Pbre1_02G452600	young	1.456594	1.2966594439491923
TD	Pbre1_15G721000	young	6.147132	2.837364433577196
TD	Pbre1_09G250000	young	0.0	0.0
TD	Pbre1_17G200000	young	0.523014	0.6069292035702742
TD	Pbre1_07G143800	young	2.558132	1.831120032868409
PD	Pbre1_04G131200	young	0.0	0.0
TD	Pbre1_05G073400	young	2.436416	1.7809046944533509
TD	Pbre1_16G148800	young	0.030927	0.04394217900414051
PD	Pbre1_10G148400	young	13.220828	3.829933562426767
PD	Pbre1_11G383200	young	0.0	0.0
PD	Pbre1_12G035600	young	0.0	0.0
PD	Pbre1_07G187400	young	11.888485	3.688010784386622
TD	Pbre1_16G203400	young	0.046977	0.0662297494794102
PD	Pbre1_07G016600	young	1.75249	1.460737322381246
PD	Pbre1_03G162600	young	1.396222	1.2607615740125053
PD	Pbre1_16G100200	young	0.0	0.0
TD	Pbre1_11G029600	young	5.795557	2.7645918067989923
TD	Pbre1_05G126400	young	32.236815	5.054710233798838
TD	Pbre1_14G311200	young	0.613957	0.690602141990446
TD	Pbre1_09G470800	young	0.0	0.0
TD	Pbre1_09G055800	young	4.788949	2.533301446639138
PD	Pbre1_13G275600	young	0.300791	0.3793891807449157
TD	Pbre1_12G331400	young	456.046906	8.836198424163065
TD	Pbre1_12G384200	young	19.373984	4.3486562124049035
PD	Pbre1_16G391800	young	0.078343	0.10881614440811323
TD	Pbre1_01G345200	young	2.034314	1.601370387761216
PD	Pbre1_11G201000	young	0.503451	0.588277848817152
PD	Pbre1_11G390600	young	1.864949	1.5185094572711957
TD	Pbre1_17G110000	young	0.040694	0.05754592879190445
PD	Pbre1_10G308200	young	17.875407	4.238435847698647
PD	Pbre1_07G049600	young	1.781374	1.4757977510373212
TD	Pbre1_02G375000	young	0.010265	0.014733772224127438
TD	Pbre1_10G423400	young	0.0	0.0
TD	Pbre1_06G371800	young	0.0	0.0
TD	Pbre1_07G103000	young	0.019995	0.028562080144923233
PD	Pbre1_05G232400	young	7.549063	3.0957663054568596
TD	Pbre1_12G294600	old	0.11759	0.16039101693467953
TRD	Pbre1_08G192000	old	0.520696	0.6047317749379091
TRD	Pbre1_14G452000	old	92.288225	6.543623088009714
PD	Pbre1_05G263200	old	28.375292	4.876531287496341
TD	Pbre1_16G201200	old	20.781216	4.445012593854894
PD	Pbre1_14G212400	old	2.888078	1.959057161609442
PD	Pbre1_16G325600	old	15.51152	4.0454010313422515
PD	Pbre1_11G113000	old	2.733241	1.9004286450679948
TD	Pbre1_09G211400	old	0.385126	0.47001721909538774
TRD	Pbre1_10G426600	old	0.0	0.0
PD	Pbre1_02G233800	old	0.0	0.0
TRD	Pbre1_06G192200	old	0.546838	0.6293221115673364
TRD	Pbre1_08G231200	old	0.0	0.0
TRD	Pbre1_07G246600	old	3.343404	2.1188261507399875
PD	Pbre1_02G126800	old	27.547884	4.835311910323465
TD	Pbre1_03G039000	old	0.0	0.0
TRD	Pbre1_12G006200	old	0.0	0.0
PD	Pbre1_04G334000	old	134.697177	7.0842468974845945
TRD	Pbre1_03G244000	old	1.160919	1.1116449951551037
TD	Pbre1_08G072200	old	12.802725	3.7868812137667858
TRD	Pbre1_09G215400	old	0.0	0.0
TRD	Pbre1_15G657600	old	0.0	0.0
TRD	Pbre1_16G024600	old	4.06553	2.340713224281937
TRD	Pbre1_04G186600	old	0.269727	0.34451834102581147
TD	Pbre1_03G346800	old	0.740173	0.7992307393126842
TRD	Pbre1_07G142200	old	0.0	0.0
TRD	Pbre1_05G212600	old	0.0	0.0
TRD	Pbre1_06G390600	old	1.616879	1.3878472181820105
TRD	Pbre1_07G165000	old	0.0	0.0
TRD	Pbre1_15G426400	old	0.785213	0.836096217509735
TRD	Pbre1_01G418400	old	4.037593	2.332734567764738
TD	Pbre1_17G472000	old	132.305977	7.058597657335469
TRD	Pbre1_15G564200	old	0.0	0.0
TRD	Pbre1_02G485000	old	5.085237	2.605313452267894
PD	Pbre1_01G368600	old	0.0	0.0
TRD	Pbre1_06G025600	old	0.023489	0.03349559700643423
PD	Pbre1_17G445000	old	24.132056	4.651456794743904
TRD	Pbre1_17G426000	old	8.207272	3.2027737670593606
TD	Pbre1_11G144200	old	8.908586	3.3086791929983006
TRD	Pbre1_03G334400	old	0.0	0.0
TRD	Pbre1_17G386800	old	0.056817	0.0797255791334421
TRD	Pbre1_05G383800	old	11.955088	3.6954469102303333
TRD	Pbre1_07G022400	old	6.012765	2.8099833836483117
PD	Pbre1_14G313000	old	0.233644	0.3029261274422306
TD	Pbre1_17G328400	old	2.489298	1.8029368147186118
TD	Pbre1_17G249000	old	1.602107	1.3796802876496659
TD	Pbre1_14G264200	old	39.710887	5.347342749835208
PD	Pbre1_17G087400	old	0.0	0.0
TD	Pbre1_06G319800	old	0.0	0.0
TD	Pbre1_17G405200	old	0.198016	0.26064717604532234
TRD	Pbre1_13G489000	old	0.139046	0.1878260109896764
TRD	Pbre1_04G106000	old	0.0	0.0
TRD	Pbre1_09G145000	old	0.0	0.0
TRD	Pbre1_14G404400	old	6.663838	2.9380670653712246
TD	Pbre1_02G223800	old	0.240012	0.31035408210950693
TRD	Pbre1_11G125800	old	11.814756	3.679734104071573
PD	Pbre1_17G415800	old	0.0	0.0
TD	Pbre1_11G043600	old	135.760512	7.095507918788227
TRD	Pbre1_11G316800	old	0.0	0.0
TRD	Pbre1_16G361400	old	0.325066	0.40606422043154516
PD	Pbre1_17G079000	old	0.0	0.0
TD	Pbre1_16G063600	old	6.781446	2.9600382713023663
TRD	Pbre1_12G415400	old	0.0	0.0
TRD	Pbre1_16G432200	old	0.0	0.0
TRD	Pbre1_16G394400	old	0.0	0.0
TRD	Pbre1_11G405800	old	0.722058	0.7841337344323298
PD	Pbre1_02G218000	old	3.767546	2.25324685854888
PD	Pbre1_03G412800	old	0.0	0.0
TRD	Pbre1_17G068800	old	0.0	0.0
PD	Pbre1_02G419800	old	0.199913	0.26292980665156324
TRD	Pbre1_11G475400	old	0.0	0.0
TRD	Pbre1_05G027000	old	0.0	0.0
TRD	Pbre1_05G435600	old	0.0	0.0
PD	Pbre1_09G155600	old	1.804253	1.4876165153184355
TD	Pbre1_14G209800	old	46.62218	5.573561759241977
TRD	Pbre1_05G186000	old	0.197552	0.26008830190161714
TD	Pbre1_10G014400	old	0.0	0.0
TRD	Pbre1_08G349400	old	0.030014	0.042663946722384494
TRD	Pbre1_09G359200	old	3.459151	2.1567690543866602
TRD	Pbre1_17G100800	old	0.071871	0.10013128745717596
TRD	Pbre1_15G502600	old	0.032719	0.04644775424630808
TD	Pbre1_08G150000	old	0.212352	0.2778086385176074
TRD	Pbre1_16G407000	old	0.0	0.0
TRD	Pbre1_05G116000	old	0.0	0.0
PD	Pbre1_08G056600	old	15.717599	4.0632957557316
TD	Pbre1_02G449600	old	50.564672	5.68831107941454
TRD	Pbre1_14G154000	old	0.0	0.0
TRD	Pbre1_17G136600	old	0.0	0.0
TD	Pbre1_01G156200	old	2.445452	1.7846932588027364
TRD	Pbre1_07G031200	old	8.277223	3.21369302047227
PD	Pbre1_03G230000	old	0.0	0.0
PD	Pbre1_15G675400	old	0.0	0.0
PD	Pbre1_10G353600	old	0.0	0.0
TD	Pbre1_15G748800	old	14.91147	3.9919952218034975
TD	Pbre1_13G223000	old	5.749419	2.7547633181790654
PD	Pbre1_07G140000	old	1.165154	1.1144696425662426
TD	Pbre1_02G344600	old	0.0	0.0
PD	Pbre1_01G137400	old	3.512246	2.1738457231678963
TRD	Pbre1_11G049000	old	0.215357	0.28138015455347004
TRD	Pbre1_10G334000	old	14.972293	3.997499537396068
TRD	Pbre1_04G396200	old	6.807958	2.964945292481398
TD	Pbre1_16G015200	old	0.117082	0.15973509150723744
PD	Pbre1_17G365200	old	0.009302	0.013357917469446794
TRD	Pbre1_10G328800	old	0.078185	0.108604743659439
PD	Pbre1_06G346400	old	3.489157	2.166444552738334
PD	Pbre1_16G044800	old	0.152299	0.2045151176888285
TRD	Pbre1_09G463800	old	0.075958	0.1056217634202536
TD	Pbre1_07G156200	old	3.005931	2.002137571720983
TD	Pbre1_01G244200	old	62.2	5.9818526532897405
PD	Pbre1_07G159600	old	0.0	0.0
TRD	Pbre1_13G213200	old	0.335911	0.4178238969320096
TRD	Pbre1_07G426400	old	0.423933	0.5098812650951969
PD	Pbre1_17G215000	old	3.672336	2.2241440259524454
PD	Pbre1_03G113800	old	9.860761	3.4410532894164962
TD	Pbre1_05G488400	old	103.858267	6.712296797415613
TD	Pbre1_05G060600	old	0.106928	0.14656138524402865
TD	Pbre1_02G087800	old	0.167763	0.22374750587982034
TD	Pbre1_08G114400	old	17.521812	4.211153340112798
TRD	Pbre1_16G203000	old	0.0	0.0
TD	Pbre1_15G458400	old	62.762904	5.994645431414502
TD	Pbre1_08G165400	old	0.0	0.0
TD	Pbre1_12G057400	old	0.0	0.0
PD	Pbre1_11G093000	old	4.091888	2.348200686399203
TRD	Pbre1_17G322600	old	14.060762	3.9127228599709265
TRD	Pbre1_02G361000	old	0.0	0.0
TRD	Pbre1_14G249400	old	17.567607	4.214715987075365
TRD	Pbre1_03G099000	old	0.41453	0.5003227743957164
TRD	Pbre1_01G406200	old	0.333127	0.414814224944969
PD	Pbre1_10G314200	old	0.097874	0.1347124896746912
TRD	Pbre1_09G395400	old	3.508275	2.1725755210637283
TRD	Pbre1_03G154400	old	0.116367	0.15881138383406085
PD	Pbre1_03G377000	old	2.884392	1.9576888001183395
TD	Pbre1_12G397000	old	0.066709	0.0931666602147539
TRD	Pbre1_10G439800	old	4.559779	2.4750275372759813
PD	Pbre1_11G274400	old	11.714637	3.668418368887422
TD	Pbre1_03G297200	old	16.289847	4.111853197336736
PD	Pbre1_05G540400	old	12.300055	3.7333603066336156
TRD	Pbre1_02G310800	old	0.327405	0.4086086136221258
TD	Pbre1_06G071400	old	0.0	0.0
PD	Pbre1_17G443400	old	7.586083	3.1020001191064477
TD	Pbre1_10G236400	old	0.0	0.0
TD	Pbre1_17G225800	old	2.399332	1.7652512713714883
PD	Pbre1_09G174000	old	10.129332	3.4762950973418314
PD	Pbre1_05G582600	old	17.882759	4.238997670223325
TD	Pbre1_01G244000	old	0.121668	0.1656457190555162
TD	Pbre1_16G130400	old	0.0	0.0
TRD	Pbre1_17G173400	old	0.0	0.0
TD	Pbre1_14G061000	old	0.104841	0.14383876326684075
TRD	Pbre1_15G146800	old	0.992461	0.994551485491907
TRD	Pbre1_16G324400	old	0.0	0.0
TRD	Pbre1_11G325600	old	3.367908	2.1269424695037458
TRD	Pbre1_12G259400	old	0.0	0.0
TD	Pbre1_10G535000	old	0.55843	0.640093354885718
TRD	Pbre1_11G279800	old	0.0	0.0
TRD	Pbre1_10G347400	old	0.0	0.0
TD	Pbre1_17G398200	old	0.0	0.0
TD	Pbre1_05G376200	old	0.110049	0.1506233617075699
TD	Pbre1_16G304000	old	0.0	0.0
TRD	Pbre1_15G395800	old	0.009207	0.013222118194847985
TRD	Pbre1_08G232000	old	0.0	0.0
TRD	Pbre1_13G276800	old	0.0	0.0
TRD	Pbre1_09G461600	old	4.09134	2.348045412082813
TRD	Pbre1_16G243400	old	0.0	0.0
TD	Pbre1_05G110600	old	0.0	0.0
TRD	Pbre1_05G603200	old	0.0	0.0
PD	Pbre1_03G308400	old	0.0	0.0
TRD	Pbre1_15G484000	old	0.0	0.0
TD	Pbre1_02G122800	old	0.0	0.0
PD	Pbre1_13G194800	old	0.429361	0.5153703301047319
TD	Pbre1_02G171800	old	0.616046	0.6924682643195108
PD	Pbre1_05G228000	old	0.0	0.0
TRD	Pbre1_06G417600	old	0.0	0.0
TRD	Pbre1_10G117200	old	0.058364	0.08183589463476913
TD	Pbre1_15G502000	old	6.593184	2.9247049683529744
TRD	Pbre1_11G376000	old	0.053711	0.0754792350602875
PD	Pbre1_05G250000	old	2.133807	1.6479163321025214
PD	Pbre1_04G335000	old	0.550309	0.6325557950724591
PD	Pbre1_12G324800	old	0.0	0.0
TD	Pbre1_11G137200	old	32.056005	5.046840472422801
TRD	Pbre1_05G322600	old	6.372578	2.882169180714332
TRD	Pbre1_05G314800	old	0.0	0.0
TRD	Pbre1_09G374200	old	0.0	0.0
TRD	Pbre1_02G066800	old	0.0	0.0
TD	Pbre1_10G338800	old	246.007992	7.948413911067417
TRD	Pbre1_15G053000	old	1.800531	1.4857003980402212
TRD	Pbre1_02G203000	old	1.367194	1.2431779449271623
TRD	Pbre1_16G460200	old	0.0	0.0
TRD	Pbre1_02G076400	old	0.548959	0.6312989573750551
TD	Pbre1_02G415200	old	1.525193	1.3363936569741584
TRD	Pbre1_17G081000	old	5.571424	2.716206030385118
TD	Pbre1_02G148000	old	0.0	0.0
TRD	Pbre1_14G426400	old	1.910763	1.541397377198859
TD	Pbre1_08G058400	old	0.452993	0.539027752599376
TRD	Pbre1_05G579200	old	4.800211	2.5361053835361878
TRD	Pbre1_17G102800	old	25.503948	4.72813537289464
TRD	Pbre1_16G167600	old	0.0	0.0
TD	Pbre1_04G005200	old	14.102141	3.916681186896327
TRD	Pbre1_15G713200	old	0.0	0.0
TRD	Pbre1_08G067400	old	1.983075	1.5768002501397211
TD	Pbre1_03G455800	old	1.401152	1.2637267333081161
TRD	Pbre1_15G486000	old	16.536721	4.132307114091168
TD	Pbre1_09G435800	old	0.0	0.0
TRD	Pbre1_08G393800	old	85.970941	6.442461538628263
TRD	Pbre1_10G168200	old	0.0	0.0
TD	Pbre1_15G570000	old	11.750709	3.6725055649005327
TD	Pbre1_15G034600	old	11.983869	3.6986484439706215
TRD	Pbre1_05G591000	old	0.0	0.0
TD	Pbre1_11G191000	old	2.195425	1.6760078262006228
TD	Pbre1_01G379000	old	11.767358	3.6743881082094707
TD	Pbre1_07G492800	old	80.491718	6.34858154064254
PD	Pbre1_03G204600	old	0.0	0.0
PD	Pbre1_07G419800	old	1.092974	1.0655543898047797
TD	Pbre1_11G090200	old	33.576888	5.111736123815463
TD	Pbre1_16G248000	old	42.311342	5.436672969826892
TRD	Pbre1_13G468000	old	39.053651	5.323861849119937
TD	Pbre1_03G074600	old	2.54291	1.8249348173605866
TD	Pbre1_10G353800	old	0.0	0.0
TRD	Pbre1_14G370800	old	0.0	0.0
TD	Pbre1_03G186600	old	0.0	0.0
TRD	Pbre1_03G190600	old	0.0	0.0
TD	Pbre1_07G333600	old	0.089472	0.12362911891345021
TRD	Pbre1_05G074800	old	0.0	0.0
PD	Pbre1_08G161400	old	10.281828	3.49592894213347
TRD	Pbre1_12G191400	old	0.310948	0.39061046082284123
PD	Pbre1_08G161800	old	0.719214	0.781749136161451
TD	Pbre1_05G022000	old	1.57897	1.366794991001125
TD	Pbre1_15G233800	old	1.881993	1.5270668313913731
TRD	Pbre1_13G488400	old	0.0	0.0
TRD	Pbre1_03G081400	old	23.183238	4.595935521186069
PD	Pbre1_03G016200	old	0.0	0.0
TD	Pbre1_06G317200	old	6.335156	2.8748276486571016
TRD	Pbre1_02G484400	old	7.75379	3.1299077747020485
PD	Pbre1_13G010400	old	0.0	0.0
TD	Pbre1_04G281200	old	0.0	0.0
TRD	Pbre1_07G407600	old	0.0	0.0
TRD	Pbre1_15G320000	old	4.274084	2.398920549097499
PD	Pbre1_17G287000	old	0.010757	0.015436195032131672
PD	Pbre1_09G451000	old	0.106962	0.14660569786244618
TRD	Pbre1_04G381200	old	6.326188	2.8730627230486063
TD	Pbre1_01G128000	old	0.183057	0.24251958478191116
PD	Pbre1_11G399800	old	0.0	0.0
TRD	Pbre1_07G443200	old	1.115011	1.080665166704176
PD	Pbre1_11G358600	old	1.933984	1.5528610035322319
TRD	Pbre1_14G109200	old	0.0	0.0
TRD	Pbre1_08G004200	old	6.952909	2.9914826631934193
TRD	Pbre1_02G460800	old	0.0	0.0
TRD	Pbre1_16G408600	old	0.0	0.0
TRD	Pbre1_14G443200	old	0.0	0.0
TRD	Pbre1_16G193600	old	12.379538	3.741956394976121
TD	Pbre1_09G306200	old	9.352895	3.37196234262484
PD	Pbre1_06G344000	old	5.322197	2.660425990398216
PD	Pbre1_10G579200	old	35.137392	5.175420486966104
TRD	Pbre1_01G060200	old	3.717964	2.2381644102646114
TD	Pbre1_17G138400	old	0.0	0.0
TRD	Pbre1_02G098200	old	0.167532	0.22346209221214058
TRD	Pbre1_14G107200	old	0.610938	0.6879009702618726
TD	Pbre1_05G047200	old	0.310307	0.38990486938695
TD	Pbre1_16G341400	old	0.0	0.0
TRD	Pbre1_17G125400	old	131.139581	7.045918864983355
PD	Pbre1_14G307600	old	0.281141	0.35742926475554754
TRD	Pbre1_16G026600	old	56.825304	5.853629040325388
PD	Pbre1_14G057200	old	22.482247	4.553498560432951
PD	Pbre1_03G198000	old	0.0	0.0
TD	Pbre1_02G456000	old	8.227555	3.2059484315487246
TRD	Pbre1_16G016800	old	9.48631	3.3904351959450505
PD	Pbre1_17G415600	old	0.0	0.0
PD	Pbre1_14G107800	old	0.107649	0.14750078194256983
TRD	Pbre1_15G337800	old	0.277363	0.3531685672338318
PD	Pbre1_17G083600	old	0.111758	0.15284278608703888
TD	Pbre1_01G260400	old	57.765326	5.876893250576989
TD	Pbre1_04G108600	old	10.539562	3.5285165604288093
TRD	Pbre1_07G258400	old	8.717009	3.2805123050947986
PD	Pbre1_02G458400	old	2.828536	1.9367928231387168
TD	Pbre1_06G222400	old	2.187058	1.672225274387486
TRD	Pbre1_15G715600	old	15.498668	4.044277649821228
TRD	Pbre1_06G269200	old	67.938262	6.10723302231915
PD	Pbre1_02G200600	old	0.0	0.0
PD	Pbre1_08G202400	old	0.0	0.0
TRD	Pbre1_09G451800	old	0.0	0.0
TRD	Pbre1_10G116400	old	2.699623	1.88737826432494
TRD	Pbre1_10G282600	old	2.490906	1.803601509809697
TRD	Pbre1_07G051400	old	11.772085	3.674922154275875
TRD	Pbre1_03G239000	old	0.0	0.0
TD	Pbre1_08G112200	old	32.942517	5.085021646473208
TRD	Pbre1_11G524600	old	0.556804	0.6385873220486906
TD	Pbre1_07G061400	old	3.636738	2.213110209183948
PD	Pbre1_11G441200	old	4.822351	2.541601814846341
PD	Pbre1_16G112400	old	0.0	0.0
PD	Pbre1_10G537200	old	31.417882	5.018717931334639
TRD	Pbre1_17G490200	old	0.0	0.0
TRD	Pbre1_09G374600	old	3.970277	2.3133262572986815
TD	Pbre1_13G479200	old	0.0	0.0
TD	Pbre1_08G109200	old	0.068721	0.09588527265460588
TRD	Pbre1_14G320600	old	0.0	0.0
TRD	Pbre1_07G075600	old	64.467491	6.032706784502377
TRD	Pbre1_02G491000	old	0.0	0.0
TRD	Pbre1_14G033000	old	0.0	0.0
TD	Pbre1_16G390800	old	0.0	0.0
TRD	Pbre1_05G060200	old	0.469701	0.5555226790797535
TRD	Pbre1_07G291000	old	0.0	0.0
TRD	Pbre1_15G233400	old	0.467629	0.5534873172916439
TRD	Pbre1_16G414200	old	0.0	0.0
TRD	Pbre1_09G197000	old	19.300613	4.343451386766169
PD	Pbre1_05G350000	old	2.5158	1.8138530035828684
TRD	Pbre1_08G324200	old	3.668879	2.2230761997683692
TRD	Pbre1_16G254000	old	0.0	0.0
PD	Pbre1_01G201200	old	0.0	0.0
TRD	Pbre1_02G467000	old	4.877825	2.555282406387931
TD	Pbre1_14G322200	old	0.0	0.0
TRD	Pbre1_07G247200	old	0.143975	0.1940555243452177
PD	Pbre1_10G080600	old	18.228742	4.265192475364003
PD	Pbre1_02G449600	old	50.564672	5.68831107941454
TRD	Pbre1_14G122400	old	0.366445	0.4504273919327427
TD	Pbre1_08G389800	old	81.599709	6.368064793905008
TRD	Pbre1_15G324000	old	0.745143	0.8033452581759638
TD	Pbre1_01G230800	old	0.13704	0.18528300778035484
TRD	Pbre1_15G577000	old	0.0	0.0
TRD	Pbre1_13G003000	old	0.0	0.0
PD	Pbre1_10G263800	old	0.746549	0.8045071185789556
TD	Pbre1_05G361200	old	0.0	0.0
TD	Pbre1_05G232800	old	949.811957	9.893016235878102
PD	Pbre1_03G450400	old	0.0	0.0
TRD	Pbre1_17G492600	old	0.829594	0.8715235396726524
PD	Pbre1_04G293800	old	0.32744	0.4086466530002696
TRD	Pbre1_07G046600	old	5.329651	2.6621259555067205
TD	Pbre1_08G145400	old	0.0	0.0
TRD	Pbre1_03G478400	old	0.0	0.0
TD	Pbre1_05G383200	old	0.682308	0.7504418609996579
TD	Pbre1_02G447000	old	0.0	0.0
PD	Pbre1_13G489600	old	21.743627	4.507390438724247
TRD	Pbre1_12G363800	old	0.253201	0.3256178260300829
TRD	Pbre1_08G171800	old	11.95293	3.695206572593897
TRD	Pbre1_17G195800	old	0.0	0.0
PD	Pbre1_09G116600	old	0.0	0.0
TD	Pbre1_16G015400	old	3.21509	2.0755634357148023
TD	Pbre1_05G146600	old	0.0	0.0
TRD	Pbre1_03G026000	old	13.142064	3.8219207882495345
TRD	Pbre1_17G137800	old	8.882015	3.304805245666945
TD	Pbre1_11G453000	old	0.391837	0.47699026502209674
TRD	Pbre1_01G093400	old	0.0	0.0
TRD	Pbre1_09G489800	old	10.838442	3.565407322241648
PD	Pbre1_11G252000	old	1.368466	1.2439529617721818
PD	Pbre1_17G094800	old	0.475959	0.5616526459794565
TRD	Pbre1_03G319800	old	0.131336	0.1780274647329986
TD	Pbre1_08G145000	old	0.0	0.0
TRD	Pbre1_11G272400	old	0.0	0.0
TD	Pbre1_15G036200	old	44.607006	5.511183558423748
TRD	Pbre1_12G141400	old	0.0	0.0
TD	Pbre1_11G435400	old	0.017937	0.025648275951823448
TRD	Pbre1_05G047600	old	48.366461	5.625459319250252
TD	Pbre1_04G004600	old	1.332806	1.222066335408109
PD	Pbre1_05G329800	old	0.0	0.0
TD	Pbre1_12G389800	old	0.260755	0.3342879468585129
TD	Pbre1_10G417000	old	260.020464	8.02801910827093
TD	Pbre1_03G347000	old	0.0	0.0
PD	Pbre1_08G035600	old	5.037066	2.5938475734468467
TRD	Pbre1_10G176800	old	0.0	0.0
