metric	duplication_type	n_young	n_old	median_young	median_old	U	p_raw
15DAF	TD	649	1380	1.166173609635751	0.7168022452332443	483238.5	0.0037087457123400427
15DAF	PD	591	1013	0.7665213820507978	0.7724549399182279	302234.0	0.7446055368036729
15DAF	TRD	224	2170	0.0664564060070089	1.6301832504889564	152806.5	2.3176262149082372e-20
six_mean_log	TD	649	1380	2.0605670523786648	1.485606253907398	484688.0	0.0027227814780184175
six_mean_log	PD	591	1013	1.4810270326730592	1.2614125665703613	309702.0	0.2466037314646382
six_mean_log	TRD	224	2170	0.11925828502516977	1.7498407309844937	144446.0	1.1301738321135053e-23
ripe_log	TD	649	1380	0.4078041176156736	0.15420376578847483	485378.0	0.0016058737847445426
ripe_log	PD	591	1013	0.30262671508617417	0.26935876369079165	300784.5	0.86780413220994
ripe_log	TRD	224	2170	0.0	1.1161277502993754	157996.0	1.0344429659043788e-18
