duplication_type	trajectory	role	log2_TPM_plus_1
TRD	Spe	P	2.6397363236953155
TRD	Spe	P	0.33006957918615965
TRD	Spe	P	1.6453999320932555
TRD	Spe	P	0.049059384525315136
TRD	Spe	P	3.499744177483003
TRD	Spe	P	5.570122917487406
TRD	Spe	P	5.4784470290184215
TRD	Spe	P	1.5248943907847063
TRD	Spe	P	0.77917873944134
TRD	Spe	P	0.014311963861490643
TRD	Spe	C	0.03664141323771965
TRD	Spe	C	3.3717382474511775
TRD	Spe	C	5.170235574909841
TRD	Spe	C	0.029770426330043245
TRD	Spe	C	5.257595984369663
TRD	Spe	C	2.2031396981830063
TRD	Spe	C	0.018885045490902332
TRD	Spe	C	0.3340844359749234
TRD	Spe	C	5.647131829531466
TRD	Spe	C	0.014674745518345304
TRD	Spe	C	1.0699740925679049
TRD	Spe	C	0.1352960424855888
TRD	Spe	C	0.06107247458034007
TRD	Spe	A	1.1268720050025864
TRD	Spe	A	2.2573372500422155
TRD	Spe	A	3.760665540344787
TRD	Spe	A	0.5644105261974744
TRD	Spe	A	0.6289786913483687
TRD	Spe	A	4.250648981002282
TRD	Spe	A	0.7788774728870504
TRD	Spe	A	8.70985105905892
TRD	Spe	A	2.5183035254543937
TRD	Spe	A	5.894912973997695
TRD	Spe	A	2.6427337597061897
TRD	Spe	A	3.745619651237996
TRD	Spe	A	3.6202912924421033
