duplication_type	parent	child	ancestor	parent_mean_TPM	child_mean_TPM	ancestor_mean_TPM	parent_tau	child_tau	ancestor_tau	E_P_A	E_C_A	E_PC_A	CDROM_class	binary_TPM1_class	binary_TPM0.5_class	two_method_agreement	analysis_status
PD	Pbre1_09G073600	Pbre1_09G074200	Prupe.3G272900.1	0.5170018333333333	0.2993591666666667	1.7549711666666667	0.44506544203184245	0.28819990862480327	0.26533139117899773	0.14261409901291366	0.14506016026534174	0.08383669161632167	Conservation	Specialization	Specialization	discordant	classified
PD	Pbre1_09G073600	Pbre1_09G074400	Prupe.3G272900.1	0.5170018333333333	0.4553235	1.7549711666666667	0.44506544203184245	0.7418362666563806	0.26533139117899773	0.14261409901291366	0.3331114054077236	0.17966841337062978	Conservation	Specialization	Specialization	discordant	classified
PD	Pbre1_09G076000	Pbre1_09G076400	Prupe.3G272100.1	8.965505666666667	21.2817055	28.8657745	0.5840462785422884	0.31726187147193147	0.5228280847825111	0.23360557345956723	0.2611896146642543	0.21746551445726722	Conservation	Conservation	Conservation	Conservation	classified
PD	Pbre1_09G098600	Pbre1_09G099400	Prupe.3G261400.1	0.0	2.2157003333333334	5.1782465	NA	0.3010710372315518	0.44350641508551913	NA	NA	NA	NA	NA	NA	NA	all_zero_expression_profile
PD	Pbre1_09G100000	Pbre1_09G098800	Prupe.3G261300.1	0.013606833333333334	0.0	8.2963865	1.0	NA	0.8745391939179011	NA	NA	NA	NA	NA	NA	NA	all_zero_expression_profile
PD	Pbre1_09G109400	Pbre1_09G109800	Prupe.3G255700.1	0.9013725	1.6296696666666666	0.028803333333333334	0.5786505423071996	0.35893443433756955	0.8813144258607017	0.520437636183047	0.4665931560892252	0.47812679144360853	Specialization	Specialization	Specialization	Specialization	classified
PD	Pbre1_09G137400	Pbre1_09G137800	Prupe.3G240000.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	missing_expression_record
PD	Pbre1_09G139200	Pbre1_09G139600	Prupe.3G239500.1	0.9667506666666668	0.6228341666666667	3.821580833333333	0.9971163646411545	0.9922790960345205	0.8857967485467944	1.0711393680290284	1.0683174306082959	0.8320828337879353	Specialization	Specialization	Specialization	Specialization	classified
PD	Pbre1_09G157600	Pbre1_09G158000	Prupe.3G230300.1	0.053781166666666665	0.049180666666666664	317.1511533333333	0.836922436441989	0.7844706677556538	0.5978427653911418	0.2702837017129473	0.3212961884416521	0.21920972568014954	Conservation	Specialization	Specialization	discordant	classified
PD	Pbre1_09G174000	Pbre1_09G174400	Prupe.3G217800.1	10.500567833333333	0.0	17.773463500000002	0.6386229595604959	NA	0.6260276728633587	NA	NA	NA	NA	NA	NA	NA	all_zero_expression_profile
PD	Pbre1_09G174000	Pbre1_09G174600	Prupe.3G217800.1	10.500567833333333	0.025693	17.773463500000002	0.6386229595604959	0.8732902405425452	0.6260276728633587	0.18464916804445944	0.7191162593142767	0.18513913473444987	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	classified
PD	Pbre1_09G198400	Pbre1_09G199000	Prupe.3G205800.1	0.04750483333333333	0.0121195	0.013633333333333332	1.0	0.8554513148542998	1.0	0.0	1.2300206006669963	0.25001930984190457	Neofunctionalization(Child)	Conservation	Conservation	discordant	classified
PD	Pbre1_09G232200	Pbre1_09G232600	Prupe.3G186800.1	0.06974616666666666	0.2506681666666667	96.00105216666667	0.7266900412825879	0.6827576008212549	0.7901072537728586	0.5707056234754043	0.621165677842242	0.5962631965143608	Specialization	Specialization	Specialization	Specialization	classified
PD	Pbre1_09G258200	Pbre1_09G258800	Prupe.3G170800.1	0.5157758333333333	0.0	52.56739816666666	0.47812618454737904	NA	0.6817295463155789	NA	NA	NA	NA	NA	NA	NA	all_zero_expression_profile
PD	Pbre1_09G264200	Pbre1_09G264600	Prupe.3G168500.1	5.896096333333333	5.726332833333333	25.440638833333335	0.3265072663946347	0.7274452643190816	0.3938918296434769	0.19163009661827748	0.3479735695296444	0.21289999252847092	Conservation	Neofunctionalization(Child)	Neofunctionalization(Child)	discordant	classified
PD	Pbre1_09G398800	Pbre1_09G399200	Prupe.3G113400.1	1.4877335	6.809566833333333	14.939591666666667	0.9196929321578089	0.8053391275990981	0.8095978913877223	0.35747145101239336	0.287276381697862	0.23858674868565133	Conservation	Specialization	Specialization	discordant	classified
PD	Pbre1_09G399000	Pbre1_09G399400	Prupe.3G113500.1	0.28148850000000003	0.0025716666666666665	120.92201466666667	0.9048925364815078	1.0	0.8836033748131967	0.7779236634693697	1.191332173307309	0.7816257207602171	Specialization	Specialization	Specialization	Specialization	classified
PD	Pbre1_09G424800	Pbre1_09G425200	Prupe.3G155800.1	0.043161	0.030811333333333333	1.6565368333333332	0.932405412526931	0.8822946114782131	0.6236818079950412	0.7509469522242934	0.8339107945700901	0.5811653440551805	Specialization	Specialization	Specialization	Specialization	classified
PD	Pbre1_09G440600	Pbre1_09G441000	Prupe.3G151000.1	5.796173666666666	10.2642245	20.30737866666667	0.981149463276582	0.8380573938357381	0.9727212351048582	1.2674923688281647	0.5555636140722687	0.6944222947348548	Specialization	Specialization	Specialization	Specialization	classified
PD	Pbre1_09G459800	Pbre1_09G460400	Prupe.3G016700.1	0.029218	2.2081335	13.385415666666667	0.8123091212667383	0.7726505466616713	0.7808389922139515	0.5766269998918482	0.6726758261974137	0.6702123209187418	Specialization	Specialization	Specialization	Specialization	classified
