duplication_type	trajectory	role	tau
TD	Con	P	0.4254065097507523
TD	Con	P	0.6547138402814111
TD	Con	P	0.6290536889270923
TD	Con	P	0.4991639052787804
TD	Con	P	0.4964730276369386
TD	Con	P	0.4046895673291575
TD	Con	P	0.5329351580709265
TD	Con	P	0.7133984703804446
TD	Con	P	0.323327295620187
TD	Con	P	0.7085780468586556
TD	Con	P	0.3012361297064994
TD	Con	P	0.7208128201562314
TD	Con	P	0.5909978696758308
TD	Con	P	0.3449766008744356
TD	Con	P	0.628310667428541
TD	Con	P	1.0
TD	Con	P	0.3180128077484346
TD	Con	P	0.3144893120586886
TD	Con	P	0.3860574812869609
TD	Con	P	0.364685887106686
TD	Con	P	0.374331552420255
TD	Con	P	0.8402886391666848
TD	Con	P	0.9959124446233368
TD	Con	P	0.3005058408623858
TD	Con	P	0.3771320327658706
TD	Con	P	0.5134291563796088
TD	Con	P	0.311674221498789
TD	Con	P	0.4861576528800445
TD	Con	P	0.3493172442299533
TD	Con	P	0.4139142875547878
TD	Con	P	0.5149199894313365
TD	Con	P	0.4017490135541243
TD	Con	P	0.1769540554933625
TD	Con	P	0.5859780659456165
TD	Con	P	0.5579253737504147
TD	Con	P	0.4772653569264352
TD	Con	P	0.5051780876159846
TD	Con	P	0.2313284982884799
TD	Con	P	0.5133128907647564
TD	Con	P	0.6877795578054153
TD	Con	P	0.5359276142879777
TD	Con	P	0.3835926867480614
TD	Con	P	0.9779174204298242
TD	Con	P	0.4084622637683057
TD	Con	P	0.3233667589036408
TD	Con	P	0.4622625617856696
TD	Con	P	0.3177074982565346
TD	Con	P	0.454670408232864
TD	Con	P	0.4628409748155911
TD	Con	P	0.5618782049173747
TD	Con	P	0.1770044876236768
TD	Con	P	0.4684172866022338
TD	Con	P	0.3709365384096326
TD	Con	P	0.7208619714222883
TD	Con	P	0.2661598682689076
TD	Con	P	0.6427784840084572
TD	Con	P	0.8332515786307868
TD	Con	P	1.0
TD	Con	P	0.3442792776079257
TD	Con	P	0.7733934509313579
TD	Con	P	0.3995636168188817
TD	Con	P	0.1780213317601146
TD	Con	P	0.5285837517360148
TD	Con	P	0.4989204567069107
TD	Con	P	0.2795697002467311
TD	Con	P	0.1836738922249458
TD	Con	P	0.3165619431281059
TD	Con	P	0.4694948192735272
TD	Con	P	0.182437170955767
TD	Con	P	0.52134947558235
TD	Con	P	0.5126284235852083
TD	Con	P	0.501017740551178
TD	Con	P	0.3849758282478859
TD	Con	P	0.4257838943684272
TD	Con	P	0.3335977612493896
TD	Con	P	0.4089574580072518
TD	Con	P	0.535809729553853
TD	Con	P	0.5142742186662695
TD	Con	P	0.3101142806453385
TD	Con	P	0.7168719787161316
TD	Con	P	0.4775520147412496
TD	Con	P	0.4796710742408158
TD	Con	P	1.0
TD	Con	P	0.70261357157465
TD	Con	P	0.5218702988011834
TD	Con	P	0.4002098215811369
TD	Con	C	0.646061390939151
TD	Con	C	0.5510368040577733
TD	Con	C	0.4989308072990177
TD	Con	C	0.5051389108234525
TD	Con	C	0.4472606748988746
TD	Con	C	0.6852744224360655
TD	Con	C	0.6061103825674151
TD	Con	C	0.6135071128901616
TD	Con	C	0.565703473182268
TD	Con	C	0.843105175303287
TD	Con	C	0.4432080389700846
TD	Con	C	0.5363320353072355
TD	Con	C	0.4679690821433636
TD	Con	C	0.3596735274694178
TD	Con	C	0.1443089089768771
TD	Con	C	0.9949255738779892
TD	Con	C	0.7435552337328322
TD	Con	C	0.4092966571834356
TD	Con	C	0.4431674657231223
TD	Con	C	0.3177811944730672
TD	Con	C	0.5508412452766969
TD	Con	C	0.5119927471892295
TD	Con	C	1.0
TD	Con	C	0.2762349492169121
TD	Con	C	0.3772626478409796
TD	Con	C	0.3999094119943083
TD	Con	C	0.4378748987361679
TD	Con	C	0.4091618572896722
TD	Con	C	0.600837635202254
TD	Con	C	0.7903135048645036
TD	Con	C	0.5902485782395301
TD	Con	C	0.4371694332434505
TD	Con	C	0.4848063097081807
TD	Con	C	0.2701342016869577
TD	Con	C	0.497422086784797
TD	Con	C	0.2049309379483552
TD	Con	C	0.7302554838877727
TD	Con	C	0.4257662826082102
TD	Con	C	0.4933732181600209
TD	Con	C	0.4356657009204204
TD	Con	C	0.2316565181223088
TD	Con	C	0.4814444708200558
TD	Con	C	1.0
TD	Con	C	0.3926126900671671
TD	Con	C	0.2798030469967151
TD	Con	C	0.5073873155859492
TD	Con	C	0.3655464330318977
TD	Con	C	0.3572781308132854
TD	Con	C	0.4274471140129955
TD	Con	C	0.5908394632606007
TD	Con	C	0.4197489274401352
TD	Con	C	0.2979099325759223
TD	Con	C	0.505109416135771
TD	Con	C	0.7407293743840666
TD	Con	C	0.15794839884968
TD	Con	C	0.4204073326564814
TD	Con	C	0.704348710496781
TD	Con	C	1.0
TD	Con	C	0.6058206319061595
TD	Con	C	0.6075956186171713
TD	Con	C	0.4113815179283757
TD	Con	C	0.1799003830585325
TD	Con	C	0.3802204638437295
TD	Con	C	0.7096717628540448
TD	Con	C	0.477184356573311
TD	Con	C	0.2927890425925377
TD	Con	C	0.2138422024515645
TD	Con	C	0.3183812555857295
TD	Con	C	0.2202092645841565
TD	Con	C	0.4958218490564151
TD	Con	C	0.481202036266571
TD	Con	C	0.6688419132281676
TD	Con	C	0.2092129504237145
TD	Con	C	0.4270602829743212
TD	Con	C	0.6189010189028465
TD	Con	C	0.5231961244721457
TD	Con	C	0.1493860167837777
TD	Con	C	0.2895540051594467
TD	Con	C	0.5179559081014411
TD	Con	C	0.4098644931488714
TD	Con	C	0.3124567093091716
TD	Con	C	0.4005039231288915
TD	Con	C	0.99785354835527
TD	Con	C	0.4761575042396536
TD	Con	C	0.4050625714118812
TD	Con	C	0.6281639842732948
TD	Con	A	0.6184477827644164
TD	Con	A	0.4470865513626834
TD	Con	A	0.48718978229486
TD	Con	A	0.7109811554187225
TD	Con	A	0.5249404322633857
TD	Con	A	0.4740731864934354
TD	Con	A	0.6989951908948633
TD	Con	A	0.4821897964563687
TD	Con	A	0.2841679582820868
TD	Con	A	0.5067435554566423
TD	Con	A	0.4123541298209078
TD	Con	A	0.4499594197640839
TD	Con	A	0.5718853533118504
TD	Con	A	0.4091957321000444
TD	Con	A	0.4452702002652465
TD	Con	A	0.998510531670428
TD	Con	A	0.4261847739942858
TD	Con	A	0.6937360273941986
TD	Con	A	0.4349095107893939
TD	Con	A	0.7434840329663418
TD	Con	A	0.291063463751971
TD	Con	A	0.5045278943164666
TD	Con	A	0.9977894846232004
TD	Con	A	0.2800366996070527
TD	Con	A	0.4491524073352636
TD	Con	A	0.4034807143166217
TD	Con	A	0.4515412042559147
TD	Con	A	0.4996498643168283
TD	Con	A	0.5660616648271046
TD	Con	A	0.6341977674245391
TD	Con	A	0.3506229223000151
TD	Con	A	0.4159526698691934
TD	Con	A	0.5950262523600924
TD	Con	A	0.3005029175819759
TD	Con	A	0.6300626108857084
TD	Con	A	0.6170923671324443
TD	Con	A	0.3743539018657791
TD	Con	A	0.3788191428384768
TD	Con	A	0.4233696707670032
TD	Con	A	0.5323096778092793
TD	Con	A	0.5393762952698957
TD	Con	A	0.6545064174275266
TD	Con	A	1.0
TD	Con	A	0.4650780572657232
TD	Con	A	0.3695734314760934
TD	Con	A	0.6158155000849901
TD	Con	A	0.3229688469150769
TD	Con	A	0.4295685402748169
TD	Con	A	0.5964700734228761
TD	Con	A	0.6881027602576617
TD	Con	A	0.3658388147653839
TD	Con	A	0.4415744104977117
TD	Con	A	0.5660616648271046
TD	Con	A	0.6781430188283963
TD	Con	A	0.7032140251126116
TD	Con	A	0.511715980626042
TD	Con	A	0.4151119161317105
TD	Con	A	1.0
TD	Con	A	0.7040937835798913
TD	Con	A	0.6712491099991084
TD	Con	A	0.3651046159584385
TD	Con	A	0.3714802827400633
TD	Con	A	0.3417671733663396
TD	Con	A	0.7321571635231122
TD	Con	A	0.4024285913317319
TD	Con	A	0.268366528805824
TD	Con	A	0.4704306532265205
TD	Con	A	0.3788191428384768
TD	Con	A	0.330838024557028
TD	Con	A	0.5631633373102215
TD	Con	A	0.4119811022771163
TD	Con	A	0.6989951908948633
TD	Con	A	0.7830512153212172
TD	Con	A	0.5733132218564154
TD	Con	A	0.5091890228517837
TD	Con	A	0.6457352761303633
TD	Con	A	0.5393762952698957
TD	Con	A	0.3651046159584385
TD	Con	A	0.2011595381788418
TD	Con	A	0.6974463930809522
TD	Con	A	0.4530648882600346
TD	Con	A	0.3778002303087778
TD	Con	A	1.0
TD	Con	A	0.6169165074625665
TD	Con	A	0.5316825475835386
TD	Con	A	0.6341027569787472
PD	Con	P	0.3143988970494263
PD	Con	P	0.3542965443759086
PD	Con	P	0.5940201633639735
PD	Con	P	0.7256842194107135
PD	Con	P	0.496657112179205
PD	Con	P	0.0939542312209427
PD	Con	P	0.3467219860026806
PD	Con	P	0.4320241147508624
PD	Con	P	0.6817813685084699
PD	Con	P	0.3832661148847253
PD	Con	P	0.4300666377735742
PD	Con	P	0.7565132450602745
PD	Con	P	0.3621296076225647
PD	Con	P	0.6540071953819184
PD	Con	P	0.5379456746585588
PD	Con	P	0.4072756705383383
PD	Con	P	0.4941704724117408
PD	Con	P	0.3510283297750976
PD	Con	P	0.238741883005123
PD	Con	P	0.6403450461849199
PD	Con	P	0.372800410502445
PD	Con	P	0.4073506853501271
PD	Con	P	0.4825124477325603
PD	Con	P	0.9982926502688636
PD	Con	P	0.6694754302592187
PD	Con	P	0.3011151875716507
PD	Con	P	0.1735428393911152
PD	Con	P	0.6420974958616544
PD	Con	P	0.6854774960768794
PD	Con	P	0.3034639815105239
PD	Con	P	0.6792072862374331
PD	Con	P	0.5858995843067583
PD	Con	P	0.2980396138328846
PD	Con	P	0.5422407591643069
PD	Con	P	0.5840462785422884
PD	Con	P	0.5996986909117117
PD	Con	P	0.3415025861118926
PD	Con	P	0.5993513861888496
PD	Con	P	0.6401798923277828
PD	Con	P	0.484452308498953
PD	Con	P	0.3410785044472286
PD	Con	P	0.2640680237727872
PD	Con	P	0.2687914265859947
PD	Con	P	0.5125149366429986
PD	Con	P	0.4730869908396035
PD	Con	P	1.0
PD	Con	P	0.2195377697320611
PD	Con	P	0.385252339537424
PD	Con	P	0.6106777332728299
PD	Con	P	0.4083049356426006
PD	Con	P	0.7104906040091755
PD	Con	P	0.5011829371880825
PD	Con	P	0.4225406558373006
PD	Con	P	0.6831492695355801
PD	Con	P	0.753583894026893
PD	Con	P	0.3100877205306278
PD	Con	P	0.3449242996413343
PD	Con	P	0.3883037477972731
PD	Con	P	0.1958903797298025
PD	Con	P	0.3177981672496227
PD	Con	P	0.3828002262105269
PD	Con	P	0.2209696448810418
PD	Con	P	0.2980252779743124
PD	Con	C	0.2512520988360517
PD	Con	C	0.3163429353998322
PD	Con	C	0.7197543893043044
PD	Con	C	0.7479727255247026
PD	Con	C	0.6743335671008921
PD	Con	C	0.7303182859395383
PD	Con	C	0.5675395486749719
PD	Con	C	0.3879639389176361
PD	Con	C	0.3889253404173695
PD	Con	C	0.5342044049348947
PD	Con	C	0.4638679610626441
PD	Con	C	0.8659703183790395
PD	Con	C	0.5536270908722538
PD	Con	C	0.562788096235062
PD	Con	C	0.5471211092477285
PD	Con	C	0.4775090237889889
PD	Con	C	0.5313480844588906
PD	Con	C	0.4056479282724975
PD	Con	C	0.3169074428436628
PD	Con	C	0.2782312551554087
PD	Con	C	0.4013923383397711
PD	Con	C	0.3768126049276757
PD	Con	C	0.5928464066935604
PD	Con	C	1.0
PD	Con	C	0.6136680627851896
PD	Con	C	0.2470703588989931
PD	Con	C	0.3492732732998402
PD	Con	C	0.5822612498496962
PD	Con	C	0.7208289005287798
PD	Con	C	0.3001789226209073
PD	Con	C	0.4531049751309133
PD	Con	C	0.3403773073171342
PD	Con	C	0.5239124619112744
PD	Con	C	0.5095555360131151
PD	Con	C	0.3172618714719314
PD	Con	C	0.6815570120628129
PD	Con	C	0.3819394336424612
PD	Con	C	0.6904322236891757
PD	Con	C	0.6869531517284841
PD	Con	C	0.5760279771245622
PD	Con	C	0.1292020911519615
PD	Con	C	0.3108152422125207
PD	Con	C	0.3186438258612991
PD	Con	C	0.4766202581452108
PD	Con	C	0.4652894073345218
PD	Con	C	0.9538465384950172
PD	Con	C	0.3649246191761233
PD	Con	C	0.3161841356818352
PD	Con	C	0.3656028754820432
PD	Con	C	0.3380352496689124
PD	Con	C	0.3557878165032866
PD	Con	C	0.4437647516729893
PD	Con	C	0.5068951877375776
PD	Con	C	0.5370167191811315
PD	Con	C	0.7275974430358676
PD	Con	C	0.3171945669555668
PD	Con	C	0.1881781757633464
PD	Con	C	0.230216541409111
PD	Con	C	0.5825987952910006
PD	Con	C	0.3993965054131457
PD	Con	C	0.4879622444035071
PD	Con	C	0.5109642171375854
PD	Con	C	0.2968826176959961
PD	Con	A	0.5741795475641528
PD	Con	A	0.223132807430051
PD	Con	A	0.7761678458738284
PD	Con	A	0.5194885668662822
PD	Con	A	0.4315482439262
PD	Con	A	0.6595310435950064
PD	Con	A	0.3721611616126802
PD	Con	A	0.5846949660719828
PD	Con	A	0.2560500179805575
PD	Con	A	0.2562508894621628
PD	Con	A	0.2756642598208286
PD	Con	A	0.7530936674798154
PD	Con	A	0.3500969733191177
PD	Con	A	0.6357097605919166
PD	Con	A	0.4385067157858877
PD	Con	A	0.6184587120562474
PD	Con	A	0.6537763245768341
PD	Con	A	0.44189814269529
PD	Con	A	0.4987387380945532
PD	Con	A	0.4306675735054409
PD	Con	A	0.4585100127707658
PD	Con	A	0.588863542450379
PD	Con	A	0.4980713813556946
PD	Con	A	0.9993986014533782
PD	Con	A	0.5263185429899006
PD	Con	A	0.301090066822187
PD	Con	A	0.7022440887371968
PD	Con	A	0.4509773287650404
PD	Con	A	0.4853553529456377
PD	Con	A	0.5849312516696676
PD	Con	A	0.3048504626116188
PD	Con	A	0.5564798074837018
PD	Con	A	0.2973075659827157
PD	Con	A	0.5458806205426082
PD	Con	A	0.5228280847825111
PD	Con	A	0.5262550014951797
PD	Con	A	0.1936847832931177
PD	Con	A	0.2990708736504378
PD	Con	A	0.4047253185824195
PD	Con	A	0.3510696972526751
PD	Con	A	0.4491988514946638
PD	Con	A	0.7447752190985378
PD	Con	A	0.6481160582793974
PD	Con	A	0.4856514858128229
PD	Con	A	0.3464778155887107
PD	Con	A	0.992576488745782
PD	Con	A	0.6777365872252915
PD	Con	A	0.3679133824166653
PD	Con	A	0.6088743063908595
PD	Con	A	0.3007803889125046
PD	Con	A	0.2503970080284025
PD	Con	A	0.6139757899390359
PD	Con	A	0.3270866785640883
PD	Con	A	0.725024322917684
PD	Con	A	0.4727991875050767
PD	Con	A	0.4366524494368557
PD	Con	A	0.2804146712310006
PD	Con	A	0.5338409656487831
PD	Con	A	0.5039543701641185
PD	Con	A	0.4651012367288754
PD	Con	A	0.5732778915688587
PD	Con	A	0.5646658439378458
PD	Con	A	0.3507981794559568
TRD	Con	P	0.3338907928760421
TRD	Con	P	0.7283834563537305
TRD	Con	P	0.6923225141031895
TRD	Con	P	0.6923225141031895
TRD	Con	P	0.2645776743733906
TRD	Con	P	0.7465181328304289
TRD	Con	P	0.7465181328304289
TRD	Con	P	0.3425075363696772
TRD	Con	P	0.1901006955861348
TRD	Con	P	0.4649501298961939
TRD	Con	P	0.1065756607992837
TRD	Con	P	0.3251029077622364
TRD	Con	P	0.4071834060688019
TRD	Con	P	0.7085780468586556
TRD	Con	P	0.409227336086379
TRD	Con	P	0.2708176917468202
TRD	Con	P	0.2708176917468202
TRD	Con	P	0.4948323668289801
TRD	Con	P	0.3198911201639846
TRD	Con	P	0.432175185230309
TRD	Con	P	0.2094613492014499
TRD	Con	P	0.4038961666308308
TRD	Con	P	0.5135598081026691
TRD	Con	P	0.3411743003362705
TRD	Con	P	0.0862199520720268
TRD	Con	P	0.5120393871541861
TRD	Con	P	0.1696867963874799
TRD	Con	P	0.1445212675934931
TRD	Con	P	0.3796158722331432
TRD	Con	P	0.4819378307034423
TRD	Con	P	0.2079897163038004
TRD	Con	P	0.3506849440563732
TRD	Con	P	0.3471745768818413
TRD	Con	P	0.0905188129711902
TRD	Con	P	0.3831335547128601
TRD	Con	P	0.5525107559488731
TRD	Con	P	0.3983427184950205
TRD	Con	P	0.4071834060688019
TRD	Con	P	0.5769106655749192
TRD	Con	P	0.5017057385263833
TRD	Con	P	0.6398976599204349
TRD	Con	P	0.6512161231310346
TRD	Con	P	0.8076198727045572
TRD	Con	P	0.4001129609025113
TRD	Con	P	0.3748631970198136
TRD	Con	P	0.3471745768818413
TRD	Con	P	0.1780839757293639
TRD	Con	P	0.6232381849399292
TRD	Con	P	0.4198013638861345
TRD	Con	P	0.2478579767838073
TRD	Con	P	0.5068819148610133
TRD	Con	P	0.2999914194978209
TRD	Con	P	0.223355470758942
TRD	Con	P	0.3679071513377311
TRD	Con	P	0.6142543609403278
TRD	Con	P	0.2662820521245126
TRD	Con	P	0.5064588771924365
TRD	Con	P	0.2381107378367103
TRD	Con	P	0.3845132414245303
TRD	Con	P	0.4910639905885349
TRD	Con	P	0.5409800140815799
TRD	Con	P	0.2995388637901781
TRD	Con	P	0.2957777302148874
TRD	Con	P	0.1437203229159618
TRD	Con	P	0.7892919870062381
TRD	Con	P	0.5477938187670298
TRD	Con	P	0.580142354182773
TRD	Con	P	0.5711304086879785
TRD	Con	P	0.8104686995124339
TRD	Con	P	0.2685831817182158
TRD	Con	P	0.4547495162649023
TRD	Con	P	0.2296708172912266
TRD	Con	P	0.6286099806525776
TRD	Con	P	0.4963484831559843
TRD	Con	P	0.3109373497550945
TRD	Con	P	0.3661812317990572
TRD	Con	P	0.4713521339357161
TRD	Con	P	0.275348268384387
TRD	Con	P	0.2164491927066358
TRD	Con	P	0.2164491927066358
TRD	Con	P	0.4166360547995317
TRD	Con	P	0.3371450064418488
TRD	Con	P	0.4358823935049124
TRD	Con	P	0.4987913758073404
TRD	Con	P	0.576740919368555
TRD	Con	P	0.65785819367478
TRD	Con	P	0.1996911516612457
TRD	Con	P	0.4690499636480446
TRD	Con	P	0.3245717987472283
TRD	Con	P	0.4034269808994962
TRD	Con	P	0.3224431525003995
TRD	Con	P	0.316399201172635
TRD	Con	P	0.4649501298961939
TRD	Con	P	0.672894377154027
TRD	Con	P	0.7905946315050852
TRD	Con	P	0.1712408168560669
TRD	Con	P	0.218842145501546
TRD	Con	P	0.3828002262105269
TRD	Con	P	0.5555676479958017
TRD	Con	P	0.5690819268572744
TRD	Con	P	0.1589013602530811
TRD	Con	P	0.6398976599204349
TRD	Con	P	0.4418125030676374
TRD	Con	P	0.6142543609403278
TRD	Con	P	0.6412872435982037
TRD	Con	P	0.2695548429695514
TRD	Con	P	0.400082397039856
TRD	Con	P	0.3124063968022404
TRD	Con	P	0.2769801703909843
TRD	Con	P	0.9982926502688636
TRD	Con	P	0.221950147257994
TRD	Con	P	0.400294721607996
TRD	Con	P	0.6398976599204349
TRD	Con	P	0.2209696448810418
TRD	Con	P	0.2612553237524271
TRD	Con	P	0.425156237422399
TRD	Con	P	0.4131255110970682
TRD	Con	P	0.4427088650859312
TRD	Con	P	0.3274099183848639
TRD	Con	P	0.7465181328304289
TRD	Con	P	0.4350278879340248
TRD	Con	P	0.4037095303856633
TRD	Con	P	0.5105199781514657
TRD	Con	P	0.4637880188509691
TRD	Con	P	0.4637880188509691
TRD	Con	P	0.7034306065257011
TRD	Con	P	0.6313072388815263
TRD	Con	P	0.5064588771924365
TRD	Con	P	0.4175213957611837
TRD	Con	P	0.7321000128747693
TRD	Con	P	0.65596151315171
TRD	Con	P	0.65596151315171
TRD	Con	P	0.3140563303879072
TRD	Con	P	0.5128604633044201
TRD	Con	P	0.165077444444103
TRD	Con	P	0.2499608979672941
TRD	Con	P	0.5133128907647564
TRD	Con	P	0.5191012568555877
TRD	Con	P	0.5033214949450415
TRD	Con	P	0.6313630205842369
TRD	Con	P	0.1981751172671919
TRD	Con	P	0.6716899594615728
TRD	Con	P	0.6716899594615728
TRD	Con	P	0.5812853150947447
TRD	Con	P	0.6400195138356076
TRD	Con	P	0.9999934780680334
TRD	Con	P	0.3233667589036408
TRD	Con	P	0.3621181628085526
TRD	Con	P	0.244226220737742
TRD	Con	P	0.5772012599608546
TRD	Con	P	0.508350551549859
TRD	Con	P	0.3263039671560427
TRD	Con	P	0.4036165493179368
TRD	Con	P	0.3971935507518792
TRD	Con	P	0.5395129526779846
TRD	Con	P	0.3894014025070984
TRD	Con	P	0.3686466174816618
TRD	Con	P	0.2366194242501181
TRD	Con	P	0.5394370342997831
TRD	Con	P	0.5840462785422884
TRD	Con	P	0.3917115894989227
TRD	Con	P	0.5563029530363737
TRD	Con	P	0.3807353109186652
TRD	Con	P	0.2099933846690878
TRD	Con	P	0.1293994619078944
TRD	Con	P	0.4306311478722676
TRD	Con	P	0.4232958288501871
TRD	Con	P	0.2872997598146673
TRD	Con	P	0.7465181328304289
TRD	Con	P	0.2885548391539456
TRD	Con	P	0.2872997598146673
TRD	Con	P	0.3127919854851594
TRD	Con	P	0.588486793132154
TRD	Con	P	0.3478449158920988
TRD	Con	P	0.3987498067110669
TRD	Con	P	0.1959892029781387
TRD	Con	P	0.2667156776153119
TRD	Con	P	0.2925707343145673
TRD	Con	P	0.3969019316495513
TRD	Con	P	0.4906245800074457
TRD	Con	P	0.4458565650279865
TRD	Con	P	0.3168911918697462
TRD	Con	P	0.2983669699957257
TRD	Con	P	0.3920987116522217
TRD	Con	P	0.4295630393899426
TRD	Con	P	0.3409101646494893
TRD	Con	P	0.321290280392502
TRD	Con	P	0.3742899513216541
TRD	Con	P	0.4868166230314329
TRD	Con	P	0.3931416956192605
TRD	Con	P	0.6481497107859816
TRD	Con	P	0.4085851254947067
TRD	Con	P	0.4085851254947067
TRD	Con	P	0.5913782851384444
TRD	Con	P	0.5231913497458605
TRD	Con	P	0.3210715836041927
TRD	Con	P	0.2512481335024655
TRD	Con	P	0.6646877860956963
TRD	Con	P	0.1973751119382059
TRD	Con	P	0.3275536779109868
TRD	Con	P	0.3511887868071209
TRD	Con	P	0.4197913395288217
TRD	Con	P	0.7733215898134865
TRD	Con	P	0.218842145501546
TRD	Con	P	0.3684766929971095
TRD	Con	P	0.3684766929971095
TRD	Con	P	0.4676735991802117
TRD	Con	P	0.6425538482095592
TRD	Con	P	0.2712351005160299
TRD	Con	P	0.5673009432524779
TRD	Con	P	0.5673009432524779
TRD	Con	P	0.2188062432298281
TRD	Con	P	0.6790978725809829
TRD	Con	P	0.500645883086873
TRD	Con	P	0.3252532469232451
TRD	Con	P	0.1798353458142277
TRD	Con	P	0.4513187247495845
TRD	Con	P	0.593317878355435
TRD	Con	P	0.4213298288861196
TRD	Con	P	0.7034070334071292
TRD	Con	P	0.4444457419188749
TRD	Con	P	0.6398241925425452
TRD	Con	P	0.0821838313028764
TRD	Con	P	0.0821838313028764
TRD	Con	P	0.1837082145075753
TRD	Con	P	0.6236338954318066
TRD	Con	P	0.5571934658007016
TRD	Con	P	0.1065756607992837
TRD	Con	P	0.3666318009439725
TRD	Con	P	0.447652118624673
TRD	Con	P	0.1570869085322682
TRD	Con	P	0.52134947558235
TRD	Con	P	0.5719730099663067
TRD	Con	P	0.5840462785422884
TRD	Con	P	0.7966199126809672
TRD	Con	P	0.6340260100578093
TRD	Con	P	0.4458565650279865
TRD	Con	P	0.2157488577381499
TRD	Con	P	0.2656380966031397
TRD	Con	P	0.3991952044858665
TRD	Con	P	0.4098891702758803
TRD	Con	P	0.6271386880760085
TRD	Con	P	0.6271386880760085
TRD	Con	P	0.1065756607992837
TRD	Con	P	0.2662232372097647
TRD	Con	P	0.7201121871054597
TRD	Con	P	0.2921376120503159
TRD	Con	P	0.1981763413654207
TRD	Con	P	0.4048933775847203
TRD	Con	P	0.2693584041407699
TRD	Con	P	0.4311804084159389
TRD	Con	P	0.2725130579910579
TRD	Con	P	0.2301628708949357
TRD	Con	P	0.3033554359809383
TRD	Con	P	0.577913556400941
TRD	Con	P	0.4458565650279865
TRD	Con	P	0.5544780330397375
TRD	Con	P	0.4444457419188749
TRD	Con	P	0.3143387208060258
TRD	Con	P	0.376082593216013
TRD	Con	P	0.5960188807004466
TRD	Con	P	0.4458565650279865
TRD	Con	P	0.2463052578276202
TRD	Con	P	0.295711352741454
TRD	Con	P	0.3663745467750026
TRD	Con	P	0.25351300124584
TRD	Con	P	0.150381200785338
TRD	Con	P	0.6171592397518513
TRD	Con	C	0.3637020058701121
TRD	Con	C	0.2030822699346875
TRD	Con	C	0.613769240694627
TRD	Con	C	0.6010305459109649
TRD	Con	C	0.3975879655949121
TRD	Con	C	0.4412495109368569
TRD	Con	C	0.3429600058492359
TRD	Con	C	0.4621003757278255
TRD	Con	C	0.3584733707920881
TRD	Con	C	0.278312223020117
TRD	Con	C	0.6031513063215821
TRD	Con	C	0.3141401934117679
TRD	Con	C	0.3809486576096355
TRD	Con	C	0.5034578213827963
TRD	Con	C	0.739625982017312
TRD	Con	C	0.5019682158420098
TRD	Con	C	0.5926526997946832
TRD	Con	C	0.478344303691976
TRD	Con	C	0.3524823401493047
TRD	Con	C	0.4746385845737217
TRD	Con	C	0.7283834014046459
TRD	Con	C	0.5876705202891603
TRD	Con	C	0.6535700734273592
TRD	Con	C	0.2899969322593363
TRD	Con	C	0.4243891968891275
TRD	Con	C	0.3179065538944535
TRD	Con	C	0.381029732960558
TRD	Con	C	0.3312799730425372
TRD	Con	C	0.2993077078497548
TRD	Con	C	0.2758886140859513
TRD	Con	C	0.2972053468079736
TRD	Con	C	0.4652370836320676
TRD	Con	C	0.5175183313120545
TRD	Con	C	0.6507050313529297
TRD	Con	C	0.3407521221477589
TRD	Con	C	0.3300896327280728
TRD	Con	C	0.3976144872899512
TRD	Con	C	0.4468327448331525
TRD	Con	C	0.2845507324114992
TRD	Con	C	0.2866830030592684
TRD	Con	C	0.5065251941194424
TRD	Con	C	0.4854363903767931
TRD	Con	C	0.4057179700811283
TRD	Con	C	0.565799690168161
TRD	Con	C	0.5462165496575135
TRD	Con	C	0.492656387729669
TRD	Con	C	0.2412550517440966
TRD	Con	C	0.2874107023704203
TRD	Con	C	0.5536705250370799
TRD	Con	C	0.5983272155707692
TRD	Con	C	0.3952331033504438
TRD	Con	C	0.434040023387254
TRD	Con	C	0.2064125748144353
TRD	Con	C	0.6716836354309601
TRD	Con	C	0.3512218138154604
TRD	Con	C	0.465063775061194
TRD	Con	C	0.4492541538491252
TRD	Con	C	0.4099067898446104
TRD	Con	C	0.4351547663615556
TRD	Con	C	0.4156788466972456
TRD	Con	C	0.5908438570249874
TRD	Con	C	0.3739208879070679
TRD	Con	C	0.458185137484202
TRD	Con	C	0.4789820448927583
TRD	Con	C	0.1674926476014666
TRD	Con	C	0.2040088443426675
TRD	Con	C	0.4097073327523647
TRD	Con	C	0.3880986607034088
TRD	Con	C	0.6945930223116913
TRD	Con	C	0.5576163499812941
TRD	Con	C	0.4127022189284812
TRD	Con	C	0.6393462064659036
TRD	Con	C	0.6083441924280478
TRD	Con	C	0.5328538228085222
TRD	Con	C	0.3607404301505404
TRD	Con	C	0.6987257461776151
TRD	Con	C	0.6722858710782014
TRD	Con	C	0.523221870888844
TRD	Con	C	0.1599346435539596
TRD	Con	C	0.3120202714949317
TRD	Con	C	0.5237683293617856
TRD	Con	C	0.4084751850430017
TRD	Con	C	0.542477942234888
TRD	Con	C	0.3896855356373432
TRD	Con	C	0.4329399096869856
TRD	Con	C	0.4910084111107945
TRD	Con	C	0.384034401755597
TRD	Con	C	0.5359193619294906
TRD	Con	C	0.4884354634837963
TRD	Con	C	0.4456714106040931
TRD	Con	C	0.4776600913966528
TRD	Con	C	0.3484774868890827
TRD	Con	C	0.3972835108512275
TRD	Con	C	0.6018387632340977
