duplication_type	trajectory	role	tau
PD	Spe	P	0.7570105173250361
PD	Spe	P	0.9939724701052396
PD	Spe	P	0.536849737528984
PD	Spe	P	0.8131114117490139
PD	Spe	P	0.9528860589877888
PD	Spe	P	0.978782920740822
PD	Spe	P	0.8885725218411273
PD	Spe	P	0.986714631974418
PD	Spe	P	1.0
PD	Spe	P	0.8777463394023352
PD	Spe	P	1.0
PD	Spe	P	0.8589837368048773
PD	Spe	P	0.8626140780045862
PD	Spe	P	0.633773572315721
PD	Spe	P	0.9173340728332828
PD	Spe	P	0.7630383275983583
PD	Spe	P	1.0
PD	Spe	C	0.9980986432154668
PD	Spe	C	0.9893460222936824
PD	Spe	C	0.9877880868979312
PD	Spe	C	0.8685584992970072
PD	Spe	C	0.5660470852334859
PD	Spe	C	0.9490573539046292
PD	Spe	C	0.9434914718953256
PD	Spe	C	0.9908936655812578
PD	Spe	C	0.9728371709061104
PD	Spe	C	0.674919959901026
PD	Spe	C	0.9821797269063528
PD	Spe	C	0.858615859729652
PD	Spe	C	0.9951893724487488
PD	Spe	C	0.6689518834547604
PD	Spe	C	0.9082117753244564
PD	Spe	C	1.0
PD	Spe	C	0.8003707016090432
PD	Spe	C	0.9736600404163572
PD	Spe	C	0.5613331391781076
PD	Spe	C	0.9226979676272598
PD	Spe	C	0.9978762624559112
PD	Spe	C	0.9601863060297472
PD	Spe	C	0.8891825330570804
PD	Spe	C	0.9755866456411796
PD	Spe	C	0.7320325565837886
PD	Spe	C	0.725702689972265
PD	Spe	C	0.9432776410638226
PD	Spe	C	0.901992866866966
PD	Spe	C	0.5547224349896572
PD	Spe	C	0.9807990229891554
PD	Spe	C	0.6916769501106063
PD	Spe	C	0.8570950408863489
PD	Spe	C	0.9952619170865346
PD	Spe	C	0.924696708485043
PD	Spe	C	0.8764943750184724
PD	Spe	C	0.3589344343375695
PD	Spe	C	0.9922790960345204
PD	Spe	C	0.6827576008212549
PD	Spe	C	1.0
PD	Spe	C	0.8822946114782131
PD	Spe	C	0.8380573938357381
PD	Spe	C	0.7726505466616713
PD	Spe	C	0.9609074998662894
PD	Spe	C	0.7981546416565276
PD	Spe	C	0.8439825837323565
PD	Spe	C	0.9637386608646036
PD	Spe	C	0.996325460891262
PD	Spe	C	0.7563270870456792
PD	Spe	C	0.8763067187960033
PD	Spe	C	0.6125306065190944
PD	Spe	C	0.999414176004618
PD	Spe	C	0.9492288571859476
PD	Spe	C	0.7685843853474529
PD	Spe	C	0.9629867877847212
PD	Spe	C	0.9999117496153456
PD	Spe	C	0.8617298683125453
PD	Spe	C	0.8569320378681968
PD	Spe	C	0.984602741989834
PD	Spe	C	0.9362970069499448
PD	Spe	C	0.9514450295774464
PD	Spe	C	0.550176500093698
PD	Spe	C	0.8649362056393531
PD	Spe	C	0.7206290333061739
PD	Spe	C	0.9898131327977908
PD	Spe	C	0.8464522710849348
PD	Spe	C	0.9905196670905944
PD	Spe	C	0.7458104794223299
PD	Spe	C	0.438374707025342
PD	Spe	C	0.6610520872920994
PD	Spe	C	0.8379850174692441
PD	Spe	C	0.5279736229107195
PD	Spe	C	0.8979148732974498
PD	Spe	C	0.5360264978919796
PD	Spe	C	0.8301816830925342
PD	Spe	C	0.8158660516590064
PD	Spe	C	0.875168215315604
PD	Spe	C	0.8750584818130107
PD	Spe	C	0.6632861784678639
PD	Spe	C	0.8115937573714607
PD	Spe	C	0.8998722484483552
PD	Spe	C	0.7294208159596948
PD	Spe	C	0.6915877492275698
PD	Spe	C	0.8261946634891324
PD	Spe	C	0.8073575030405727
PD	Spe	C	0.8646269903331273
PD	Spe	C	0.8777035559378488
PD	Spe	C	0.8931746971872231
PD	Spe	C	0.716773105779145
PD	Spe	C	0.74922282853048
PD	Spe	C	0.9078505234497872
PD	Spe	C	0.3694949437097535
PD	Spe	C	1.0
PD	Spe	C	0.8494216286547716
PD	Spe	C	0.9995810474908836
PD	Spe	A	0.7719507159045629
PD	Spe	A	0.6155402986490841
PD	Spe	A	0.7192924620091605
PD	Spe	A	0.6752928619242763
PD	Spe	A	0.6803187973913767
PD	Spe	A	0.799404436569806
PD	Spe	A	0.8994813915827577
PD	Spe	A	0.7658048666750921
PD	Spe	A	0.8044407897995036
PD	Spe	A	0.6689647730864989
PD	Spe	A	0.9185667735566
PD	Spe	A	0.5558477060055484
PD	Spe	A	0.9485093471109586
PD	Spe	A	0.763052177904477
PD	Spe	A	0.4845390815417688
PD	Spe	A	0.6595869818628584
PD	Spe	A	0.9474415380997134
PD	Spe	A	0.7839049983300127
PD	Spe	A	0.8400516163195506
PD	Spe	A	0.3456628173712295
PD	Spe	A	0.704904728113436
PD	Spe	A	0.9941147272110642
PD	Spe	A	0.7368335824336395
PD	Spe	A	0.6760911201682095
PD	Spe	A	0.7915065394956559
PD	Spe	A	0.7463535293120952
PD	Spe	A	0.9005400322081349
PD	Spe	A	0.7484482185464265
PD	Spe	A	0.7126064100852931
PD	Spe	A	0.8440016906637775
PD	Spe	A	0.4940916107986295
PD	Spe	A	0.977363626304722
PD	Spe	A	0.5500954866601013
PD	Spe	A	0.8641983146741354
PD	Spe	A	0.8693027175162994
PD	Spe	A	0.8813144258607017
PD	Spe	A	0.8857967485467944
PD	Spe	A	0.7901072537728586
PD	Spe	A	0.8836033748131967
PD	Spe	A	0.6236818079950412
PD	Spe	A	0.9727212351048582
PD	Spe	A	0.7808389922139515
PD	Spe	A	0.9035194835559196
PD	Spe	A	0.7611573714666621
PD	Spe	A	0.9656587129439168
PD	Spe	A	0.8730819943270992
PD	Spe	A	0.4570054703348264
PD	Spe	A	0.7920955118706894
PD	Spe	A	0.7937210193899589
PD	Spe	A	0.9007129392299207
PD	Spe	A	0.6029056703507691
PD	Spe	A	0.7082401474933733
PD	Spe	A	0.9214178776816996
PD	Spe	A	0.6670263749562998
PD	Spe	A	0.6176580651963294
PD	Spe	A	0.902988177843522
PD	Spe	A	0.59563491657051
PD	Spe	A	0.6327303865671958
PD	Spe	A	0.6327303865671958
PD	Spe	A	0.8057346310155629
PD	Spe	A	0.6802151898955866
PD	Spe	A	0.7812900877629028
PD	Spe	A	0.8699350521442207
PD	Spe	A	0.6937360273941986
PD	Spe	A	0.978126859622216
PD	Spe	A	0.9220812472932554
PD	Spe	A	0.8415387352236963
PD	Spe	A	0.8277624428244337
PD	Spe	A	0.9416149390825244
PD	Spe	A	0.9043003193184044
PD	Spe	A	0.5739686305421989
PD	Spe	A	0.6375507259797925
PD	Spe	A	0.9400222478429772
PD	Spe	A	0.7577654082964941
PD	Spe	A	0.7252140357441172
PD	Spe	A	0.6427715597186079
PD	Spe	A	0.7542909163875635
PD	Spe	A	0.960860504934989
PD	Spe	A	0.7254022434451415
PD	Spe	A	0.9993889405040968
PD	Spe	A	0.9322929956460532
PD	Spe	A	0.8843138037075736
PD	Spe	A	0.8957807487095284
PD	Spe	A	0.724965144180916
PD	Spe	A	0.9854990189632672
PD	Spe	A	0.5289214115107627
PD	Spe	A	0.7731886657674936
PD	Spe	A	0.4624036739552813
PD	Spe	A	0.978598687068871
PD	Spe	A	0.2573002908907636
PD	Spe	A	0.8676293593170028
PD	Spe	A	0.5432740268421865
PD	Spe	A	0.8806998604565826
PD	Spe	A	0.8691575939459325
TRD	Spe	P	0.815722331915896
TRD	Spe	P	0.6224553631223303
TRD	Spe	P	0.5053561851904906
TRD	Spe	P	0.901315252267302
TRD	Spe	P	0.9226345440845514
TRD	Spe	P	0.8015446327966547
TRD	Spe	P	0.916187412840224
TRD	Spe	P	0.5815523588419508
TRD	Spe	P	0.8526145220397374
TRD	Spe	P	0.9291890792837936
TRD	Spe	P	0.7757001669781032
TRD	Spe	P	0.545756119188602
TRD	Spe	P	0.8559362522314305
TRD	Spe	P	0.8910243467236401
TRD	Spe	P	0.8981375848433324
TRD	Spe	P	0.9827350364738308
TRD	Spe	P	0.9125991114149008
TRD	Spe	P	0.8254656755207819
TRD	Spe	P	0.5510359718223189
TRD	Spe	P	0.6748968661793443
TRD	Spe	P	1.0
TRD	Spe	P	0.7577254965518618
TRD	Spe	P	0.4362158641805342
TRD	Spe	P	0.8244205941704422
TRD	Spe	P	0.8538337709695266
TRD	Spe	P	0.7197327077592093
TRD	Spe	P	0.8367326968674336
TRD	Spe	P	0.8396152224685458
TRD	Spe	P	0.916187412840224
TRD	Spe	P	0.7584762073189669
TRD	Spe	P	0.4121500682665225
TRD	Spe	P	0.5101113454266383
TRD	Spe	P	0.9958955320506536
TRD	Spe	P	0.8910243467236401
TRD	Spe	P	0.9595013243452104
TRD	Spe	P	0.314615182206699
TRD	Spe	P	0.8804204670787005
TRD	Spe	P	0.9467064062717448
TRD	Spe	P	0.8777970539486019
TRD	Spe	P	0.964870405740516
TRD	Spe	P	0.8620124619510914
TRD	Spe	P	0.3386331514318156
TRD	Spe	P	0.9923936327081094
TRD	Spe	P	0.5812275097026864
TRD	Spe	P	0.6791119365075176
TRD	Spe	P	0.9420167642300166
TRD	Spe	P	0.9469523048633424
TRD	Spe	P	0.9742289306239984
TRD	Spe	P	0.9711568905961744
TRD	Spe	P	0.8725576413938899
TRD	Spe	P	0.9595415980620712
TRD	Spe	P	0.947443621193878
TRD	Spe	P	0.942017040037733
TRD	Spe	P	1.0
TRD	Spe	P	0.9413028696021402
TRD	Spe	P	0.863368743124514
TRD	Spe	P	0.8561529283064819
TRD	Spe	P	0.8561529283064819
TRD	Spe	P	0.837890447608198
TRD	Spe	P	0.923960601890932
TRD	Spe	P	1.0
TRD	Spe	P	0.9841835169577446
TRD	Spe	P	0.8741989078654729
TRD	Spe	P	0.9898816413581568
TRD	Spe	P	0.8964352684307455
TRD	Spe	P	0.9045904333262752
TRD	Spe	P	0.8552214436528967
TRD	Spe	P	0.8618392500306763
TRD	Spe	P	0.6361050987182624
TRD	Spe	P	0.4541216664205659
TRD	Spe	P	0.7276132824024624
TRD	Spe	P	0.7341030062698708
TRD	Spe	P	0.9646288669571378
TRD	Spe	P	0.7929611377955211
TRD	Spe	P	0.7995443723600404
TRD	Spe	P	0.3912766918502843
TRD	Spe	P	0.5199634119687595
TRD	Spe	P	1.0
TRD	Spe	P	0.9156237640324404
TRD	Spe	P	0.9255061569904116
TRD	Spe	P	0.8741989078654729
TRD	Spe	P	0.9711568905961744
TRD	Spe	P	0.7248536755624765
TRD	Spe	P	0.3161766890072963
TRD	Spe	P	0.2424600193590859
TRD	Spe	P	0.7905513702004962
TRD	Spe	P	0.9978575396871447
TRD	Spe	P	0.9095845061838176
TRD	Spe	P	0.9095845061838176
TRD	Spe	P	0.9711568905961744
TRD	Spe	P	0.8487588293538376
TRD	Spe	P	0.6901295356698434
TRD	Spe	P	0.6120921800772023
TRD	Spe	P	0.9676457828990768
TRD	Spe	P	0.6561982205673098
TRD	Spe	P	0.7526768620614025
TRD	Spe	P	0.9115149080654998
TRD	Spe	P	0.9759302781041912
TRD	Spe	P	0.8280983475779393
TRD	Spe	P	0.8212767123287671
TRD	Spe	P	0.3146126118847529
TRD	Spe	P	0.3146126118847529
TRD	Spe	P	0.8020876229184146
TRD	Spe	P	0.8020876229184146
TRD	Spe	P	0.4752918898850002
TRD	Spe	P	0.6202767076748944
TRD	Spe	P	0.9413028696021402
TRD	Spe	P	0.6901295356698434
TRD	Spe	P	0.8546753538530666
TRD	Spe	P	0.947734304672084
TRD	Spe	P	0.9416028613634764
TRD	Spe	P	0.863368743124514
TRD	Spe	P	0.4827528925307515
TRD	Spe	P	0.8851380906713768
TRD	Spe	P	0.5815523588419508
TRD	Spe	P	0.8534661096637942
TRD	Spe	P	0.9873572368164544
TRD	Spe	P	0.6396285903357475
TRD	Spe	P	0.3786653786919158
TRD	Spe	P	0.943176890036206
TRD	Spe	P	0.990358438147838
TRD	Spe	P	0.9184722139414148
TRD	Spe	P	0.8040145494756017
TRD	Spe	P	0.969246895534574
TRD	Spe	P	0.6710246359206904
TRD	Spe	P	0.990144133688443
TRD	Spe	P	0.570700706161076
TRD	Spe	P	0.9503176303730128
TRD	Spe	P	0.916187412840224
TRD	Spe	P	0.6138288854668493
TRD	Spe	P	0.9055718993557632
TRD	Spe	P	0.7627740246800493
TRD	Spe	P	0.9179529147665784
TRD	Spe	P	1.0
TRD	Spe	P	0.8981375848433324
TRD	Spe	P	0.8556974355526192
TRD	Spe	P	0.9203608971367836
TRD	Spe	P	0.6758156200725469
TRD	Spe	P	1.0
TRD	Spe	P	0.8594982195235467
TRD	Spe	P	0.8608775009040837
TRD	Spe	P	0.9760343954442572
TRD	Spe	P	0.8027603241609171
TRD	Spe	P	0.8402494202024323
TRD	Spe	P	0.902062203681915
TRD	Spe	C	0.8290288634996994
TRD	Spe	C	0.8383015398427028
TRD	Spe	C	0.7272819877645751
TRD	Spe	C	0.868388515548693
TRD	Spe	C	0.8148211914920258
TRD	Spe	C	1.0
TRD	Spe	C	0.5379386671253293
TRD	Spe	C	0.8684373172850284
TRD	Spe	C	1.0
TRD	Spe	C	1.0
TRD	Spe	C	0.880170459697162
TRD	Spe	C	1.0
TRD	Spe	C	0.7478139794836003
TRD	Spe	C	0.8200479958184547
TRD	Spe	C	0.8941677372181231
TRD	Spe	C	0.8334982378386334
TRD	Spe	C	0.7357812192105069
TRD	Spe	C	0.7206953653640428
TRD	Spe	C	0.9303700396564856
TRD	Spe	C	0.649614863419157
TRD	Spe	C	0.9505717083881754
TRD	Spe	C	0.5477594535482821
TRD	Spe	C	0.6360745391355775
TRD	Spe	C	0.932832833764638
TRD	Spe	C	0.6341213328895727
TRD	Spe	C	0.6387508000385773
TRD	Spe	C	0.4824260330699798
TRD	Spe	C	0.9511570056977676
TRD	Spe	C	0.68419988757783
TRD	Spe	C	0.7274825007371756
TRD	Spe	C	0.7538956970038014
TRD	Spe	C	0.5516155790229397
TRD	Spe	C	1.0
TRD	Spe	C	0.7966046909630776
TRD	Spe	C	0.9605511108284066
TRD	Spe	C	0.3740417638536725
TRD	Spe	C	0.9342368091043166
TRD	Spe	C	0.9900892482691134
TRD	Spe	C	0.5219971914804888
TRD	Spe	C	0.7727229266042575
TRD	Spe	C	0.791038601796207
TRD	Spe	C	0.5982652775172056
TRD	Spe	C	0.7114885973133396
TRD	Spe	C	0.517541697988493
TRD	Spe	C	0.9693237507331088
TRD	Spe	C	0.936902043443218
TRD	Spe	C	0.7297731267205348
TRD	Spe	C	1.0
TRD	Spe	C	0.5605214341092146
TRD	Spe	C	1.0
TRD	Spe	C	0.6781732881950077
TRD	Spe	C	1.0
TRD	Spe	C	0.8864067635534173
TRD	Spe	C	0.7302658301844721
TRD	Spe	C	0.618522281320345
TRD	Spe	C	0.9389196083202578
TRD	Spe	C	0.4897465903915901
TRD	Spe	C	0.7474217616835066
TRD	Spe	C	0.2436283522362981
TRD	Spe	C	0.965922819786042
TRD	Spe	C	0.8555784317305342
TRD	Spe	C	0.8117043222003929
TRD	Spe	C	1.0
TRD	Spe	C	0.997092801671206
TRD	Spe	C	0.7027155394141922
TRD	Spe	C	0.9004015992892048
TRD	Spe	C	0.9189543281456616
TRD	Spe	C	0.7285588360122318
TRD	Spe	C	0.944090795674206
TRD	Spe	C	1.0
TRD	Spe	C	0.722297499271263
TRD	Spe	C	0.8748171102972583
TRD	Spe	C	0.5640316118903344
TRD	Spe	C	0.7681837712559916
TRD	Spe	C	0.8081048507788846
TRD	Spe	C	0.982848216816626
TRD	Spe	C	0.7308378191087479
TRD	Spe	C	0.7661152808796787
TRD	Spe	C	0.9995016702376156
TRD	Spe	C	0.933558681957653
TRD	Spe	C	0.4147131280098463
TRD	Spe	C	0.75806715209643
TRD	Spe	C	1.0
TRD	Spe	C	0.4286079152909691
TRD	Spe	C	0.7063922098807979
TRD	Spe	C	0.8356709401186404
TRD	Spe	C	0.7375059587820022
TRD	Spe	C	0.906659902625351
TRD	Spe	C	0.9453873492267496
TRD	Spe	C	0.9812570821544332
TRD	Spe	C	0.802465787716956
TRD	Spe	C	1.0
TRD	Spe	C	0.8551816440872233
TRD	Spe	C	0.9526602161401092
TRD	Spe	C	0.6751176500265842
TRD	Spe	C	0.4906913830577443
TRD	Spe	C	1.0
TRD	Spe	C	0.9914070859477816
TRD	Spe	C	0.8064310612690686
TRD	Spe	C	1.0
TRD	Spe	C	0.720909668537541
TRD	Spe	C	0.8466708284654745
TRD	Spe	C	0.9432528046002396
TRD	Spe	C	0.8223709276975029
TRD	Spe	C	1.0
TRD	Spe	C	1.0
TRD	Spe	C	0.7652326621296937
TRD	Spe	C	0.9168910164434496
TRD	Spe	C	1.0
TRD	Spe	C	0.8052453629095965
TRD	Spe	C	0.8678193061368378
TRD	Spe	C	1.0
TRD	Spe	C	0.5320260343438286
TRD	Spe	C	1.0
TRD	Spe	C	0.7662218887038904
TRD	Spe	C	0.8191100007991825
TRD	Spe	C	0.9793703745097572
TRD	Spe	C	0.969959743476744
TRD	Spe	C	0.5410719360608305
TRD	Spe	C	0.9248517493575804
TRD	Spe	C	1.0
TRD	Spe	C	0.7563126146995998
TRD	Spe	C	1.0
TRD	Spe	C	0.8733314945862031
TRD	Spe	C	0.6840787269601161
TRD	Spe	C	0.9028605939536126
TRD	Spe	C	0.7773908669703916
TRD	Spe	C	1.0
TRD	Spe	C	0.3450044912516323
TRD	Spe	C	0.9333610441433204
TRD	Spe	C	0.9889681333738014
TRD	Spe	C	1.0
TRD	Spe	C	0.9540765028722198
TRD	Spe	C	0.9573286566117152
TRD	Spe	C	1.0
TRD	Spe	C	0.5764102765541125
TRD	Spe	C	0.8209867141487468
TRD	Spe	C	0.936823350912132
TRD	Spe	C	0.9311712100845678
TRD	Spe	C	0.8610822846269286
TRD	Spe	C	0.6438555171636258
TRD	Spe	C	1.0
TRD	Spe	C	0.9389196083202578
TRD	Spe	C	0.2436283522362981
TRD	Spe	C	1.0
TRD	Spe	A	0.6074564477834447
TRD	Spe	A	0.5520165077478195
TRD	Spe	A	0.719144706211534
TRD	Spe	A	0.6969890654308201
TRD	Spe	A	0.5151864071004242
TRD	Spe	A	0.9491843280588548
TRD	Spe	A	0.9244508325786456
TRD	Spe	A	0.941569786885941
TRD	Spe	A	0.524957382434548
TRD	Spe	A	0.460721399052757
TRD	Spe	A	0.890219861034174
TRD	Spe	A	0.9621538037417622
TRD	Spe	A	0.9934886150876066
TRD	Spe	A	0.9807287002750062
TRD	Spe	A	0.9627812906313068
TRD	Spe	A	0.4385930605627954
TRD	Spe	A	0.526358720741747
TRD	Spe	A	0.9930780969866064
TRD	Spe	A	0.8854877657726101
TRD	Spe	A	0.9491357239854562
TRD	Spe	A	0.8400516163195506
TRD	Spe	A	0.847239387722609
TRD	Spe	A	0.8574966439748681
TRD	Spe	A	0.9719354157331064
TRD	Spe	A	0.9293936787977298
TRD	Spe	A	0.9528707459990752
TRD	Spe	A	0.6554310662778482
TRD	Spe	A	0.6944057694920301
TRD	Spe	A	0.9244508325786456
TRD	Spe	A	0.9357116682765646
TRD	Spe	A	0.7055241599063601
TRD	Spe	A	0.8750270675562815
TRD	Spe	A	0.7220749582490505
TRD	Spe	A	0.9807287002750062
TRD	Spe	A	0.9852796628317486
TRD	Spe	A	0.8570972363294622
TRD	Spe	A	0.9116091462155628
TRD	Spe	A	0.6375856806433604
TRD	Spe	A	0.8735913603159435
TRD	Spe	A	0.7071991772571903
TRD	Spe	A	0.4273403838372619
TRD	Spe	A	0.850580706101485
TRD	Spe	A	0.7088429500550537
TRD	Spe	A	0.917989847143598
TRD	Spe	A	0.992762032338559
TRD	Spe	A	0.5744957173497496
TRD	Spe	A	0.7281254580180315
TRD	Spe	A	0.8934015395824482
TRD	Spe	A	0.8145359600084208
TRD	Spe	A	0.7785382380147856
TRD	Spe	A	0.9806329626113388
TRD	Spe	A	0.7701202356126257
TRD	Spe	A	0.694320000987048
TRD	Spe	A	0.6522717617987274
TRD	Spe	A	0.8076859674511212
TRD	Spe	A	0.9722347585270086
TRD	Spe	A	0.9239204682767712
TRD	Spe	A	0.9239204682767712
TRD	Spe	A	0.9715111397800994
TRD	Spe	A	0.9391562779560374
TRD	Spe	A	0.7800775416820791
TRD	Spe	A	0.8706836954088033
TRD	Spe	A	0.9346675742943495
TRD	Spe	A	0.8487692955918023
TRD	Spe	A	0.5736070840752481
TRD	Spe	A	0.5510338475890066
TRD	Spe	A	0.9466044164844254
TRD	Spe	A	0.9208615499214202
TRD	Spe	A	0.9636327412879664
TRD	Spe	A	0.8581186100772097
TRD	Spe	A	0.7920955118706894
TRD	Spe	A	0.9356623690654358
TRD	Spe	A	0.7796340338360909
TRD	Spe	A	0.9956317625946396
TRD	Spe	A	0.7491242177524796
TRD	Spe	A	0.933058535619824
TRD	Spe	A	0.7135378331335254
TRD	Spe	A	0.665144440826233
TRD	Spe	A	0.7401851014923777
TRD	Spe	A	0.6626750740750097
TRD	Spe	A	0.9346675742943495
TRD	Spe	A	0.8145359600084208
TRD	Spe	A	0.8726275665835808
TRD	Spe	A	0.822897542139092
TRD	Spe	A	0.8742781969750142
TRD	Spe	A	0.8318020727642768
TRD	Spe	A	0.8128222912552048
TRD	Spe	A	0.6242109415963314
TRD	Spe	A	0.6242109415963314
TRD	Spe	A	0.8145359600084208
TRD	Spe	A	0.6980501620592905
TRD	Spe	A	0.8927226221811477
TRD	Spe	A	0.904087536238805
TRD	Spe	A	0.6487829331940025
TRD	Spe	A	0.953183784539168
TRD	Spe	A	0.894680183161263
TRD	Spe	A	0.7214884785243829
TRD	Spe	A	0.2107160633411665
TRD	Spe	A	0.836288665004053
TRD	Spe	A	0.7777102216948462
TRD	Spe	A	0.891641109494552
TRD	Spe	A	0.891641109494552
TRD	Spe	A	0.9377513687636349
TRD	Spe	A	0.9377513687636349
TRD	Spe	A	0.8575386915795795
TRD	Spe	A	0.8512776594302849
TRD	Spe	A	0.8076859674511212
TRD	Spe	A	0.8927226221811477
TRD	Spe	A	0.3096682234527436
TRD	Spe	A	0.9552332522876136
TRD	Spe	A	0.8811406804424964
TRD	Spe	A	0.9722347585270086
TRD	Spe	A	0.8621847664638513
TRD	Spe	A	0.1855829790007606
TRD	Spe	A	0.941569786885941
TRD	Spe	A	0.9705339006923956
TRD	Spe	A	0.7433395278932748
TRD	Spe	A	0.6530128956790304
TRD	Spe	A	0.701218021130709
TRD	Spe	A	0.8018676483819119
TRD	Spe	A	0.978126859622216
TRD	Spe	A	0.5981678869212484
TRD	Spe	A	0.8710438342844379
TRD	Spe	A	0.8512136113969717
TRD	Spe	A	0.950191809491478
TRD	Spe	A	0.7738382559521114
TRD	Spe	A	0.82169567453656
TRD	Spe	A	0.825988976490353
TRD	Spe	A	0.9244508325786456
TRD	Spe	A	0.706723312139068
TRD	Spe	A	0.8204863121120199
TRD	Spe	A	0.6627337438750883
TRD	Spe	A	0.5378188201818868
TRD	Spe	A	0.5476809247286631
TRD	Spe	A	0.9627812906313068
TRD	Spe	A	0.8843518656056697
TRD	Spe	A	0.8810074813589871
TRD	Spe	A	0.8723085507134355
TRD	Spe	A	0.8691575939459325
TRD	Spe	A	0.9916987983783974
TRD	Spe	A	0.9622417029925826
TRD	Spe	A	0.7701202356126257
TRD	Spe	A	0.9722347585270086
TRD	Spe	A	0.9715111397800994
TRD	Spe	A	0.7214884785243829
