Class	tPC	eP1	eC1	eA1	eP2	eC2	eA2	eP3	eC3	eA3	eP4	eC4	eA4	eP5	eC5	eA5	eP6	eC6	eA6	ThetaP1	ThetaP2	ThetaP3	ThetaP4	ThetaP5	ThetaP6	ThetaC1	ThetaC2	ThetaC3	ThetaC4	ThetaC5	ThetaC6	ThetaA1	ThetaA2	ThetaA3	ThetaA4	ThetaA5	ThetaA6	LogAlpha1	LogAlpha2	LogAlpha3	LogAlpha4	LogAlpha5	LogAlpha6	LogSigmaSq1	LogSigmaSq2	LogSigmaSq3	LogSigmaSq4	LogSigmaSq5	LogSigmaSq6
1	0.426566447777034	-1.264037782579587	-2.76170277255976	-1.1699899989903533	1.7386686554864688	2.038415967431059	1.819160214570581	1.2353354746858365	1.1838904703701543	1.169748670398544	0.26916234461808863	-1.906373993332798	1.3662614254304657	2.428020785517425	2.5238852120117015	2.4588836162125665	2.5091110530290077	2.5394945873639765	2.75678556097473	-1.8715630815874027	1.7582981075529807	1.192297225536021	-0.3745872254556071	2.484511204459789	2.75698330010228	-1.8715630815874027	1.7582981075529807	1.192297225536021	-0.3745872254556071	2.484511204459789	2.75698330010228	-1.8715630815874027	1.7582981075529807	1.192297225536021	-0.3745872254556071	2.484511204459789	2.75698330010228	1.2801374614813534	1.0456089640076716	2.6381099499486087	1.8125822414655033	1.1050832293666017	1.4727544476281529	1.912966410909858	0.11731180082686257	0.6414164896149561	2.5033410551766444	-1.1504844625311725	0.7778579361204008	
1	0.32948774927368046	1.1258359844403296	-0.1148731308632284	-0.2846022587816083	8.606688566372986	1.1709057025086458	1.3286650314564015	1.7209543960752882	1.7277015703905674	1.730020947081014	-1.7050369721273246	-2.0952383256136256	-2.014901447167746	2.503283080250307	2.220597135069637	2.5143095902688573	-3.0981795893874304	-3.024894470534064	-3.1213549437325105	-0.0711911661786857	-0.7546800044379793	1.7273267327071054	-2.1119185053650416	2.379259334236063	-3.033233358399828	-0.0711911661786857	-0.7546800044379793	1.7273267327071054	-2.1119185053650416	2.379259334236063	-3.033233358399828	-0.0711911661786857	-0.7546800044379793	1.7273267327071054	-2.1119185053650416	2.379259334236063	-3.033233358399828	2.0230007083187704	0.3523945151617176	2.308643652481262	1.5821990882961405	2.463434091513748	0.7187014582851804	1.5588383006515834	2.573019249312675	-1.9853609715672065	0.7195307382860303	1.1476709549660136	-1.5274235160134157	
1	0.3861388738163169	0.5035997816504663	0.6036779459357933	0.24960923594804618	0.49819066577377347	0.9989119919419339	0.9013971406168632	16.949825906197077	-10.434328899520507	9.0442211483798	2.2476103235587677	2.200340914127477	2.3019531399571904	-1.8064602708878694	-1.7460522718625635	-1.8582616162579773	-8.797220206241168	-1.1915342785034246	-7.0259235347222235	0.28471169439462507	1.0853710727796297	3.4565783538502277	2.1616543797431227	-1.796366272168246	2.3966926953430425	0.28471169439462507	1.0853710727796297	3.4565783538502277	2.1616543797431227	-1.796366272168246	2.3966926953430425	0.28471169439462507	1.0853710727796297	3.4565783538502277	2.1616543797431227	-1.796366272168246	2.3966926953430425	0.6168441044716498	2.5529820184017655	0.9300716720485755	0.9936778852829385	2.2597571216822345	0.3311886994795521	0.3179511543636257	2.453692353083759	2.868341522743627	-0.440455193452288	-0.012938490930115986	2.5643810892839465	
1	0.3703781600975897	2.37478663930435	2.4100079700281887	2.2967086226590787	2.3920496284425523	3.4435787791712738	2.570419577195426	2.0285941500064726	1.9178592768004088	1.9072225085556727	-3.07670094704904	-3.0719438284541964	-2.943769869019744	0.7828121568200466	3.688907752745566	2.4544161648891154	-0.6249049669012203	-3.019060515931318	-0.23628450390534728	2.358445955091444	2.803982856036127	1.9250395972704375	-3.1728949805245277	3.313003816436993	-0.9072836147216057	2.358445955091444	2.803982856036127	1.9250395972704375	-3.1728949805245277	3.313003816436993	-0.9072836147216057	2.358445955091444	2.803982856036127	1.9250395972704375	-3.1728949805245277	3.313003816436993	-0.9072836147216057	2.747103101417925	1.6082390182345674	2.10342732155682	0.14217817373461097	1.4697213315806232	1.0827627075274007	0.8622024345108628	1.0031794528833666	0.7441430249552097	-0.5973831584334037	2.46289717443194	1.2321555410761045	
1	0.2626571531255873	-2.0099376554853707	-2.0426434187012052	-1.6573177307673037	0.24605489884430487	0.48250408431550795	0.3320724606140505	-2.485558473929479	-2.483744190219076	-2.490420402589983	-2.7011735806273416	-2.2852729803556384	-0.11821294446894792	-2.6029110554118624	-1.3404945212001889	1.527313703626999	1.6562549952077195	1.652901315323659	1.6551376376641596	-1.8821048754876948	0.3516212407900001	-2.482229125464335	-1.2811541698012858	-0.425174680301593	1.6555516473141552	-1.8821048754876948	0.3516212407900001	-2.482229125464335	-1.2811541698012858	-0.425174680301593	1.6555516473141552	-1.8821048754876948	0.3516212407900001	-2.482229125464335	-1.2811541698012858	-0.425174680301593	1.6555516473141552	0.3828505270039063	2.29467151542943	2.819130416052455	0.24865183878873715	0.9514252816011184	2.1751624715796036	-0.9323285365254468	0.7229911155374826	-1.280510883441988	1.8280658874462912	1.492521991702473	-1.8360022334083967	
1	0.4148669868834288	0.062415370053055225	0.17087382082203473	0.21517132452625712	5.118894177770462	4.718775493815743	0.9931447226977543	-5.956305230624176	-6.804574383679114	-0.08337861416987957	-1.8992520467970992	-2.6381856787985156	-3.0925306345181394	-2.2951226113919163	-8.015061037690018	1.5447716617758727	3.511825876734017	-6.125908240167148	-2.5264293068478634	0.24488059876638424	2.6642643560306922	-2.966436051463173	-2.8733478747043026	-1.57343322085572	-3.7636239126070805	0.24488059876638424	2.6642643560306922	-2.966436051463173	-2.8733478747043026	-1.57343322085572	-3.7636239126070805	0.24488059876638424	2.6642643560306922	-2.966436051463173	-2.8733478747043026	-1.57343322085572	-3.7636239126070805	2.536544782708215	2.154991612381158	0.7640359499318972	2.9944325239401675	0.42029664598443506	0.509830238126691	1.2911231192837724	2.9285663483478084	2.261078744866218	2.452232907456823	1.8699232571393125	1.78204035396517	
1	0.40617619314434045	-2.883753225444736	-2.4564916206476584	-2.8052533791713925	1.2051018126780897	0.8118427978829026	0.8107677238109193	-2.037077657852687	-2.0572008364223304	-1.9573947071808457	-1.2884218179751419	-1.2431640731299132	-1.2144631174590215	-3.199185528957287	-3.737183316020568	-4.714806578057321	-0.03805203323036643	-3.151533255416499	-3.0109926601087516	-2.8111172114731637	1.0284597753435047	-2.033039939560502	-1.253607373949353	-3.9742794649630193	-1.4422921783077953	-2.8111172114731637	1.0284597753435047	-2.033039939560502	-1.253607373949353	-3.9742794649630193	-1.4422921783077953	-2.8111172114731637	1.0284597753435047	-2.033039939560502	-1.253607373949353	-3.9742794649630193	-1.4422921783077953	0.8871425469111388	0.8881042933722042	1.4569980234164999	2.8834722401581594	0.1634958953135316	1.88482884133742	0.01226797726673023	0.18159922921744132	-0.680618752903293	0.20392677241663823	0.4374374485145389	2.3594898173130687	
1	0.4490487953546565	2.6106647260636016	2.6541576430840967	2.6208292152786754	-0.34944227303996617	0.28758981779797577	-0.09480629634311977	1.6034677352504334	1.5204013932917166	1.6437354725538917	-4.302644284000209	-3.433625120009206	-3.483115845715515	8.322767546391214	-4.5054120482859625	6.775877276788966	1.6749195013250948	0.4482619109932027	2.9500498278464873	2.6324428130080193	-0.26694012611016493	1.5913434392574732	-3.494799738828994	1.032471882261003	1.8203182831021936	2.6324428130080193	-0.26694012611016493	1.5913434392574732	-3.494799738828994	1.032471882261003	1.8203182831021936	2.6324428130080193	-0.26694012611016493	1.5913434392574732	-3.494799738828994	1.032471882261003	1.8203182831021936	2.7443728882851164	0.5935180080720948	0.494634165836604	2.7057939554658845	0.7463845446913129	0.5240085102072332	-0.3329838178701148	1.012932054546571	-1.8411285270130149	1.9194645435580178	2.3065418037555023	0.7038637768850879	
1	0.7171071739761835	-3.6014473758079237	-3.5967645857762873	-3.563605476234967	-0.38684255347908114	-0.23398819964320228	-0.41711252948115374	3.2962970100141677	3.337742740364432	3.26482944344689	1.2597979940295672	1.7901350891479166	1.3929473893556719	-1.0801490435502399	-0.6610811253027207	-0.8208273348324846	0.3813675264764169	0.3492722810104565	0.371319629856327	-3.5917071736726776	-0.2646626314251037	3.2390721071449144	1.7983418439377798	-0.9510076666600051	0.3586148166999905	-3.5917071736726776	-0.2646626314251037	3.2390721071449144	1.7983418439377798	-0.9510076666600051	0.3586148166999905	-3.5917071736726776	-0.2646626314251037	3.2390721071449144	1.7983418439377798	-0.9510076666600051	0.3586148166999905	1.5275163154411437	1.2090461899596656	0.5255140038862893	1.4123065771892895	2.751998418801225	1.1528609948656545	-1.9013871627194505	-0.5362283521478088	-0.669677024300998	0.5938434012318989	1.3550076358714698	-1.3193597034906794	
1	0.4565503280844413	2.6008435579407188	2.653669160489038	2.323017243872171	1.351738339819865	0.9999512966023685	1.1856753486926046	-3.723290232758706	-3.6915403789375003	-3.8649724388010225	-1.3385373162514116	-1.3412827430338627	-1.3454189118190112	-2.8254272848013713	-2.863857323986567	-2.9001471996026957	-0.18298821198103665	-0.4592958489155561	-0.5695705130116743	2.6061961664316486	2.104905986209487	-3.760936945507532	-1.3439084718700443	-2.899926647222551	-0.5758199836528801	2.6061961664316486	2.104905986209487	-3.760936945507532	-1.3439084718700443	-2.899926647222551	-0.5758199836528801	2.6061961664316486	2.104905986209487	-3.760936945507532	-1.3439084718700443	-2.899926647222551	-0.5758199836528801	0.8053114733160032	1.3123044701818176	1.852167308758288	1.3353112077425415	0.8484231480269447	1.4075888191295522	-0.4625011058909716	1.8581130728049273	-0.21268142643126264	-1.5179351332968802	-1.7151310576480643	0.11883289360538682	
